Jasper,"8,892",658,7.40%,"8,016","1,018",12.70%,71.60%
Jefferson,"3,664",524,14.30%,"2,829",546,19.30%,35.00%
Johnson,"21,967","1,977",9.00%,"29,138","3,584",12.30%,36.70%
Jones,"4,559",465,10.20%,"4,358",584,13.40%,31.40%
Keokuk,"2,816",414,14.70%,"2,292",424,18.50%,25.80%
,Child,Below,,Child,Below,,2000-2016
County,Population,Poverty,Percentage,Population,Poverty,Percentage,Change
Kossuth,"4,112",514,12.50%,"3,268",464,14.20%,13.60%
Lee,"8,652","1,220",14.10%,"7,194","1,446",20.10%,42.50%
Linn,"47,513","3,611",7.60%,"51,270","6,460",12.60%,65.80%
Louisa,"3,209",414,12.90%,"2,517",380,15.10%,17.00%
Lucas,"2,273",375,16.50%,"1,923",475,24.70%,49.70%
Lyon,"3,120",312,10.00%,"3,309",311,9.40%,-6.00%
Madison,"3,680",276,7.50%,"3,944",351,8.90%,18.70%
Mahaska,"5,430",619,11.40%,"5,237",796,15.20%,33.30%
Marion,"7,928",658,8.30%,"7,900",790,10.00%,20.50%
Marshall,"9,561","1,262",13.20%,"9,898","1,653",16.70%,26.50%
Mills,"3,653",369,10.10%,"3,476",438,12.60%,24.70%
Mitchell,"2,741",403,14.70%,"2,525",351,13.90%,-5.50%
Monona,"2,122",295,13.90%,"1,844",332,18.00%,29.50%
Monroe,"1,936",271,14.00%,"1,805",343,19.00%,35.80%
Montgomery,"2,755",394,14.30%,"2,240",430,19.20%,34.20%
Muscatine,"10,737","1,224",11.40%,"10,579","1,608",15.20%,33.30%
O'Brien,"3,542",340,9.60%,"3,236",398,12.30%,28.10%
Osceola,"1,726",164,9.50%,"1,396",215,15.40%,62.10%
Page,"3,682",567,15.40%,"2,799",613,21.90%,42.20%
Palo Alto,"2,278",287,12.60%,"2,021",295,14.60%,15.90%
Plymouth,"6,711",510,7.60%,"6,170",654,10.60%,39.50%
Pocahontas,"2,031",262,12.90%,"1,521",289,19.00%,47.30%
Polk,"95,011","8,931",9.40%,"117,161","16,754",14.30%,52.10%
Pottawattamie,"21,694","2,690",12.40%,"21,609","3,263",15.10%,21.80%
Poweshiek,"4,092",401,9.80%,"3,674",507,13.80%,40.80%
Ringgold,"1,237",266,21.50%,"1,172",279,23.80%,10.70%
Sac,"2,617",369,14.10%,"2,176",359,16.50%,17.00%
Scott,"40,485","5,263",13.00%,"40,433","7,561",18.70%,43.80%
Shelby,"3,263",310,9.50%,"2,593",306,11.80%,24.20%
Sioux,"8,240",618,7.50%,"9,342",738,7.90%,5.30%
Story,"14,653","1,055",7.20%,"15,988","1,359",8.50%,18.10%
Tama,"4,540",563,12.40%,"4,092",708,17.30%,39.50%
Taylor,"1,541",245,15.90%,"1,432",265,18.50%,16.40%
Union,"2,701",362,13.40%,"2,725",496,18.20%,35.80%
Van Buren,"1,811",317,17.50%,"1,671",411,24.60%,40.50%
Wapello,"8,030","1,357",16.90%,"7,655","1,684",22.00%,30.20%
Warren,"10,571",666,6.30%,"12,213",977,8.00%,27.00%
Washington,"5,243",540,10.30%,"5,472",777,14.20%,37.90%
Wayne,"1,546",303,19.60%,"1,603",497,31.00%,58.20%
Webster,"9,352","1,197",12.80%,"7,683","1,406",18.30%,43.00%
Winnebago,"2,646",254,9.60%,"2,296",349,15.20%,58.30%
Winneshiek,"4,653",349,7.50%,"3,697",366,9.90%,32.00%
Woodbury,"27,265","3,708",13.60%,"26,416","4,887",18.50%,36.00%
Worth,"1,784",173,9.70%,"1,538",223,14.50%,49.50%
Wright,"3,347",338,10.10%,"2,973",547,18.40%,82.20%
,,,,,,,
State,"703,812","75,952",10.80%,"715,183","104,344",14.60%,35.20%
,,,,,,,
Rural,"114,645","13,585",11.80%,"101,921","15,922",15.60%,31.80%
Small Urban,"270,281","29,484",10.90%,"261,234","36,514",14.00%,28.10%
Metropolitan,"318,886","32,883",10.30%,"352,028","51,908",14.70%,43.00%
,,,,,,,
United States,"71,525,420","11,587,118",16.20%,"72,388,272","14,115,713",19.50%,20.40%
