Emmet,"5,540",170,3.10%,"5,680",230,4.00%,32.00%
Fayette,"10,990",450,4.10%,"10,740",560,5.20%,27.30%
Floyd,"7,790",340,4.40%,"8,260",440,5.30%,22.00%
Franklin,"5,740",150,2.60%,"5,990",260,4.30%,66.10%
Fremont,"4,000",90,2.30%,"4,050",170,4.20%,86.60%
Greene,"4,870",170,3.50%,"4,990",230,4.60%,32.00%
Grundy,"6,110",120,2.00%,"6,900",300,4.30%,121.40%
Guthrie,"5,900",140,2.40%,"5,500",300,5.50%,129.90%
Hamilton,"8,620",190,2.20%,"6,680",390,5.80%,164.90%
Hancock,"7,000",140,2.00%,"5,980",250,4.20%,109.00%
Hardin,"9,030",260,2.90%,"8,800",440,5.00%,73.70%
Harrison,"7,850",210,2.70%,"7,010",280,4.00%,49.30%
Henry,"10,910",290,2.70%,"9,180",510,5.60%,109.00%
Howard,"5,580",170,3.00%,"4,940",240,4.90%,59.50%
Humboldt,"5,410",120,2.20%,"5,160",210,4.10%,83.50%
Ida,"3,950",90,2.30%,"3,900",150,3.80%,68.80%
Iowa,"9,290",170,1.80%,"8,710",400,4.60%,151.00%
Jackson,"10,370",450,4.30%,"10,840",580,5.40%,23.30%
Jasper,"19,360",410,2.10%,"17,420",980,5.60%,165.60%
Jefferson,"9,440",260,2.80%,"7,880",440,5.60%,102.70%
Johnson,"69,400","1,400",2.00%,"83,200","2,700",3.20%,60.90%
Jones,"9,630",240,2.50%,"10,500",600,5.70%,129.30%
Keokuk,"5,020",200,4.00%,"5,590",270,4.80%,21.20%
,Labor,,Labor,,,2000-2013,
County,Force Unemployed,Percentage,Force,Unemployed,Percentage,Change,
Kossuth,"8,410 230",2.70%,"9,220",300,3.30%,19.00%,
Lee,"18,710 870",4.60%,"16,720","1,250",7.50%,60.80%,
Linn,"116,900 2,100",1.80%,"121,900","5,900",4.80%,169.40%,
Louisa,"5,420 190",3.50%,"5,880",290,4.90%,40.70%,
Lucas,"4,050 110",2.70%,"4,660",200,4.30%,58.00%,
Lyon,"5,460 130",2.40%,"7,590",190,2.50%,5.10%,
Madison,"7,330 260",3.50%,"8,100",400,4.90%,39.20%,
Mahaska,"11,220 240",2.10%,"11,470",550,4.80%,124.20%,
Marion,"19,020 400",2.10%,"16,990",760,4.50%,112.70%,
Marshall,"20,220 500",2.50%,"19,900","1,170",5.90%,137.80%,
Mills,"6,380 120",1.90%,"7,550",280,3.70%,97.20%,
Mitchell,"5,380 140",2.60%,"5,530",230,4.20%,59.80%,
Monona,"4,880 160",3.30%,"4,370",270,6.20%,88.40%,
Monroe,"4,200 120",2.90%,"4,260",220,5.20%,80.80%,
Montgomery,"5,820 190",3.30%,"5,020",250,5.00%,52.50%,
Muscatine,"21,950 600",2.70%,"23,170","1,100",4.70%,73.70%,
O'Brien,"7,720 160",2.10%,"7,850",290,3.70%,78.20%,
Osceola,"3,690 90",2.40%,"3,120",130,4.20%,70.80%,
Page,"9,030 240",2.70%,"7,160",360,5.00%,89.20%,
Palo Alto,"5,180 100",1.90%,"5,090",180,3.50%,83.20%,
Plymouth,"13,290 370",2.80%,"14,720",560,3.80%,36.60%,
Pocahontas,"3,760 100",2.70%,"4,250",160,3.80%,41.60%,
Polk,"216,100 4,400",2.00%,"244,200","11,600",4.80%,133.30%,
Pottawattamie,"48,500 1,200",2.50%,"47,640","1,890",4.00%,60.30%,
Poweshiek,"10,350 310",3.00%,"10,110",470,4.60%,55.20%,
Ringgold,"2,580 70",2.70%,"2,420",110,4.50%,67.50%,
Sac,"5,790 150",2.60%,"5,720",230,4.00%,55.20%,
Scott,"85,300 2,400",2.80%,"89,210","5,280",5.90%,110.40%,
Shelby,"6,780 160",2.40%,"8,060",260,3.20%,36.70%,
Sioux,"17,760 410",2.30%,"19,880",650,3.30%,41.60%,
Story,"47,280 950",2.00%,"50,000","1,700",3.40%,69.20%,
Tama,"8,740 320",3.70%,"8,670",500,5.80%,57.50%,
Taylor,"3,410 120",3.50%,"3,360",120,3.60%,1.50%,
Union,"6,430 220",3.40%,"6,910",330,4.80%,39.60%,
Van Buren,"4,180 140",3.30%,"3,710",210,5.70%,69.00%,
Wapello,"17,510 600",3.40%,"18,330","1,130",6.20%,79.90%,
Warren,"22,900 400",1.70%,"26,000","1,100",4.20%,142.20%,
Washington,"11,140 220",2.00%,"12,100",500,4.10%,109.20%,
Wayne,"2,900 80",2.80%,"3,270",150,4.60%,66.30%,
Webster,"20,030 570",2.80%,"18,740","1,050",5.60%,96.90%,
Winnebago,"6,460 130",2.00%,"5,160",250,4.80%,140.80%,
Winneshiek,"12,310 380",3.10%,"12,010",540,4.50%,45.70%,
Woodbury,"53,200 1,400",2.60%,"54,900","2,500",4.60%,73.00%,
Worth,"4,090 130",3.20%,"4,160",210,5.00%,58.80%,
Wright,"93.8% 6,930 160",2.30%,"6,930",310,4.50%,,
State,"1,586,080 41,080",79.8% 2.6%,"1,671,250","77,810",4.70%,,
Rural,"244,640 7,210",2.90%,"245,340","11,290",4.60%,56.10%,
Small Urban,"587,460 16,420",2.80%,"605,660","28,950",4.80%,71.00%,
Metropolitan,"753,980 17,450",,,,,,
,,,,,,,
,,2.30%,"820,250","37,570",,,
,,,,,4.60%,97.90%,
United States,"142,583,000 5,692,000",4.00%,"155,389,000","11,460,000",7.40%,84.70%,
