Seclusion,Oregon,437 ,6 ,1.4 ,8 ,1.8 ,51 ,11.7 ,18 ,4.1 ,324 ,74.1 ,1 to 3,0.5 ,28 ,6.4 ,392 ,100.0 ,0 ,0.0 ,26 ,5.9 ,"1,309 ",100.0 
Seclusion,Pennsylvania,471 ,0 ,0.0 ,0 ,0.0 ,20 ,4.3 ,25 ,5.4 ,410 ,88.0 ,0 ,0.0 ,11 ,2.4 ,169 ,97.1 ,5 ,2.9 ,8 ,1.7 ,"3,056 ",93.0 
Seclusion,Rhode Island,24 ,0 ,0.0 ,0 ,0.0 ,12 ,50.0 ,1 to 3,8.3 ,7 ,29.2 ,0 ,0.0 ,1 to 3,12.5 ,20 ,100.0 ,0 ,0.0 ,1 to 3,4.2 ,293 ,100.0 
Seclusion,South Carolina,209 ,0 ,0.0 ,1 to 3,1.0 ,7 ,3.3 ,103 ,49.3 ,92 ,44.0 ,0 ,0.0 ,5 ,2.4 ,194 ,100.0 ,0 ,0.0 ,4 ,1.9 ,"1,226 ",100.0 
Seclusion,South Dakota,175 ,58 ,33.1 ,0 ,0.0 ,12 ,6.9 ,4 ,2.3 ,99 ,56.6 ,0 ,0.0 ,1 to 3,1.1 ,25 ,100.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 
Seclusion,Tennessee,284 ,1 to 3,0.4 ,4 ,1.4 ,6 ,2.1 ,71 ,25.0 ,193 ,68.0 ,0 ,0.0 ,9 ,3.2 ,229 ,100.0 ,0 ,0.0 ,5 ,1.8 ,"1,798 ",90.7 
Seclusion,Texas,714 ,1 to 3,0.3 ,1 to 3,0.4 ,168 ,25.0 ,124 ,18.5 ,352 ,52.4 ,1 to 3,0.3 ,21 ,3.1 ,195 ,82.3 ,42 ,17.7 ,35 ,4.9 ,"8,574 ",100.0 
Seclusion,Utah,301 ,4 ,1.3 ,5 ,1.7 ,34 ,11.4 ,1 to 3,1.0 ,246 ,82.6 ,1 to 3,0.3 ,5 ,1.7 ,215 ,98.6 ,1 to 3,1.4 ,10 ,3.3 ,990 ,100.0 
Seclusion,Vermont,182 ,1 to 3,1.8 ,1 to 3,1.2 ,1 to 3,1.8 ,5 ,3.0 ,147 ,87.0 ,0 ,0.0 ,9 ,5.3 ,114 ,89.8 ,13 ,10.2 ,1 to 3,1.1 ,307 ,100.0 
Seclusion,Virginia,383 ,1 to 3,0.8 ,1 to 3,0.5 ,10 ,2.6 ,198 ,52.1 ,145 ,38.2 ,0 ,0.0 ,22 ,5.8 ,332 ,99.1 ,1 to 3,0.9 ,0 ,0.0 ,"1,969 ",99.7 
Seclusion,Washington,576 ,14 ,2.4 ,13 ,2.3 ,73 ,12.8 ,49 ,8.6 ,365 ,63.8 ,5 ,0.9 ,53 ,9.3 ,493 ,99.2 ,4 ,0.8 ,22 ,3.8 ,"2,282 ",99.5 
Seclusion,West Virginia,41 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.9 ,38 ,92.7 ,0 ,0.0 ,1 to 3,2.4 ,22 ,100.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 
Seclusion,Wisconsin,"1,381 ",17 ,1.2 ,24 ,1.7 ,89 ,6.5 ,189 ,13.7 ,985 ,71.5 ,1 to 3,0.1 ,73 ,5.3 ,"1,151 ",99.7 ,1 to 3,0.3 ,43 ,3.1 ,"2,244 ",98.8 
Seclusion,Wyoming,139 ,5 ,3.6 ,0 ,0.0 ,11 ,7.9 ,5 ,3.6 ,116 ,83.5 ,0 ,0.0 ,1 to 3,1.4 ,106 ,100.0 ,0 ,0.0 ,1 to 3,2.2 ,360 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 22,532 public school male students subjected to seclusion, 291 (1.3%) were American Indian or Alaska Native, 13,507 (98.1%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 262 (1.9%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
