Retained in grade 10,Mississippi,"1,584 ",1 to 3,0.2 ,9 ,0.6 ,42 ,2.7 ,"1,135 ",71.7 ,392 ,24.7 ,0 ,0.0 ,1 to 3,0.2 ,120 ,7.6 ,5 ,0.3 ,26 ,1.6 ,201 ,100.0 
Retained in grade 10,Missouri,704 ,1 to 3,0.3 ,11 ,1.6 ,46 ,6.5 ,220 ,31.3 ,412 ,58.5 ,0 ,0.0 ,13 ,1.8 ,139 ,19.7 ,18 ,2.6 ,16 ,2.3 ,140 ,100.0 
Retained in grade 10,Montana,49 ,28 ,57.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,21 ,42.9 ,0 ,0.0 ,0 ,0.0 ,4 ,8.2 ,1 to 3,4.1 ,6 ,12.2 ,22 ,100.0 
Retained in grade 10,Nebraska,142 ,6 ,4.2 ,0 ,0.0 ,23 ,16.2 ,11 ,7.7 ,98 ,69.0 ,0 ,0.0 ,4 ,2.8 ,35 ,24.6 ,1 to 3,2.1 ,1 to 3,2.1 ,27 ,100.0 
Retained in grade 10,Nevada,197 ,7 ,3.6 ,1 to 3,1.5 ,54 ,27.4 ,15 ,7.6 ,112 ,56.9 ,1 to 3,1.0 ,4 ,2.0 ,32 ,16.2 ,4 ,2.0 ,7 ,3.6 ,30 ,100.0 
Retained in grade 10,New Hampshire,455 ,4 ,0.9 ,5 ,1.1 ,56 ,12.3 ,15 ,3.3 ,371 ,81.5 ,0 ,0.0 ,4 ,0.9 ,123 ,27.0 ,25 ,5.5 ,39 ,8.6 ,54 ,100.0 
Retained in grade 10,New Jersey,"1,102 ",1 to 3,0.3 ,21 ,1.9 ,492 ,44.6 ,341 ,30.9 ,234 ,21.2 ,0 ,0.0 ,11 ,1.0 ,244 ,22.1 ,18 ,1.6 ,99 ,9.0 ,176 ,100.0 
Retained in grade 10,New Mexico,474 ,67 ,14.1 ,1 to 3,0.6 ,308 ,65.0 ,13 ,2.7 ,78 ,16.5 ,0 ,0.0 ,5 ,1.1 ,70 ,14.8 ,13 ,2.7 ,98 ,20.7 ,69 ,100.0 
Retained in grade 10,New York,"7,923 ",56 ,0.7 ,578 ,7.3 ,"3,204 ",40.4 ,"2,879 ",36.3 ,"1,157 ",14.6 ,17 ,0.2 ,32 ,0.4 ,"2,194 ",27.7 ,76 ,1.0 ,"1,268 ",16.0 ,726 ,100.0 
Retained in grade 10,North Carolina,"4,990 ",92 ,1.8 ,53 ,1.1 ,831 ,16.7 ,"2,125 ",42.6 ,"1,722 ",34.5 ,10 ,0.2 ,157 ,3.1 ,"1,218 ",24.4 ,125 ,2.5 ,378 ,7.6 ,473 ,100.0 
Retained in grade 10,North Dakota,72 ,17 ,23.6 ,1 to 3,4.2 ,1 to 3,4.2 ,6 ,8.3 ,43 ,59.7 ,0 ,0.0 ,0 ,0.0 ,11 ,15.3 ,6 ,8.3 ,5 ,6.9 ,23 ,100.0 
Retained in grade 10,Ohio,"2,253 ",5 ,0.2 ,21 ,0.9 ,157 ,7.0 ,"1,092 ",48.5 ,885 ,39.3 ,1 to 3,0.1 ,91 ,4.0 ,549 ,24.4 ,56 ,2.5 ,89 ,4.0 ,244 ,99.6 
Retained in grade 10,Oklahoma,840 ,125 ,14.9 ,10 ,1.2 ,136 ,16.2 ,149 ,17.7 ,375 ,44.6 ,5 ,0.6 ,40 ,4.8 ,208 ,24.8 ,7 ,0.8 ,60 ,7.1 ,133 ,100.0 
Retained in grade 10,Oregon,"1,033 ",23 ,2.2 ,7 ,0.7 ,409 ,39.6 ,15 ,1.5 ,512 ,49.6 ,13 ,1.3 ,54 ,5.2 ,218 ,21.1 ,25 ,2.4 ,59 ,5.7 ,48 ,100.0 
Retained in grade 10,Pennsylvania,"2,790 ",8 ,0.3 ,49 ,1.8 ,654 ,23.4 ,820 ,29.4 ,"1,202 ",43.1 ,0 ,0.0 ,57 ,2.0 ,615 ,22.0 ,69 ,2.5 ,195 ,7.0 ,410 ,100.0 
Retained in grade 10,Rhode Island,261 ,1 to 3,0.8 ,6 ,2.3 ,86 ,33.0 ,34 ,13.0 ,125 ,47.9 ,0 ,0.0 ,8 ,3.1 ,88 ,33.7 ,11 ,4.2 ,20 ,7.7 ,32 ,100.0 
Retained in grade 10,South Carolina,"2,354 ",11 ,0.5 ,10 ,0.4 ,194 ,8.2 ,"1,067 ",45.3 ,"1,014 ",43.1 ,1 to 3,0.1 ,56 ,2.4 ,405 ,17.2 ,51 ,2.2 ,131 ,5.6 ,190 ,100.0 
Retained in grade 10,South Dakota,291 ,45 ,15.5 ,5 ,1.7 ,28 ,9.6 ,17 ,5.8 ,192 ,66.0 ,0 ,0.0 ,4 ,1.4 ,62 ,21.3 ,11 ,3.8 ,7 ,2.4 ,36 ,100.0 
Retained in grade 10,Tennessee,"1,818 ",1 to 3,0.1 ,15 ,0.8 ,158 ,8.7 ,"1,019 ",56.1 ,611 ,33.6 ,0 ,0.0 ,13 ,0.7 ,328 ,18.0 ,20 ,1.1 ,66 ,3.6 ,153 ,100.0 
Retained in grade 10,Texas,"11,098 ",50 ,0.5 ,109 ,1.0 ,"6,713 ",60.5 ,"1,964 ",17.7 ,"2,109 ",19.0 ,15 ,0.1 ,138 ,1.2 ,"1,787 ",16.1 ,707 ,6.4 ,"1,435 ",12.9 ,"1,132 ",100.0 
Retained in grade 10,Utah,376 ,5 ,1.3 ,6 ,1.6 ,73 ,19.4 ,7 ,1.9 ,278 ,73.9 ,5 ,1.3 ,1 to 3,0.5 ,67 ,17.8 ,14 ,3.7 ,8 ,2.1 ,20 ,100.0 
Retained in grade 10,Vermont,106 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,104 ,98.1 ,0 ,0.0 ,1 to 3,1.9 ,19 ,17.9 ,12 ,11.3 ,1 to 3,1.9 ,29 ,100.0 
Retained in grade 10,Virginia,"2,435 ",11 ,0.5 ,54 ,2.2 ,361 ,14.8 ,"1,115 ",45.8 ,840 ,34.5 ,1 to 3,0.1 ,52 ,2.1 ,604 ,24.8 ,66 ,2.7 ,258 ,10.6 ,299 ,100.0 
Retained in grade 10,Washington,"1,258 ",29 ,2.3 ,59 ,4.7 ,300 ,23.8 ,139 ,11.0 ,613 ,48.7 ,23 ,1.8 ,95 ,7.6 ,277 ,22.0 ,52 ,4.1 ,101 ,8.0 ,113 ,100.0 
Retained in grade 10,West Virginia,399 ,0 ,0.0 ,0 ,0.0 ,9 ,2.3 ,36 ,9.0 ,345 ,86.5 ,0 ,0.0 ,9 ,2.3 ,61 ,15.3 ,7 ,1.8 ,5 ,1.3 ,66 ,100.0 
Retained in grade 10,Wisconsin,577 ,11 ,1.9 ,10 ,1.7 ,78 ,13.5 ,234 ,40.6 ,231 ,40.0 ,1 to 3,0.3 ,11 ,1.9 ,183 ,31.7 ,12 ,2.1 ,32 ,5.5 ,121 ,100.0 
Retained in grade 10,Wyoming,41 ,9 ,22.0 ,0 ,0.0 ,1 to 3,7.3 ,0 ,0.0 ,29 ,70.7 ,0 ,0.0 ,0 ,0.0 ,7 ,17.1 ,1 to 3,4.9 ,4 ,9.8 ,16 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 86,705 public school male students retained in grade 10, 965 (1.1%) were American Indian or Alaska Native, 17,479 (20.2%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 2,677 (3.1%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1 to 3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that a midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,            Data reported in this table represent 100.0% of responding schools.,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
