"reported to have been harassed or bullied on the basis of race, color or national origin",Florida,"459,675 ","1,834 ",0.4 ,"5,563 ",1.2 ,"141,500 ",30.8 ,"107,635 ",23.4 ,"188,106 ",40.9 ,526 ,0.1 ,"14,511 ",3.2 ,"91,177 ",19.8 ,"14,639 ",3.2 ,"35,235 ",7.7 ,"3,954 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Georgia,"189,481 ",416 ,0.2 ,"2,533 ",1.3 ,"23,037 ",12.2 ,"73,454 ",38.8 ,"83,540 ",44.1 ,222 ,0.1 ,"6,279 ",3.3 ,"31,602 ",16.7 ,"2,805 ",1.5 ,"8,090 ",4.3 ,"2,444 ",99.8 
"reported to have been harassed or bullied on the basis of race, color or national origin",Hawaii,"36,536 ",207 ,0.6 ,"6,194 ",17.0 ,"4,252 ",11.6 ,450 ,1.2 ,"4,741 ",13.0 ,"17,040 ",46.6 ,"3,652 ",10.0 ,729 ,2.0 ,43 ,0.1 ,"4,777 ",13.1 ,287 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Idaho,"29,261 ",718 ,2.5 ,251 ,0.9 ,"5,142 ",17.6 ,257 ,0.9 ,"22,094 ",75.5 ,91 ,0.3 ,708 ,2.4 ,"3,450 ",11.8 ,"1,015 ",3.5 ,"1,472 ",5.0 ,715 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Illinois,"261,977 ",826 ,0.3 ,"6,297 ",2.4 ,"58,645 ",22.4 ,"75,589 ",28.9 ,"111,652 ",42.6 ,232 ,0.1 ,"8,736 ",3.3 ,"44,290 ",16.9 ,"6,238 ",2.4 ,"16,406 ",6.3 ,"4,134 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Indiana,"98,474 ",272 ,0.3 ,908 ,0.9 ,"10,297 ",10.5 ,"16,948 ",17.2 ,"64,461 ",65.5 ,63 ,0.1 ,"5,525 ",5.6 ,"17,534 ",17.8 ,"1,839 ",1.9 ,"5,209 ",5.3 ,"1,864 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Iowa,"62,059 ",484 ,0.8 ,884 ,1.4 ,"8,289 ",13.4 ,"5,502 ",8.9 ,"44,316 ",71.4 ,165 ,0.3 ,"2,419 ",3.9 ,"11,427 ",18.4 ,"1,036 ",1.7 ,"3,305 ",5.3 ,"1,424 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Kansas,"67,470 ","1,060 ",1.6 ,"1,019 ",1.5 ,"14,339 ",21.3 ,"7,252 ",10.7 ,"39,731 ",58.9 ,145 ,0.2 ,"3,924 ",5.8 ,"11,756 ",17.4 ,505 ,0.7 ,"6,881 ",10.2 ,"1,396 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Kentucky,"97,834 ",157 ,0.2 ,513 ,0.5 ,"3,904 ",4.0 ,"11,317 ",11.6 ,"79,317 ",81.1 ,59 ,0.1 ,"2,567 ",2.6 ,"15,780 ",16.1 ,394 ,0.4 ,"1,639 ",1.7 ,"1,422 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Louisiana,"92,844 ",924 ,1.0 ,627 ,0.7 ,"4,382 ",4.7 ,"43,799 ",47.2 ,"41,379 ",44.6 ,59 ,0.1 ,"1,674 ",1.8 ,"12,980 ",14.0 ,"6,783 ",7.3 ,"1,714 ",1.8 ,"1,343 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Maine,"25,111 ",240 ,1.0 ,260 ,1.0 ,526 ,2.1 ,793 ,3.2 ,"22,778 ",90.7 ,9 ,0.0 ,505 ,2.0 ,"5,016 ",20.0 ,"1,128 ",4.5 ,"1,145 ",4.6 ,573 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Maryland,"132,389 ",507 ,0.4 ,"4,208 ",3.2 ,"17,090 ",12.9 ,"52,785 ",39.9 ,"52,135 ",39.4 ,147 ,0.1 ,"5,517 ",4.2 ,"22,396 ",16.9 ,"5,257 ",4.0 ,"6,744 ",5.1 ,"1,435 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Massachusetts,"117,883 ",395 ,0.3 ,"4,064 ",3.4 ,"34,726 ",29.5 ,"15,392 ",13.1 ,"59,226 ",50.2 ,88 ,0.1 ,"3,992 ",3.4 ,"28,939 ",24.5 ,"5,737 ",4.9 ,"13,691 ",11.6 ,"1,859 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Michigan,"280,305 ","2,543 ",0.9 ,"5,992 ",2.1 ,"19,918 ",7.1 ,"94,289 ",33.6 ,"147,933 ",52.8 ,180 ,0.1 ,"9,450 ",3.4 ,"47,482 ",16.9 ,"2,234 ",0.8 ,"13,511 ",4.8 ,"3,672 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Minnesota,"104,242 ","5,345 ",5.1 ,"4,481 ",4.3 ,"11,041 ",10.6 ,"17,026 ",16.3 ,"62,064 ",59.5 ,81 ,0.1 ,"4,204 ",4.0 ,"21,010 ",20.2 ,"1,533 ",1.5 ,"7,469 ",7.2 ,"2,056 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Mississippi,"77,461 ",184 ,0.2 ,390 ,0.5 ,"2,016 ",2.6 ,"34,801 ",44.9 ,"39,878 ",51.5 ,26 ,0.0 ,166 ,0.2 ,"8,179 ",10.6 ,187 ,0.2 ,705 ,0.9 ,967 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Missouri,"104,430 ",524 ,0.5 ,"1,098 ",1.1 ,"6,326 ",6.1 ,"21,388 ",20.5 ,"71,266 ",68.2 ,326 ,0.3 ,"3,502 ",3.4 ,"16,389 ",15.7 ,"1,950 ",1.9 ,"2,968 ",2.8 ,"2,281 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Montana,"24,678 ","4,688 ",19.0 ,128 ,0.5 ,"1,129 ",4.6 ,273 ,1.1 ,"17,861 ",72.4 ,68 ,0.3 ,531 ,2.2 ,"3,146 ",12.7 ,402 ,1.6 ,876 ,3.5 ,794 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Nebraska,"31,194 ","1,053 ",3.4 ,519 ,1.7 ,"7,303 ",23.4 ,"4,457 ",14.3 ,"16,358 ",52.4 ,49 ,0.2 ,"1,455 ",4.7 ,"6,040 ",19.4 ,211 ,0.7 ,"1,555 ",5.0 ,"1,050 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Nevada,"81,281 ","1,303 ",1.6 ,"2,082 ",2.6 ,"33,718 ",41.5 ,"11,212 ",13.8 ,"27,247 ",33.5 ,"1,074 ",1.3 ,"4,645 ",5.7 ,"13,086 ",16.1 ,"1,276 ",1.6 ,"10,444 ",12.8 ,652 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",New Hampshire,"23,679 ",88 ,0.4 ,484 ,2.0 ,"2,035 ",8.6 ,580 ,2.4 ,"20,005 ",84.5 ,17 ,0.1 ,470 ,2.0 ,"4,746 ",20.0 ,"1,403 ",5.9 ,"1,071 ",4.5 ,482 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",New Jersey,"158,481 ",240 ,0.2 ,"7,959 ",5.0 ,"44,156 ",27.9 ,"33,742 ",21.3 ,"69,696 ",44.0 ,205 ,0.1 ,"2,483 ",1.6 ,"32,121 ",20.3 ,"3,632 ",2.3 ,"5,858 ",3.7 ,"2,469 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",New Mexico,"36,597 ","3,070 ",8.4 ,161 ,0.4 ,"23,038 ",63.0 ,861 ,2.4 ,"8,891 ",24.3 ,53 ,0.1 ,523 ,1.4 ,"5,691 ",15.6 ,431 ,1.2 ,"5,746 ",15.7 ,872 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",New York,"299,420 ","2,697 ",0.9 ,"9,143 ",3.1 ,"67,460 ",22.5 ,"66,196 ",22.1 ,"147,245 ",49.2 ,304 ,0.1 ,"6,375 ",2.1 ,"58,552 ",19.6 ,"7,805 ",2.6 ,"19,477 ",6.5 ,"4,894 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",North Carolina,"207,837 ","3,760 ",1.8 ,"2,762 ",1.3 ,"28,972 ",13.9 ,"60,432 ",29.1 ,"103,035 ",49.6 ,219 ,0.1 ,"8,657 ",4.2 ,"36,651 ",17.6 ,"3,878 ",1.9 ,"10,915 ",5.3 ,"2,587 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",North Dakota,"9,892 ","2,368 ",23.9 ,109 ,1.1 ,484 ,4.9 ,444 ,4.5 ,"6,408 ",64.8 ,22 ,0.2 ,57 ,0.6 ,"1,390 ",14.1 ,233 ,2.4 ,380 ,3.8 ,451 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Ohio,"261,396 ",470 ,0.2 ,"2,311 ",0.9 ,"14,336 ",5.5 ,"69,439 ",26.6 ,"161,030 ",61.6 ,132 ,0.1 ,"13,678 ",5.2 ,"54,297 ",20.8 ,"3,867 ",1.5 ,"5,912 ",2.3 ,"3,609 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Oklahoma,"77,356 ","13,105 ",16.9 ,596 ,0.8 ,"11,592 ",15.0 ,"9,363 ",12.1 ,"37,816 ",48.9 ,246 ,0.3 ,"4,638 ",6.0 ,"11,175 ",14.4 ,854 ,1.1 ,"4,192 ",5.4 ,"1,811 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Oregon,"126,621 ","3,058 ",2.4 ,"2,022 ",1.6 ,"29,811 ",23.5 ,"3,808 ",3.0 ,"79,189 ",62.5 ,"1,192 ",0.9 ,"7,541 ",6.0 ,"19,913 ",15.7 ,"2,190 ",1.7 ,"9,921 ",7.8 ,"1,309 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Pennsylvania,"262,158 ",476 ,0.2 ,"4,675 ",1.8 ,"33,352 ",12.7 ,"70,022 ",26.7 ,"144,697 ",55.2 ,107 ,0.0 ,"8,829 ",3.4 ,"45,029 ",17.2 ,"4,086 ",1.6 ,"9,002 ",3.4 ,"3,056 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Rhode Island,"26,845 ",311 ,1.2 ,648 ,2.4 ,"10,340 ",38.5 ,"2,691 ",10.0 ,"11,770 ",43.8 ,37 ,0.1 ,"1,048 ",3.9 ,"5,644 ",21.0 ,609 ,2.3 ,"2,297 ",8.6 ,293 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",South Carolina,"61,634 ",247 ,0.4 ,302 ,0.5 ,"3,754 ",6.1 ,"21,969 ",35.6 ,"33,261 ",54.0 ,71 ,0.1 ,"2,030 ",3.3 ,"10,328 ",16.8 ,879 ,1.4 ,"2,224 ",3.6 ,"1,226 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",South Dakota,"15,408 ","5,320 ",34.5 ,181 ,1.2 ,979 ,6.4 ,476 ,3.1 ,"7,872 ",51.1 ,13 ,0.1 ,567 ,3.7 ,"2,532 ",16.4 ,279 ,1.8 ,499 ,3.2 ,687 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Tennessee,"122,080 ",209 ,0.2 ,792 ,0.6 ,"6,814 ",5.6 ,"47,454 ",38.9 ,"65,385 ",53.6 ,60 ,0.0 ,"1,366 ",1.1 ,"17,908 ",14.7 ,"1,238 ",1.0 ,"1,316 ",1.1 ,"1,798 ",98.4 
"reported to have been harassed or bullied on the basis of race, color or national origin",Texas,"597,821 ","2,672 ",0.4 ,"8,352 ",1.4 ,"305,303 ",51.1 ,"82,684 ",13.8 ,"185,909 ",31.1 ,834 ,0.1 ,"12,067 ",2.0 ,"78,074 ",13.1 ,"28,989 ",4.8 ,"65,829 ",11.0 ,"8,574 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Utah,"97,935 ","1,783 ",1.8 ,909 ,0.9 ,"18,747 ",19.1 ,"1,379 ",1.4 ,"70,669 ",72.2 ,"2,036 ",2.1 ,"2,412 ",2.5 ,"14,963 ",15.3 ,857 ,0.9 ,"7,264 ",7.4 ,990 ,99.9 
"reported to have been harassed or bullied on the basis of race, color or national origin",Vermont,"9,389 ",104 ,1.1 ,157 ,1.7 ,132 ,1.4 ,232 ,2.5 ,"8,559 ",91.2 ,7 ,0.1 ,198 ,2.1 ,"1,659 ",17.7 ,586 ,6.2 ,154 ,1.6 ,307 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Virginia,"165,458 ",604 ,0.4 ,"6,685 ",4.0 ,"23,068 ",13.9 ,"46,242 ",27.9 ,"81,087 ",49.0 ,245 ,0.1 ,"7,527 ",4.5 ,"29,419 ",17.8 ,"3,819 ",2.3 ,"12,907 ",7.8 ,"1,969 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Washington,"261,801 ","6,634 ",2.5 ,"10,441 ",4.0 ,"61,260 ",23.4 ,"13,272 ",5.1 ,"148,279 ",56.6 ,"3,504 ",1.3 ,"18,411 ",7.0 ,"45,322 ",17.3 ,"7,937 ",3.0 ,"24,349 ",9.3 ,"2,282 ",100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",West Virginia,"39,539 ",41 ,0.1 ,113 ,0.3 ,445 ,1.1 ,"2,163 ",5.5 ,"36,029 ",91.1 ,1 to 3,0.0 ,745 ,1.9 ,"6,217 ",15.7 ,534 ,1.4 ,129 ,0.3 ,730 ,100.0 
"reported to have been harassed or bullied on the basis of race, color or national origin",Wisconsin,"136,478 ","3,399 ",2.5 ,"3,250 ",2.4 ,"18,775 ",13.8 ,"30,615 ",22.4 ,"76,559 ",56.1 ,88 ,0.1 ,"3,792 ",2.8 ,"27,493 ",20.1 ,"1,107 ",0.8 ,"6,967 ",5.1 ,"2,244 ",99.6 
"reported to have been harassed or bullied on the basis of race, color or national origin",Wyoming,"13,454 ","1,301 ",9.7 ,74 ,0.6 ,"2,194 ",16.3 ,147 ,1.1 ,"9,449 ",70.2 ,16 ,0.1 ,273 ,2.0 ,"1,965 ",14.6 ,176 ,1.3 ,429 ,3.2 ,360 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 6,731,214 public school students reported to have been harassed or bullied on the basis of race, color or national origin, 110,372 (1.6%) were American Indian or Alaska Native, 1,131,813 (16.8%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 153,346 (2.3%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1 to 3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that a midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,            Data reported in this table represent 99.9% of responding schools.,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov.  Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
