,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retention of students,Alabama,2,Female,361 ,39.0 ,1-3 ,0.2 ,0 ,0.0 ,27 ,2.9 ,155 ,16.8 ,171 ,18.5 ,0 ,0.0 ,6 ,0.6 ,22 ,2.4 ,0 ,0.0 ,15 ,1.6 ,746 ,100.0 
Retention of students,Alabama,,Total,925 ,100.0 ,4 ,0.4 ,1-3 ,0.2 ,59 ,6.4 ,393 ,42.5 ,443 ,47.9 ,1-3 ,0.2 ,22 ,2.4 ,100 ,10.8 ,1-3 ,0.2 ,37 ,4.0 ,746 ,100.0 
Retention of students,Alabama,,Male,321 ,55.6 ,1-3 ,0.3 ,1-3 ,0.3 ,23 ,4.0 ,168 ,29.1 ,122 ,21.1 ,1-3 ,0.3 ,1-3 ,0.3 ,45 ,7.8 ,5 ,0.9 ,15 ,2.6 ,747 ,100.0 
Retention of students,Alabama,3,Female,256 ,44.4 ,1-3 ,0.3 ,0 ,0.0 ,21 ,3.6 ,123 ,21.3 ,102 ,17.7 ,0 ,0.0 ,8 ,1.4 ,26 ,4.5 ,1-3 ,0.3 ,10 ,1.7 ,747 ,100.0 
Retention of students,Alabama,,Total,577 ,100.0 ,4 ,0.7 ,1-3 ,0.3 ,44 ,7.6 ,291 ,50.4 ,224 ,38.8 ,1-3 ,0.3 ,10 ,1.7 ,71 ,12.3 ,7 ,1.2 ,25 ,4.3 ,747 ,100.0 
Retention of students,Alabama,,Male,262 ,63.1 ,1-3 ,0.5 ,0 ,0.0 ,9 ,2.2 ,136 ,32.8 ,113 ,27.2 ,0 ,0.0 ,1-3 ,0.5 ,26 ,6.3 ,1-3 ,0.5 ,7 ,1.7 ,743 ,100.0 
Retention of students,Alabama,4,Female,153 ,36.9 ,1-3 ,0.5 ,1-3 ,0.5 ,14 ,3.4 ,65 ,15.7 ,68 ,16.4 ,0 ,0.0 ,1-3 ,0.5 ,17 ,4.1 ,1-3 ,0.5 ,9 ,2.2 ,743 ,100.0 
Retention of students,Alabama,,Total,415 ,100.0 ,4 ,1.0 ,1-3 ,0.5 ,23 ,5.5 ,201 ,48.4 ,181 ,43.6 ,0 ,0.0 ,4 ,1.0 ,43 ,10.4 ,4 ,1.0 ,16 ,3.9 ,743 ,100.0 
Retention of students,Alabama,,Male,326 ,62.5 ,1-3 ,0.4 ,0 ,0.0 ,9 ,1.7 ,190 ,36.4 ,123 ,23.6 ,0 ,0.0 ,1-3 ,0.4 ,42 ,8.0 ,1-3 ,0.4 ,6 ,1.1 ,735 ,100.0 
Retention of students,Alabama,5,Female,196 ,37.5 ,0 ,0.0 ,1-3 ,0.4 ,9 ,1.7 ,121 ,23.2 ,62 ,11.9 ,0 ,0.0 ,1-3 ,0.4 ,20 ,3.8 ,1-3 ,0.4 ,8 ,1.5 ,735 ,100.0 
Retention of students,Alabama,,Total,522 ,100.0 ,1-3 ,0.4 ,1-3 ,0.4 ,18 ,3.4 ,311 ,59.6 ,185 ,35.4 ,0 ,0.0 ,4 ,0.8 ,62 ,11.9 ,4 ,0.8 ,14 ,2.7 ,735 ,100.0 
Retention of students,Alabama,,Male,560 ,76.4 ,1-3 ,0.3 ,1-3 ,0.3 ,10 ,1.4 ,263 ,35.9 ,281 ,38.3 ,0 ,0.0 ,1-3 ,0.3 ,42 ,5.7 ,1-3 ,0.3 ,4 ,0.5 ,563 ,100.0 
Retention of students,Alabama,6,Female,173 ,23.6 ,7 ,1.0 ,0 ,0.0 ,8 ,1.1 ,83 ,11.3 ,73 ,10.0 ,0 ,0.0 ,1-3 ,0.3 ,19 ,2.6 ,0 ,0.0 ,1-3 ,0.3 ,563 ,100.0 
Retention of students,Alabama,,Total,733 ,100.0 ,9 ,1.2 ,1-3 ,0.3 ,18 ,2.5 ,346 ,47.2 ,354 ,48.3 ,0 ,0.0 ,4 ,0.5 ,61 ,8.3 ,1-3 ,0.3 ,6 ,0.8 ,563 ,100.0 
Retention of students,Alabama,,Male,928 ,68.5 ,7 ,0.5 ,1-3 ,0.1 ,26 ,1.9 ,448 ,33.1 ,439 ,32.4 ,0 ,0.0 ,6 ,0.4 ,85 ,6.3 ,10 ,0.7 ,9 ,0.7 ,507 ,100.0 
Retention of students,Alabama,7,Female,426 ,31.5 ,1-3 ,0.1 ,1-3 ,0.1 ,9 ,0.7 ,214 ,15.8 ,197 ,14.5 ,0 ,0.0 ,1-3 ,0.1 ,28 ,2.1 ,1-3 ,0.1 ,4 ,0.3 ,507 ,100.0 
Retention of students,Alabama,,Total,"1,354 ",100.0 ,9 ,0.7 ,4 ,0.3 ,35 ,2.6 ,662 ,48.9 ,636 ,47.0 ,0 ,0.0 ,8 ,0.6 ,113 ,8.3 ,12 ,0.9 ,13 ,1.0 ,507 ,100.0 
Retention of students,Alabama,,Male,807 ,68.7 ,7 ,0.6 ,1-3 ,0.2 ,22 ,1.9 ,340 ,29.0 ,430 ,36.6 ,0 ,0.0 ,6 ,0.5 ,67 ,5.7 ,4 ,0.3 ,8 ,0.7 ,509 ,100.0 
Retention of students,Alabama,8,Female,367 ,31.3 ,0 ,0.0 ,0 ,0.0 ,15 ,1.3 ,159 ,13.5 ,191 ,16.3 ,0 ,0.0 ,1-3 ,0.2 ,17 ,1.4 ,1-3 ,0.2 ,5 ,0.4 ,509 ,100.0 
Retention of students,Alabama,,Total,"1,174 ",100.0 ,7 ,0.6 ,1-3 ,0.2 ,37 ,3.2 ,499 ,42.5 ,621 ,52.9 ,0 ,0.0 ,8 ,0.7 ,84 ,7.2 ,6 ,0.5 ,13 ,1.1 ,509 ,100.0 
Retention of students,Alabama,,Male,"3,362 ",65.6 ,12 ,0.2 ,19 ,0.4 ,130 ,2.5 ,"2,028 ",39.6 ,"1,151 ",22.5 ,0 ,0.0 ,22 ,0.4 ,466 ,9.1 ,29 ,0.6 ,62 ,1.2 ,434 ,100.0 
Retention of students,Alabama,9,Female,"1,763 ",34.4 ,6 ,0.1 ,9 ,0.2 ,50 ,1.0 ,"1,159 ",22.6 ,523 ,10.2 ,0 ,0.0 ,16 ,0.3 ,159 ,3.1 ,9 ,0.2 ,26 ,0.5 ,434 ,100.0 
Retention of students,Alabama,,Total,"5,125 ",100.0 ,18 ,0.4 ,28 ,0.5 ,180 ,3.5 ,"3,187 ",62.2 ,"1,674 ",32.7 ,0 ,0.0 ,38 ,0.7 ,625 ,12.2 ,38 ,0.7 ,88 ,1.7 ,434 ,100.0 
Retention of students,Alabama,,Male,"2,562 ",62.3 ,12 ,0.3 ,13 ,0.3 ,78 ,1.9 ,"1,483 ",36.0 ,964 ,23.4 ,1-3 ,0.0 ,10 ,0.2 ,345 ,8.4 ,12 ,0.3 ,45 ,1.1 ,433 ,100.0 
Retention of students,Alabama,10,Female,"1,553 ",37.7 ,5 ,0.1 ,7 ,0.2 ,41 ,1.0 ,986 ,24.0 ,507 ,12.3 ,1-3 ,0.0 ,5 ,0.1 ,146 ,3.5 ,11 ,0.3 ,26 ,0.6 ,433 ,100.0 
Retention of students,Alabama,,Total,"4,115 ",100.0 ,17 ,0.4 ,20 ,0.5 ,119 ,2.9 ,"2,469 ",60.0 ,"1,471 ",35.7 ,4 ,0.1 ,15 ,0.4 ,491 ,11.9 ,23 ,0.6 ,71 ,1.7 ,433 ,100.0 
Retention of students,Alabama,,Male,"1,209 ",62.7 ,6 ,0.3 ,6 ,0.3 ,41 ,2.1 ,744 ,38.6 ,401 ,20.8 ,0 ,0.0 ,11 ,0.6 ,143 ,7.4 ,9 ,0.5 ,20 ,1.0 ,433 ,100.0 
Retention of students,Alabama,11,Female,720 ,37.3 ,5 ,0.3 ,1-3 ,0.1 ,29 ,1.5 ,476 ,24.7 ,201 ,10.4 ,1-3 ,0.1 ,5 ,0.3 ,61 ,3.2 ,4 ,0.2 ,16 ,0.8 ,433 ,100.0 
Retention of students,Alabama,,Total,"1,929 ",100.0 ,11 ,0.6 ,8 ,0.4 ,70 ,3.6 ,"1,220 ",63.2 ,602 ,31.2 ,1-3 ,0.1 ,16 ,0.8 ,204 ,10.6 ,13 ,0.7 ,36 ,1.9 ,433 ,100.0 
Retention of students,Alabama,,Male,"1,029 ",59.1 ,6 ,0.3 ,6 ,0.3 ,41 ,2.4 ,632 ,36.3 ,340 ,19.5 ,1-3 ,0.1 ,1-3 ,0.1 ,172 ,9.9 ,1-3 ,0.1 ,24 ,1.4 ,431 ,100.0 
Retention of students,Alabama,12,Female,712 ,40.9 ,1-3 ,0.1 ,1-3 ,0.1 ,28 ,1.6 ,451 ,25.9 ,223 ,12.8 ,0 ,0.0 ,6 ,0.3 ,109 ,6.3 ,1-3 ,0.1 ,16 ,0.9 ,431 ,100.0 
Retention of students,Alabama,,Total,"1,741 ",100.0 ,8 ,0.5 ,8 ,0.5 ,69 ,4.0 ,"1,083 ",62.2 ,563 ,32.3 ,1-3 ,0.1 ,8 ,0.5 ,281 ,16.1 ,4 ,0.2 ,40 ,2.3 ,431 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads:  Of all 2,560 public school students retained in kindergarten, 10 (0.4%) were American Indian or Alaska Native, 413 (16.1%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 8 (0.3%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2011-12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx",,,,,,,,,,,,,,,,,,,,,,,,,,
