,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retention of students,West Virginia,2,Female,75 ,40.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,3.2 ,67 ,35.8 ,0 ,0.0 ,1-3 ,1.1 ,7 ,3.7 ,1-3 ,1.1 ,0 ,0.0 ,431 ,100.0 
Retention of students,West Virginia,,Total,187 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,1.1 ,16 ,8.6 ,165 ,88.2 ,0 ,0.0 ,4 ,2.1 ,22 ,11.8 ,1-3 ,1.1 ,0 ,0.0 ,431 ,100.0 
Retention of students,West Virginia,,Male,79 ,59.8 ,0 ,0.0 ,0 ,0.0 ,4 ,3.0 ,9 ,6.8 ,64 ,48.5 ,0 ,0.0 ,1-3 ,1.5 ,13 ,9.8 ,1-3 ,1.5 ,1-3 ,1.5 ,426 ,100.0 
Retention of students,West Virginia,3,Female,53 ,40.2 ,0 ,0.0 ,0 ,0.0 ,1-3 ,1.5 ,4 ,3.0 ,45 ,34.1 ,0 ,0.0 ,1-3 ,1.5 ,7 ,5.3 ,0 ,0.0 ,1-3 ,1.5 ,426 ,100.0 
Retention of students,West Virginia,,Total,132 ,100.0 ,0 ,0.0 ,0 ,0.0 ,6 ,4.5 ,13 ,9.8 ,109 ,82.6 ,0 ,0.0 ,4 ,3.0 ,20 ,15.2 ,1-3 ,1.5 ,4 ,3.0 ,426 ,100.0 
Retention of students,West Virginia,,Male,57 ,68.7 ,0 ,0.0 ,0 ,0.0 ,1-3 ,2.4 ,4 ,4.8 ,49 ,59.0 ,0 ,0.0 ,1-3 ,2.4 ,8 ,9.6 ,0 ,0.0 ,1-3 ,2.4 ,418 ,100.0 
Retention of students,West Virginia,4,Female,26 ,31.3 ,0 ,0.0 ,0 ,0.0 ,1-3 ,2.4 ,4 ,4.8 ,20 ,24.1 ,0 ,0.0 ,0 ,0.0 ,1-3 ,2.4 ,0 ,0.0 ,0 ,0.0 ,418 ,100.0 
Retention of students,West Virginia,,Total,83 ,100.0 ,0 ,0.0 ,0 ,0.0 ,4 ,4.8 ,8 ,9.6 ,69 ,83.1 ,0 ,0.0 ,1-3 ,2.4 ,10 ,12.0 ,0 ,0.0 ,1-3 ,2.4 ,418 ,100.0 
Retention of students,West Virginia,,Male,51 ,68.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,8.0 ,45 ,60.0 ,0 ,0.0 ,0 ,0.0 ,12 ,16.0 ,1-3 ,2.7 ,0 ,0.0 ,406 ,100.0 
Retention of students,West Virginia,5,Female,24 ,32.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,2.7 ,1-3 ,2.7 ,20 ,26.7 ,0 ,0.0 ,0 ,0.0 ,5 ,6.7 ,1-3 ,2.7 ,1-3 ,2.7 ,406 ,100.0 
Retention of students,West Virginia,,Total,75 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,2.7 ,8 ,10.7 ,65 ,86.7 ,0 ,0.0 ,0 ,0.0 ,17 ,22.7 ,4 ,5.3 ,1-3 ,2.7 ,406 ,100.0 
Retention of students,West Virginia,,Male,170 ,75.2 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.9 ,11 ,4.9 ,155 ,68.6 ,0 ,0.0 ,1-3 ,0.9 ,20 ,8.8 ,1-3 ,0.9 ,1-3 ,0.9 ,225 ,100.0 
Retention of students,West Virginia,6,Female,56 ,24.8 ,0 ,0.0 ,1-3 ,0.9 ,0 ,0.0 ,5 ,2.2 ,47 ,20.8 ,0 ,0.0 ,1-3 ,0.9 ,7 ,3.1 ,1-3 ,0.9 ,1-3 ,0.9 ,225 ,100.0 
Retention of students,West Virginia,,Total,226 ,100.0 ,0 ,0.0 ,1-3 ,0.9 ,1-3 ,0.9 ,16 ,7.1 ,202 ,89.4 ,0 ,0.0 ,4 ,1.8 ,27 ,11.9 ,4 ,1.8 ,4 ,1.8 ,225 ,100.0 
Retention of students,West Virginia,,Male,216 ,68.6 ,1-3 ,0.6 ,0 ,0.0 ,1-3 ,0.6 ,14 ,4.4 ,194 ,61.6 ,1-3 ,0.6 ,1-3 ,0.6 ,18 ,5.7 ,1-3 ,0.6 ,1-3 ,0.6 ,207 ,100.0 
Retention of students,West Virginia,7,Female,99 ,31.4 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.6 ,4 ,1.3 ,93 ,29.5 ,0 ,0.0 ,0 ,0.0 ,4 ,1.3 ,0 ,0.0 ,1-3 ,0.6 ,207 ,100.0 
Retention of students,West Virginia,,Total,315 ,100.0 ,1-3 ,0.6 ,0 ,0.0 ,4 ,1.3 ,18 ,5.7 ,287 ,91.1 ,1-3 ,0.6 ,1-3 ,0.6 ,22 ,7.0 ,1-3 ,0.6 ,4 ,1.3 ,207 ,100.0 
Retention of students,West Virginia,,Male,140 ,63.6 ,0 ,0.0 ,1-3 ,0.9 ,1-3 ,0.9 ,11 ,5.0 ,123 ,55.9 ,0 ,0.0 ,1-3 ,0.9 ,19 ,8.6 ,1-3 ,0.9 ,1-3 ,0.9 ,207 ,100.0 
Retention of students,West Virginia,8,Female,80 ,36.4 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.9 ,8 ,3.6 ,68 ,30.9 ,0 ,0.0 ,1-3 ,0.9 ,4 ,1.8 ,0 ,0.0 ,0 ,0.0 ,207 ,100.0 
Retention of students,West Virginia,,Total,220 ,100.0 ,0 ,0.0 ,1-3 ,0.9 ,4 ,1.8 ,19 ,8.6 ,191 ,86.8 ,0 ,0.0 ,4 ,1.8 ,23 ,10.5 ,1-3 ,0.9 ,1-3 ,0.9 ,207 ,100.0 
Retention of students,West Virginia,,Male,"1,002 ",66.5 ,0 ,0.0 ,1-3 ,0.1 ,11 ,0.7 ,102 ,6.8 ,880 ,58.4 ,1-3 ,0.1 ,5 ,0.3 ,140 ,9.3 ,8 ,0.5 ,1-3 ,0.1 ,155 ,100.0 
Retention of students,West Virginia,9,Female,504 ,33.5 ,1-3 ,0.1 ,0 ,0.0 ,6 ,0.4 ,49 ,3.3 ,445 ,29.5 ,0 ,0.0 ,1-3 ,0.1 ,48 ,3.2 ,1-3 ,0.1 ,0 ,0.0 ,155 ,100.0 
Retention of students,West Virginia,,Total,"1,506 ",100.0 ,1-3 ,0.1 ,1-3 ,0.1 ,17 ,1.1 ,151 ,10.0 ,"1,325 ",88.0 ,1-3 ,0.1 ,7 ,0.5 ,188 ,12.5 ,10 ,0.7 ,1-3 ,0.1 ,155 ,100.0 
Retention of students,West Virginia,,Male,553 ,65.0 ,0 ,0.0 ,1-3 ,0.2 ,5 ,0.6 ,53 ,6.2 ,489 ,57.5 ,0 ,0.0 ,4 ,0.5 ,80 ,9.4 ,1-3 ,0.2 ,1-3 ,0.2 ,157 ,100.0 
Retention of students,West Virginia,10,Female,298 ,35.0 ,0 ,0.0 ,1-3 ,0.2 ,1-3 ,0.2 ,30 ,3.5 ,262 ,30.8 ,0 ,0.0 ,1-3 ,0.2 ,20 ,2.4 ,1-3 ,0.2 ,0 ,0.0 ,157 ,100.0 
Retention of students,West Virginia,,Total,851 ,100.0 ,0 ,0.0 ,4 ,0.5 ,7 ,0.8 ,83 ,9.8 ,751 ,88.2 ,0 ,0.0 ,6 ,0.7 ,100 ,11.8 ,4 ,0.5 ,1-3 ,0.2 ,157 ,100.0 
Retention of students,West Virginia,,Male,260 ,60.3 ,0 ,0.0 ,0 ,0.0 ,8 ,1.9 ,29 ,6.7 ,221 ,51.3 ,0 ,0.0 ,1-3 ,0.5 ,31 ,7.2 ,1-3 ,0.5 ,0 ,0.0 ,159 ,100.0 
Retention of students,West Virginia,11,Female,171 ,39.7 ,0 ,0.0 ,0 ,0.0 ,5 ,1.2 ,23 ,5.3 ,141 ,32.7 ,0 ,0.0 ,1-3 ,0.5 ,19 ,4.4 ,1-3 ,0.5 ,1-3 ,0.5 ,159 ,100.0 
Retention of students,West Virginia,,Total,431 ,100.0 ,0 ,0.0 ,0 ,0.0 ,13 ,3.0 ,52 ,12.1 ,362 ,84.0 ,0 ,0.0 ,4 ,0.9 ,50 ,11.6 ,4 ,0.9 ,1-3 ,0.5 ,159 ,100.0 
Retention of students,West Virginia,,Male,856 ,55.6 ,1-3 ,0.1 ,5 ,0.3 ,1-3 ,0.1 ,31 ,2.0 ,814 ,52.9 ,0 ,0.0 ,1-3 ,0.1 ,66 ,4.3 ,1-3 ,0.1 ,1-3 ,0.1 ,158 ,100.0 
Retention of students,West Virginia,12,Female,683 ,44.4 ,0 ,0.0 ,4 ,0.3 ,1-3 ,0.1 ,32 ,2.1 ,645 ,41.9 ,0 ,0.0 ,0 ,0.0 ,31 ,2.0 ,0 ,0.0 ,4 ,0.3 ,158 ,100.0 
Retention of students,West Virginia,,Total,"1,539 ",100.0 ,1-3 ,0.1 ,9 ,0.6 ,4 ,0.3 ,63 ,4.1 ,"1,459 ",94.8 ,0 ,0.0 ,1-3 ,0.1 ,97 ,6.3 ,1-3 ,0.1 ,6 ,0.4 ,158 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads:  Of all 1,011 public school students retained in kindergarten, 0 (0.0%) were American Indian or Alaska Native, 167 (16.5%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 4 (0.4%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2011-12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx",,,,,,,,,,,,,,,,,,,,,,,,,,
