,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retention of students,Colorado,2,Female,173 ,45.6 ,1-3 ,0.5 ,1-3 ,0.5 ,92 ,24.3 ,10 ,2.6 ,59 ,15.6 ,0 ,0.0 ,8 ,2.1 ,24 ,6.3 ,1-3 ,0.5 ,39 ,10.3 ,"1,039 ",100.0 
Retention of students,Colorado,,Total,379 ,100.0 ,4 ,1.1 ,4 ,1.1 ,184 ,48.5 ,23 ,6.1 ,148 ,39.1 ,0 ,0.0 ,16 ,4.2 ,68 ,17.9 ,4 ,1.1 ,82 ,21.6 ,"1,039 ",100.0 
Retention of students,Colorado,,Male,103 ,52.3 ,1-3 ,1.0 ,1-3 ,1.0 ,45 ,22.8 ,7 ,3.6 ,45 ,22.8 ,0 ,0.0 ,1-3 ,1.0 ,19 ,9.6 ,0 ,0.0 ,18 ,9.1 ,"1,038 ",100.0 
Retention of students,Colorado,3,Female,94 ,47.7 ,0 ,0.0 ,1-3 ,1.0 ,44 ,22.3 ,10 ,5.1 ,36 ,18.3 ,0 ,0.0 ,1-3 ,1.0 ,12 ,6.1 ,0 ,0.0 ,21 ,10.7 ,"1,038 ",100.0 
Retention of students,Colorado,,Total,197 ,100.0 ,1-3 ,1.0 ,4 ,2.0 ,89 ,45.2 ,17 ,8.6 ,81 ,41.1 ,0 ,0.0 ,4 ,2.0 ,31 ,15.7 ,0 ,0.0 ,39 ,19.8 ,"1,038 ",100.0 
Retention of students,Colorado,,Male,54 ,60.0 ,0 ,0.0 ,1-3 ,2.2 ,28 ,31.1 ,1-3 ,2.2 ,20 ,22.2 ,0 ,0.0 ,1-3 ,2.2 ,12 ,13.3 ,1-3 ,2.2 ,16 ,17.8 ,"1,036 ",100.0 
Retention of students,Colorado,4,Female,36 ,40.0 ,0 ,0.0 ,0 ,0.0 ,14 ,15.6 ,1-3 ,2.2 ,18 ,20.0 ,0 ,0.0 ,1-3 ,2.2 ,5 ,5.6 ,1-3 ,2.2 ,5 ,5.6 ,"1,036 ",100.0 
Retention of students,Colorado,,Total,90 ,100.0 ,0 ,0.0 ,1-3 ,2.2 ,42 ,46.7 ,4 ,4.4 ,38 ,42.2 ,0 ,0.0 ,4 ,4.4 ,17 ,18.9 ,4 ,4.4 ,21 ,23.3 ,"1,036 ",100.0 
Retention of students,Colorado,,Male,70 ,66.0 ,1-3 ,1.9 ,1-3 ,1.9 ,23 ,21.7 ,7 ,6.6 ,34 ,32.1 ,0 ,0.0 ,1-3 ,1.9 ,9 ,8.5 ,1-3 ,1.9 ,11 ,10.4 ,"1,037 ",100.0 
Retention of students,Colorado,5,Female,36 ,34.0 ,1-3 ,1.9 ,0 ,0.0 ,14 ,13.2 ,5 ,4.7 ,13 ,12.3 ,0 ,0.0 ,1-3 ,1.9 ,4 ,3.8 ,0 ,0.0 ,6 ,5.7 ,"1,037 ",100.0 
Retention of students,Colorado,,Total,106 ,100.0 ,4 ,3.8 ,1-3 ,1.9 ,37 ,34.9 ,12 ,11.3 ,47 ,44.3 ,0 ,0.0 ,4 ,3.8 ,13 ,12.3 ,1-3 ,1.9 ,17 ,16.0 ,"1,037 ",100.0 
Retention of students,Colorado,,Male,118 ,68.2 ,1-3 ,1.2 ,0 ,0.0 ,65 ,37.6 ,13 ,7.5 ,36 ,20.8 ,0 ,0.0 ,1-3 ,1.2 ,27 ,15.6 ,0 ,0.0 ,33 ,19.1 ,668 ,100.0 
Retention of students,Colorado,6,Female,55 ,31.8 ,1-3 ,1.2 ,1-3 ,1.2 ,32 ,18.5 ,4 ,2.3 ,15 ,8.7 ,0 ,0.0 ,0 ,0.0 ,4 ,2.3 ,0 ,0.0 ,14 ,8.1 ,668 ,100.0 
Retention of students,Colorado,,Total,173 ,100.0 ,4 ,2.3 ,1-3 ,1.2 ,97 ,56.1 ,17 ,9.8 ,51 ,29.5 ,0 ,0.0 ,1-3 ,1.2 ,31 ,17.9 ,0 ,0.0 ,47 ,27.2 ,668 ,100.0 
Retention of students,Colorado,,Male,130 ,66.0 ,1-3 ,1.0 ,1-3 ,1.0 ,48 ,24.4 ,4 ,2.0 ,72 ,36.5 ,0 ,0.0 ,1-3 ,1.0 ,22 ,11.2 ,4 ,2.0 ,21 ,10.7 ,557 ,100.0 
Retention of students,Colorado,7,Female,67 ,34.0 ,0 ,0.0 ,1-3 ,1.0 ,23 ,11.7 ,4 ,2.0 ,36 ,18.3 ,0 ,0.0 ,1-3 ,1.0 ,9 ,4.6 ,1-3 ,1.0 ,6 ,3.0 ,557 ,100.0 
Retention of students,Colorado,,Total,197 ,100.0 ,1-3 ,1.0 ,4 ,2.0 ,71 ,36.0 ,8 ,4.1 ,108 ,54.8 ,0 ,0.0 ,4 ,2.0 ,31 ,15.7 ,6 ,3.0 ,27 ,13.7 ,557 ,100.0 
Retention of students,Colorado,,Male,132 ,66.3 ,1-3 ,1.0 ,1-3 ,1.0 ,57 ,28.6 ,8 ,4.0 ,61 ,30.7 ,0 ,0.0 ,1-3 ,1.0 ,20 ,10.1 ,1-3 ,1.0 ,18 ,9.0 ,552 ,100.0 
Retention of students,Colorado,8,Female,67 ,33.7 ,1-3 ,1.0 ,1-3 ,1.0 ,29 ,14.6 ,11 ,5.5 ,21 ,10.6 ,0 ,0.0 ,1-3 ,1.0 ,11 ,5.5 ,0 ,0.0 ,11 ,5.5 ,552 ,100.0 
Retention of students,Colorado,,Total,199 ,100.0 ,4 ,2.0 ,4 ,2.0 ,86 ,43.2 ,19 ,9.5 ,82 ,41.2 ,0 ,0.0 ,4 ,2.0 ,31 ,15.6 ,1-3 ,1.0 ,29 ,14.6 ,552 ,100.0 
Retention of students,Colorado,,Male,996 ,59.9 ,16 ,1.0 ,14 ,0.8 ,634 ,38.1 ,122 ,7.3 ,193 ,11.6 ,0 ,0.0 ,17 ,1.0 ,169 ,10.2 ,1-3 ,0.1 ,215 ,12.9 ,462 ,100.0 
Retention of students,Colorado,9,Female,667 ,40.1 ,7 ,0.4 ,10 ,0.6 ,455 ,27.4 ,81 ,4.9 ,99 ,6.0 ,1-3 ,0.1 ,13 ,0.8 ,65 ,3.9 ,6 ,0.4 ,138 ,8.3 ,462 ,100.0 
Retention of students,Colorado,,Total,"1,663 ",100.0 ,23 ,1.4 ,24 ,1.4 ,"1,089 ",65.5 ,203 ,12.2 ,292 ,17.6 ,1-3 ,0.1 ,30 ,1.8 ,234 ,14.1 ,8 ,0.5 ,353 ,21.2 ,462 ,100.0 
Retention of students,Colorado,,Male,758 ,57.2 ,9 ,0.7 ,15 ,1.1 ,493 ,37.2 ,82 ,6.2 ,152 ,11.5 ,1-3 ,0.2 ,5 ,0.4 ,124 ,9.4 ,6 ,0.5 ,178 ,13.4 ,457 ,100.0 
Retention of students,Colorado,10,Female,567 ,42.8 ,6 ,0.5 ,10 ,0.8 ,397 ,30.0 ,65 ,4.9 ,81 ,6.1 ,0 ,0.0 ,8 ,0.6 ,56 ,4.2 ,1-3 ,0.2 ,128 ,9.7 ,457 ,100.0 
Retention of students,Colorado,,Total,"1,325 ",100.0 ,15 ,1.1 ,25 ,1.9 ,890 ,67.2 ,147 ,11.1 ,233 ,17.6 ,1-3 ,0.2 ,13 ,1.0 ,180 ,13.6 ,8 ,0.6 ,306 ,23.1 ,457 ,100.0 
Retention of students,Colorado,,Male,636 ,55.4 ,7 ,0.6 ,7 ,0.6 ,385 ,33.6 ,70 ,6.1 ,144 ,12.6 ,1-3 ,0.2 ,21 ,1.8 ,66 ,5.8 ,12 ,1.0 ,119 ,10.4 ,454 ,100.0 
Retention of students,Colorado,11,Female,511 ,44.6 ,6 ,0.5 ,5 ,0.4 ,348 ,30.3 ,49 ,4.3 ,90 ,7.8 ,0 ,0.0 ,13 ,1.1 ,44 ,3.8 ,1-3 ,0.2 ,114 ,9.9 ,454 ,100.0 
Retention of students,Colorado,,Total,"1,147 ",100.0 ,13 ,1.1 ,12 ,1.0 ,733 ,63.9 ,119 ,10.4 ,234 ,20.4 ,1-3 ,0.2 ,34 ,3.0 ,110 ,9.6 ,14 ,1.2 ,233 ,20.3 ,454 ,100.0 
Retention of students,Colorado,,Male,"3,931 ",57.3 ,69 ,1.0 ,82 ,1.2 ,"1,701 ",24.8 ,271 ,3.9 ,"1,719 ",25.1 ,9 ,0.1 ,80 ,1.2 ,"1,094 ",15.9 ,62 ,0.9 ,477 ,7.0 ,452 ,100.0 
Retention of students,Colorado,12,Female,"2,930 ",42.7 ,47 ,0.7 ,64 ,0.9 ,"1,332 ",19.4 ,183 ,2.7 ,"1,195 ",17.4 ,9 ,0.1 ,100 ,1.5 ,607 ,8.8 ,41 ,0.6 ,341 ,5.0 ,452 ,100.0 
Retention of students,Colorado,,Total,"6,861 ",100.0 ,116 ,1.7 ,146 ,2.1 ,"3,033 ",44.2 ,454 ,6.6 ,"2,914 ",42.5 ,18 ,0.3 ,180 ,2.6 ,"1,701 ",24.8 ,103 ,1.5 ,818 ,11.9 ,452 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads:  Of all 1,069 public school students retained in kindergarten, 16 (1.5%) were American Indian or Alaska Native, 238 (22.3%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 4 (0.4%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2011-12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx",,,,,,,,,,,,,,,,,,,,,,,,,,
