Mahaska,295,238,80.70%,273 242,88.60%,9.90%,
Marion,451,365,80.90%,389 351,90.20%,11.50%,
Marshall,606,412,68.00%,547 407,74.40%,9.40%,
Mills,188,139,73.90%,126 103,81.70%,10.60%,
Mitchell,108,50,46.30%,141 105,74.50%,60.90%,
Monona,99,74,74.70%,73 59,80.80%,8.10%,
Monroe,93,76,81.70%,88 76,86.40%,5.70%,
Montgomery,138,97,70.30%,96 82,85.40%,21.50%,
Muscatine,628,464,73.90%,546 475,87.00%,17.70%,
O'Brien,176,128,72.70%,183 159,86.90%,19.50%,
Osceola,66,35,53.00%,79 62,78.50%,48.00%,
Page,177,116,65.50%,157 137,87.30%,33.10%,
Palo Alto,118,90,76.30%,110 93,84.50%,10.80%,
Plymouth,336,283,84.20%,263 239,90.90%,7.90%,
Pocahontas,74,53,71.60%,95 74,77.90%,8.80%,
Polk,"6,915","4,798",69.40%,"6,745 5,751",85.30%,22.90%,
Pottawattamie,"1,233",864,70.10%,"1,180 997",84.50%,20.60%,
Poweshiek,213,150,70.40%,167 141,84.40%,19.90%,
Ringgold,60,31,51.70%,48 42,87.50%,69.40%,
Sac,113,75,66.40%,121 104,86.00%,29.50%,
Scott,"2,343","1,570",67.00%,"2,251 1,871",83.10%,24.00%,
Shelby,131,102,77.90%,120 105,87.50%,12.40%,
Sioux,501,341,68.10%,522 409,78.40%,15.10%,
Story,"1,042",776,74.50%,974 853,87.60%,17.60%,
Tama,211,150,71.10%,213 171,80.30%,12.90%,
Taylor,64,35,54.70%,73 57,78.10%,42.80%,
Union,165,112,67.90%,135 119,88.10%,29.90%,
Van Buren,106,55,51.90%,84 59,70.20%,35.40%,
Wapello,513,376,73.30%,425 332,78.10%,6.60%,
Warren,527,424,80.50%,531 479,90.20%,12.10%,
Washington,258,189,73.30%,303 222,73.30%,0.00%,
Wayne,92,64,69.60%,91 73,80.20%,15.30%,
Webster,495,317,64.00%,441 382,86.60%,35.30%,
Winnebago,99,46,46.50%,131 96,73.30%,57.70%,
Winneshiek,232,128,55.20%,172 143,83.10%,50.70%,
Woodbury,"1,622","1,238",76.30%,"1,537 1,253",81.50%,6.80%,
Worth,73,26,35.60%,71 47,66.20%,85.90%,
Wright,177,113,22.2% 63.8%,150 117,78.00%,,
State,"40,835","29,077",18.0% 71.2%,"38,766 32,583",84.10%,,
Rural,"5,643","3,746",66.40%,"5,226 4,241",81.20%,22.20%,
Small Urban,"14,570","10,493",72.00%,"13,497 11,234",83.20%,15.60%,
Metropolitan,"20,622","14,838",18.6% 72.0%,"20,043 17,108",85.40%,,
United States,"4,316,233","3,055,645",70.80%,"3,952,841 3,100,193",78.40%,10.80%,
