Mechanical restraint,New Jersey,27 ,0 ,0.0 ,1 to 3,7.7 ,4 ,15.4 ,12 ,46.2 ,8 ,30.8 ,0 ,0.0 ,0 ,0.0 ,16 ,94.1 ,1 to 3,5.9 ,0 ,0.0 ,"2,469 ",100.0 ,
Mechanical restraint,New Mexico,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,1 to 3,50.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,872 ,96.7 ,
Mechanical restraint,New York,15 ,0 ,0.0 ,1 to 3,13.3 ,0 ,0.0 ,1 to 3,13.3 ,11 ,73.3 ,0 ,0.0 ,0 ,0.0 ,10 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"4,894 ",100.0 ,
Mechanical restraint,North Carolina,22 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,18.2 ,17 ,77.3 ,0 ,0.0 ,1 to 3,4.5 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,
Mechanical restraint,North Dakota,40 ,10 ,27.8 ,0 ,0.0 ,1 to 3,5.6 ,7 ,19.4 ,17 ,47.2 ,0 ,0.0 ,0 ,0.0 ,18 ,81.8 ,4 ,18.2 ,8 ,20.0 ,451 ,100.0 ,
Mechanical restraint,Ohio,46 ,0 ,0.0 ,0 ,0.0 ,6 ,13.0 ,20 ,43.5 ,17 ,37.0 ,0 ,0.0 ,1 to 3,6.5 ,22 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"3,609 ",100.0 ,
Mechanical restraint,Oklahoma,24 ,4 ,16.7 ,0 ,0.0 ,1 to 3,8.3 ,7 ,29.2 ,11 ,45.8 ,0 ,0.0 ,0 ,0.0 ,16 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,811 ",100.0 ,
Mechanical restraint,Oregon,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,309 ",100.0 ,
Mechanical restraint,Pennsylvania,124 ,0 ,0.0 ,0 ,0.0 ,22 ,18.3 ,32 ,26.7 ,64 ,53.3 ,0 ,0.0 ,1 to 3,1.7 ,34 ,89.5 ,4 ,10.5 ,6 ,4.8 ,"3,056 ",93.0 ,
Mechanical restraint,Rhode Island,36 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,36 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 ,
Mechanical restraint,South Carolina,334 ,0 ,0.0 ,0 ,0.0 ,1 to 3,0.9 ,253 ,77.1 ,68 ,20.7 ,0 ,0.0 ,4 ,1.2 ,144 ,96.0 ,6 ,4.0 ,20 ,6.0 ,"1,226 ",100.0 ,
Mechanical restraint,South Dakota,15 ,9 ,60.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,40.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 ,
Mechanical restraint,Tennessee,66 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,28 ,42.4 ,36 ,54.5 ,0 ,0.0 ,1 to 3,3.0 ,14 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,798 ",90.7 ,
Mechanical restraint,Texas,"2,361 ",13 ,0.6 ,11 ,0.5 ,"1,161 ",51.0 ,440 ,19.3 ,598 ,26.3 ,6 ,0.3 ,47 ,2.1 ,486 ,85.1 ,85 ,14.9 ,151 ,6.4 ,"8,574 ",100.0 ,
Mechanical restraint,Utah,60 ,1 to 3,5.0 ,0 ,0.0 ,10 ,16.7 ,7 ,11.7 ,36 ,60.0 ,1 to 3,3.3 ,1 to 3,3.3 ,34 ,100.0 ,0 ,0.0 ,12 ,20.0 ,990 ,100.0 ,
Mechanical restraint,Vermont,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,307 ,100.0 ,
Mechanical restraint,Virginia,96 ,0 ,0.0 ,0 ,0.0 ,6 ,6.3 ,76 ,79.2 ,9 ,9.4 ,0 ,0.0 ,5 ,5.2 ,27 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,969 ",99.7 ,
Mechanical restraint,Washington,44 ,1 to 3,2.3 ,1 to 3,4.5 ,4 ,9.1 ,13 ,29.5 ,16 ,36.4 ,4 ,9.1 ,4 ,9.1 ,33 ,100.0 ,0 ,0.0 ,1 to 3,2.3 ,"2,282 ",99.5 ,
Mechanical restraint,West Virginia,15 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,26.7 ,9 ,60.0 ,0 ,0.0 ,1 to 3,13.3 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 ,
Mechanical restraint,Wisconsin,30 ,1 to 3,6.7 ,0 ,0.0 ,5 ,16.7 ,1 to 3,10.0 ,16 ,53.3 ,0 ,0.0 ,4 ,13.3 ,17 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,244 ",98.8 ,
Mechanical restraint,Wyoming,4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,360 ,100.0 ,
,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 5,983 public school students subjected to mechanical restraint, 77 (1.3%) were American Indian or Alaska Native, 1,799 (93.6%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 122 (6.4%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
