Retained in grade 8,District of Columbia,35 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,33 ,94.3 ,1 to 3,5.7 ,0 ,0.0 ,0 ,0.0 ,6 ,17.1 ,1 to 3,2.9 ,0 ,0.0 ,21 ,100.0 
Retained in grade 8,Florida,"2,894 ",13 ,0.4 ,25 ,0.9 ,770 ,26.6 ,929 ,32.1 ,"1,070 ",37.0 ,5 ,0.2 ,82 ,2.8 ,787 ,27.2 ,169 ,5.8 ,216 ,7.5 ,544 ,100.0 
Retained in grade 8,Georgia,"2,989 ",4 ,0.1 ,38 ,1.3 ,399 ,13.3 ,"1,932 ",64.6 ,547 ,18.3 ,5 ,0.2 ,64 ,2.1 ,620 ,20.7 ,101 ,3.4 ,238 ,8.0 ,388 ,100.0 
Retained in grade 8,Hawaii,93 ,1 to 3,2.2 ,16 ,17.2 ,5 ,5.4 ,1 to 3,3.2 ,7 ,7.5 ,49 ,52.7 ,11 ,11.8 ,21 ,22.6 ,1 to 3,1.1 ,10 ,10.8 ,42 ,100.0 
Retained in grade 8,Idaho,63 ,0 ,0.0 ,0 ,0.0 ,8 ,12.7 ,4 ,6.3 ,48 ,76.2 ,1 to 3,1.6 ,1 to 3,3.2 ,8 ,12.7 ,5 ,7.9 ,1 to 3,1.6 ,50 ,100.0 
Retained in grade 8,Illinois,355 ,1 to 3,0.8 ,1 to 3,0.8 ,72 ,20.3 ,129 ,36.3 ,138 ,38.9 ,0 ,0.0 ,10 ,2.8 ,49 ,13.8 ,9 ,2.5 ,31 ,8.7 ,268 ,100.0 
Retained in grade 8,Indiana,113 ,1 to 3,1.8 ,1 to 3,2.7 ,8 ,7.1 ,22 ,19.5 ,70 ,61.9 ,0 ,0.0 ,8 ,7.1 ,37 ,32.7 ,9 ,8.0 ,1 to 3,2.7 ,89 ,100.0 
Retained in grade 8,Iowa,14 ,0 ,0.0 ,0 ,0.0 ,1 to 3,14.3 ,5 ,35.7 ,7 ,50.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,14.3 ,0 ,0.0 ,0 ,0.0 ,21 ,100.0 
Retained in grade 8,Kansas,29 ,0 ,0.0 ,1 to 3,6.9 ,9 ,31.0 ,4 ,13.8 ,12 ,41.4 ,0 ,0.0 ,1 to 3,6.9 ,8 ,27.6 ,1 to 3,3.4 ,4 ,13.8 ,23 ,100.0 
Retained in grade 8,Kentucky,165 ,0 ,0.0 ,1 to 3,1.2 ,8 ,4.8 ,23 ,13.9 ,123 ,74.5 ,0 ,0.0 ,9 ,5.5 ,37 ,22.4 ,0 ,0.0 ,1 to 3,1.8 ,116 ,100.0 
Retained in grade 8,Louisiana,"3,349 ",13 ,0.4 ,14 ,0.4 ,96 ,2.9 ,"2,154 ",64.3 ,"1,045 ",31.2 ,0 ,0.0 ,27 ,0.8 ,489 ,14.6 ,426 ,12.7 ,64 ,1.9 ,356 ,100.0 
Retained in grade 8,Maine,40 ,1 to 3,5.0 ,0 ,0.0 ,1 to 3,7.5 ,0 ,0.0 ,35 ,87.5 ,0 ,0.0 ,0 ,0.0 ,12 ,30.0 ,1 to 3,5.0 ,0 ,0.0 ,31 ,100.0 
Retained in grade 8,Maryland,523 ,4 ,0.8 ,7 ,1.3 ,35 ,6.7 ,358 ,68.5 ,100 ,19.1 ,1 to 3,0.2 ,18 ,3.4 ,122 ,23.3 ,46 ,8.8 ,10 ,1.9 ,147 ,100.0 
Retained in grade 8,Massachusetts,427 ,0 ,0.0 ,10 ,2.3 ,76 ,17.8 ,41 ,9.6 ,285 ,66.7 ,0 ,0.0 ,15 ,3.5 ,109 ,25.5 ,23 ,5.4 ,42 ,9.8 ,135 ,100.0 
Retained in grade 8,Michigan,423 ,4 ,0.9 ,5 ,1.2 ,34 ,8.0 ,167 ,39.5 ,200 ,47.3 ,0 ,0.0 ,13 ,3.1 ,87 ,20.6 ,11 ,2.6 ,18 ,4.3 ,241 ,100.0 
Retained in grade 8,Minnesota,214 ,4 ,1.9 ,8 ,3.7 ,25 ,11.7 ,37 ,17.3 ,137 ,64.0 ,1 to 3,0.5 ,1 to 3,0.9 ,44 ,20.6 ,1 to 3,0.5 ,20 ,9.3 ,45 ,100.0 
Retained in grade 8,Mississippi,"1,047 ",1 to 3,0.3 ,1 to 3,0.3 ,31 ,3.0 ,623 ,59.5 ,384 ,36.7 ,0 ,0.0 ,1 to 3,0.3 ,78 ,7.4 ,1 to 3,0.3 ,10 ,1.0 ,203 ,100.0 
Retained in grade 8,Missouri,216 ,0 ,0.0 ,4 ,1.9 ,15 ,6.9 ,115 ,53.2 ,80 ,37.0 ,0 ,0.0 ,1 to 3,0.9 ,36 ,16.7 ,0 ,0.0 ,14 ,6.5 ,88 ,100.0 
Retained in grade 8,Montana,21 ,11 ,52.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8 ,38.1 ,0 ,0.0 ,1 to 3,9.5 ,1 to 3,9.5 ,0 ,0.0 ,1 to 3,14.3 ,20 ,100.0 
Retained in grade 8,Nebraska,24 ,1 to 3,12.5 ,0 ,0.0 ,4 ,16.7 ,0 ,0.0 ,15 ,62.5 ,0 ,0.0 ,1 to 3,8.3 ,6 ,25.0 ,0 ,0.0 ,1 to 3,12.5 ,27 ,100.0 
Retained in grade 8,Nevada,379 ,1 to 3,0.5 ,5 ,1.3 ,210 ,55.4 ,64 ,16.9 ,76 ,20.1 ,8 ,2.1 ,14 ,3.7 ,59 ,15.6 ,7 ,1.8 ,80 ,21.1 ,89 ,100.0 
Retained in grade 8,New Hampshire,42 ,0 ,0.0 ,0 ,0.0 ,4 ,9.5 ,1 to 3,7.1 ,35 ,83.3 ,0 ,0.0 ,0 ,0.0 ,9 ,21.4 ,1 to 3,7.1 ,1 to 3,7.1 ,23 ,100.0 
Retained in grade 8,New Jersey,334 ,0 ,0.0 ,8 ,2.4 ,139 ,41.6 ,112 ,33.5 ,72 ,21.6 ,0 ,0.0 ,1 to 3,0.9 ,61 ,18.3 ,6 ,1.8 ,44 ,13.2 ,176 ,100.0 
Retained in grade 8,New Mexico,96 ,23 ,24.0 ,0 ,0.0 ,55 ,57.3 ,1 to 3,3.1 ,15 ,15.6 ,0 ,0.0 ,0 ,0.0 ,9 ,9.4 ,1 to 3,1.0 ,18 ,18.8 ,45 ,100.0 
Retained in grade 8,New York,948 ,1 to 3,0.2 ,39 ,4.1 ,295 ,31.1 ,310 ,32.7 ,289 ,30.5 ,1 to 3,0.1 ,12 ,1.3 ,218 ,23.0 ,25 ,2.6 ,126 ,13.3 ,530 ,100.0 
Retained in grade 8,North Carolina,873 ,7 ,0.8 ,8 ,0.9 ,144 ,16.5 ,306 ,35.1 ,380 ,43.5 ,1 to 3,0.2 ,26 ,3.0 ,242 ,27.7 ,19 ,2.2 ,86 ,9.9 ,300 ,100.0 
Retained in grade 8,North Dakota,16 ,8 ,50.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,6 ,37.5 ,0 ,0.0 ,0 ,0.0 ,6 ,37.5 ,0 ,0.0 ,1 to 3,12.5 ,11 ,100.0 
Retained in grade 8,Ohio,495 ,0 ,0.0 ,6 ,1.2 ,26 ,5.3 ,215 ,43.4 ,236 ,47.7 ,1 to 3,0.2 ,11 ,2.2 ,114 ,23.0 ,8 ,1.6 ,20 ,4.0 ,175 ,99.4 
Retained in grade 8,Oklahoma,243 ,33 ,13.6 ,1 to 3,0.8 ,59 ,24.3 ,46 ,18.9 ,90 ,37.0 ,1 to 3,0.4 ,12 ,4.9 ,55 ,22.6 ,1 to 3,1.2 ,27 ,11.1 ,111 ,100.0 
Retained in grade 8,Oregon,32 ,1 to 3,9.4 ,0 ,0.0 ,5 ,15.6 ,0 ,0.0 ,19 ,59.4 ,0 ,0.0 ,5 ,15.6 ,17 ,53.1 ,1 to 3,6.3 ,0 ,0.0 ,30 ,100.0 
Retained in grade 8,Pennsylvania,771 ,0 ,0.0 ,8 ,1.0 ,78 ,10.1 ,183 ,23.7 ,480 ,62.3 ,1 to 3,0.1 ,21 ,2.7 ,172 ,22.3 ,22 ,2.9 ,19 ,2.5 ,374 ,100.0 
Retained in grade 8,Rhode Island,20 ,0 ,0.0 ,0 ,0.0 ,5 ,25.0 ,4 ,20.0 ,11 ,55.0 ,0 ,0.0 ,0 ,0.0 ,5 ,25.0 ,1 to 3,5.0 ,1 to 3,10.0 ,12 ,100.0 
Retained in grade 8,South Carolina,374 ,1 to 3,0.8 ,4 ,1.1 ,17 ,4.5 ,164 ,43.9 ,179 ,47.9 ,1 to 3,0.3 ,6 ,1.6 ,85 ,22.7 ,10 ,2.7 ,14 ,3.7 ,147 ,100.0 
Retained in grade 8,South Dakota,14 ,9 ,64.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,35.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,24 ,100.0 
Retained in grade 8,Tennessee,215 ,1 to 3,0.9 ,5 ,2.3 ,46 ,21.4 ,43 ,20.0 ,116 ,54.0 ,0 ,0.0 ,1 to 3,1.4 ,45 ,20.9 ,4 ,1.9 ,23 ,10.7 ,131 ,99.2 
Retained in grade 8,Texas,"2,254 ",10 ,0.4 ,28 ,1.2 ,"1,426 ",63.3 ,329 ,14.6 ,439 ,19.5 ,1 to 3,0.0 ,21 ,0.9 ,296 ,13.1 ,216 ,9.6 ,580 ,25.7 ,"1,118 ",100.0 
Retained in grade 8,Utah,35 ,0 ,0.0 ,0 ,0.0 ,1 to 3,8.6 ,0 ,0.0 ,27 ,77.1 ,1 to 3,8.6 ,1 to 3,5.7 ,14 ,40.0 ,1 to 3,2.9 ,0 ,0.0 ,20 ,100.0 
Retained in grade 8,Vermont,16 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,16 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.8 ,1 to 3,6.3 ,0 ,0.0 ,16 ,100.0 
Retained in grade 8,Virginia,645 ,0 ,0.0 ,20 ,3.1 ,97 ,15.0 ,281 ,43.6 ,229 ,35.5 ,0 ,0.0 ,18 ,2.8 ,160 ,24.8 ,20 ,3.1 ,41 ,6.4 ,198 ,100.0 
Retained in grade 8,Washington,96 ,4 ,4.2 ,1 to 3,2.1 ,22 ,22.9 ,12 ,12.5 ,49 ,51.0 ,1 to 3,3.1 ,4 ,4.2 ,30 ,31.3 ,4 ,4.2 ,7 ,7.3 ,62 ,100.0 
Retained in grade 8,West Virginia,113 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8 ,7.1 ,103 ,91.2 ,0 ,0.0 ,1 to 3,1.8 ,8 ,7.1 ,12 ,10.6 ,1 to 3,1.8 ,53 ,100.0 
Retained in grade 8,Wisconsin,53 ,0 ,0.0 ,1 to 3,5.7 ,10 ,18.9 ,11 ,20.8 ,27 ,50.9 ,0 ,0.0 ,1 to 3,3.8 ,15 ,28.3 ,0 ,0.0 ,6 ,11.3 ,59 ,100.0 
Retained in grade 8,Wyoming,11 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,0 ,0.0 ,9 ,81.8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,27.3 ,0 ,0.0 ,1 to 3,18.2 ,12 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 22,916 public school male students retained in grade 8, 247 (1.1%) were American Indian or Alaska Native, 4,441 (19.4%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 1,222 (5.3%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1 to 3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that a midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,            Data reported in this table represent 100.0% of responding schools.,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
