Jackson,"5,030",664,13.20%,"4,405",718,16.30%,23.50%
Jasper,"8,892",658,7.40%,"8,076","1,163",14.40%,94.60%
Jefferson,"3,664",524,14.30%,"2,948",681,23.10%,61.50%
Johnson,"21,967","1,977",9.00%,"25,585","4,068",15.90%,76.70%
Jones,"4,559",465,10.20%,"4,437",630,14.20%,39.20%
Keokuk,"2,816",414,14.70%,"2,330",417,17.90%,21.70%
,Child Below,,Child,Below,,2000-2011,
County,Population Poverty,Percentage,Population,Poverty,Percentage,Change,
Kossuth,"4,112 514",12.50%,"3,387",508,15.00%,20.00%,
Lee,"8,652 1,220",14.10%,"7,585","1,828",24.10%,70.90%,
Linn,"47,513 3,611",7.60%,"50,775","7,007",13.80%,81.60%,
Louisa,"3,209 414",12.90%,"2,827",506,17.90%,38.70%,
Lucas,"2,273 375",16.50%,"2,082",535,25.70%,55.80%,
Lyon,"3,120 312",10.00%,"3,206",404,12.60%,26.00%,
Madison,"3,680 276",7.50%,"4,168",471,11.30%,50.70%,
Mahaska,"5,430 619",11.40%,"5,352",958,17.90%,57.00%,
Marion,"7,928 658",8.30%,"8,130","1,000",12.30%,48.20%,
Marshall,"9,561 1,262",13.20%,"10,186","2,078",20.40%,54.60%,
Mills,"3,653 369",10.10%,"3,683",512,13.90%,37.60%,
Mitchell,"2,741 403",14.70%,"2,567",403,15.70%,6.80%,
Monona,"2,122 295",13.90%,"1,985",403,20.30%,46.00%,
Monroe,"1,936 271",14.00%,"1,896",347,18.30%,30.70%,
Montgomery,"2,755 394",14.30%,"2,407",515,21.40%,49.60%,
Muscatine,"10,737 1,224",11.40%,"10,874","2,240",20.60%,80.70%,
O'Brien,"3,542 340",9.60%,"3,244",412,12.70%,32.30%,
Osceola,"1,726 164",9.50%,"1,399",207,14.80%,55.70%,
Page,"3,682 567",15.40%,"3,250",806,24.80%,61.00%,
Palo Alto,"2,278 287",12.60%,"2,034",297,14.60%,15.90%,
Plymouth,"6,711 510",7.60%,"6,235",636,10.20%,34.20%,
Pocahontas,"2,031 262",12.90%,"1,484",279,18.80%,45.70%,
Polk,"95,011 8,931",9.40%,"109,526","19,167",17.50%,86.20%,
Pottawattamie,"21,694 2,690",12.40%,"21,896","4,642",21.20%,71.00%,
Poweshiek,"4,092 401",9.80%,"3,842",584,15.20%,55.10%,
Ringgold,"1,237 266",21.50%,"1,206",322,26.70%,24.20%,
Sac,"2,617 369",14.10%,"2,231",328,14.70%,4.30%,
Scott,"40,485 5,263",13.00%,"39,777","8,194",20.60%,58.50%,
Shelby,"3,263 310",9.50%,"2,722",343,12.60%,32.60%,
Sioux,"8,240 618",7.50%,"9,055",987,10.90%,45.30%,
Story,"14,653 1,055",7.20%,"15,362","1,951",12.70%,76.40%,
Tama,"4,540 563",12.40%,"4,327",714,16.50%,33.10%,
Taylor,"1,541 245",15.90%,"1,449",268,18.50%,16.30%,
Union,"2,701 362",13.40%,"2,905",645,22.20%,65.70%,
Van Buren,"1,811 317",17.50%,"1,760",484,27.50%,57.10%,
Wapello,"8,030 1,357",16.90%,"7,898","2,085",26.40%,56.20%,
Warren,"10,571 666",6.30%,"11,802","1,074",9.10%,44.40%,
Washington,"5,243 540",10.30%,"5,360",954,17.80%,72.80%,
Wayne,"1,546 303",19.60%,"1,458",404,27.70%,41.40%,
Webster,"9,352 1,197",12.80%,"8,084","1,633",20.20%,57.80%,
Winnebago,"2,646 254",9.60%,"2,263",353,15.60%,62.50%,
Winneshiek,"4,653 349",7.50%,"4,125",528,12.80%,70.70%,
Woodbury,"27,265 3,708",13.60%,"26,565","6,349",23.90%,75.70%,
Worth,"1,784 173",9.70%,"1,689",255,15.10%,55.70%,
Wright,"79.2% 3,347 338",10.10%,"2,967",537,18.10%,,
State,"703,812 75,952",58.0% 10.8%,"710,952","121,248",17.10%,,
Rural,"114,645 13,585",11.80%,"105,667","18,019",17.10%,43.90%,
Small Urban,"270,281 29,484",10.90%,"266,376","43,340",16.30%,49.10%,
Metropolitan,"318,886 32,883",71.4% 10.3%,"338,909","59,889",17.70%,,
United States,"71,525,420 11,587,118",16.20%,"72,828,889","16,386,500",22.50%,38.90%,
