Seclusion,Louisiana,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,27.3 ,8 ,72.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,
Seclusion,Maine,307 ,1 to 3,1.0 ,0 ,0.0 ,7 ,2.3 ,7 ,2.3 ,285 ,92.8 ,0 ,0.0 ,5 ,1.6 ,1 to 3,0.7 ,573 ,99.0 ,
Seclusion,Maryland,400 ,0 ,0.0 ,7 ,1.8 ,21 ,5.3 ,173 ,43.3 ,178 ,44.5 ,0 ,0.0 ,21 ,5.3 ,6 ,1.5 ,"1,435 ",100.0 ,
Seclusion,Massachusetts,64 ,0 ,0.0 ,1 to 3,4.7 ,18 ,28.1 ,7 ,10.9 ,33 ,51.6 ,0 ,0.0 ,1 to 3,4.7 ,8 ,12.5 ,"1,859 ",100.0 ,
Seclusion,Michigan,"1,110 ",11 ,1.0 ,11 ,1.0 ,29 ,2.6 ,127 ,11.4 ,898 ,80.9 ,1 to 3,0.1 ,33 ,3.0 ,1 to 3,0.3 ,"3,672 ",100.0 ,
Seclusion,Minnesota,818 ,11 ,1.3 ,8 ,1.0 ,47 ,5.7 ,294 ,35.9 ,435 ,53.2 ,0 ,0.0 ,23 ,2.8 ,19 ,2.3 ,"2,056 ",100.0 ,
Seclusion,Mississippi,15 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,40.0 ,9 ,60.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,
Seclusion,Missouri,519 ,0 ,0.0 ,1 to 3,0.6 ,14 ,2.7 ,83 ,16.0 ,403 ,77.6 ,0 ,0.0 ,16 ,3.1 ,0 ,0.0 ,"2,281 ",100.0 ,
Seclusion,Montana,31 ,4 ,12.9 ,0 ,0.0 ,1 to 3,6.5 ,0 ,0.0 ,24 ,77.4 ,0 ,0.0 ,1 to 3,3.2 ,0 ,0.0 ,794 ,100.0 ,
Seclusion,Nebraska,423 ,1 to 3,0.5 ,4 ,0.9 ,36 ,8.5 ,44 ,10.4 ,310 ,73.3 ,0 ,0.0 ,27 ,6.4 ,1 to 3,0.5 ,"1,050 ",100.0 ,
Seclusion,Nevada,20 ,0 ,0.0 ,0 ,0.0 ,1 to 3,10.0 ,9 ,45.0 ,9 ,45.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 ,
Seclusion,New Hampshire,68 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.9 ,1 to 3,4.4 ,63 ,92.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,482 ,100.0 ,
Seclusion,New Jersey,101 ,0 ,0.0 ,4 ,4.0 ,15 ,14.9 ,41 ,40.6 ,38 ,37.6 ,0 ,0.0 ,1 to 3,3.0 ,0 ,0.0 ,"2,469 ",100.0 ,
Seclusion,New Mexico,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,40.0 ,1 to 3,60.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,872 ,96.7 ,
Seclusion,New York,134 ,1 to 3,0.7 ,0 ,0.0 ,21 ,15.7 ,27 ,20.1 ,82 ,61.2 ,0 ,0.0 ,1 to 3,2.2 ,0 ,0.0 ,"4,894 ",99.9 ,
Seclusion,North Carolina,13 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9 ,69.2 ,4 ,30.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,
Seclusion,North Dakota,54 ,7 ,13.0 ,1 to 3,3.7 ,4 ,7.4 ,1 to 3,5.6 ,37 ,68.5 ,1 to 3,1.9 ,0 ,0.0 ,7 ,13.0 ,451 ,100.0 ,
Seclusion,Ohio,452 ,0 ,0.0 ,1 to 3,0.7 ,11 ,2.4 ,145 ,32.1 ,276 ,61.1 ,0 ,0.0 ,17 ,3.8 ,4 ,0.9 ,"3,609 ",100.0 ,
Seclusion,Oklahoma,187 ,14 ,7.5 ,0 ,0.0 ,21 ,11.2 ,57 ,30.5 ,80 ,42.8 ,0 ,0.0 ,15 ,8.0 ,20 ,10.7 ,"1,811 ",100.0 ,
Seclusion,Oregon,392 ,6 ,1.5 ,8 ,2.0 ,44 ,11.2 ,16 ,4.1 ,290 ,74.0 ,1 to 3,0.5 ,26 ,6.6 ,24 ,6.1 ,"1,309 ",100.0 ,
Seclusion,Pennsylvania,169 ,0 ,0.0 ,0 ,0.0 ,4 ,2.4 ,7 ,4.1 ,154 ,91.1 ,0 ,0.0 ,4 ,2.4 ,0 ,0.0 ,"3,056 ",93.0 ,
Seclusion,Rhode Island,20 ,0 ,0.0 ,0 ,0.0 ,10 ,50.0 ,1 to 3,10.0 ,5 ,25.0 ,0 ,0.0 ,1 to 3,15.0 ,1 to 3,5.0 ,293 ,100.0 ,
Seclusion,South Carolina,194 ,0 ,0.0 ,1 to 3,1.0 ,5 ,2.6 ,94 ,48.5 ,88 ,45.4 ,0 ,0.0 ,5 ,2.6 ,4 ,2.1 ,"1,226 ",100.0 ,
Seclusion,South Dakota,25 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,23 ,92.0 ,0 ,0.0 ,1 to 3,8.0 ,0 ,0.0 ,687 ,100.0 ,
Seclusion,Tennessee,229 ,1 to 3,0.4 ,4 ,1.7 ,4 ,1.7 ,60 ,26.2 ,156 ,68.1 ,0 ,0.0 ,4 ,1.7 ,5 ,2.2 ,"1,798 ",90.6 ,
Seclusion,Texas,195 ,0 ,0.0 ,1 to 3,1.5 ,54 ,27.7 ,37 ,19.0 ,93 ,47.7 ,0 ,0.0 ,8 ,4.1 ,12 ,6.2 ,"8,574 ",100.0 ,
Seclusion,Utah,215 ,1 to 3,0.9 ,5 ,2.3 ,16 ,7.4 ,1 to 3,0.5 ,185 ,86.0 ,1 to 3,0.5 ,5 ,2.3 ,5 ,2.3 ,990 ,100.0 ,
Seclusion,Vermont,114 ,1 to 3,0.9 ,1 to 3,1.8 ,1 to 3,2.6 ,1 to 3,2.6 ,99 ,86.8 ,0 ,0.0 ,6 ,5.3 ,1 to 3,1.8 ,307 ,100.0 ,
Seclusion,Virginia,332 ,1 to 3,0.9 ,1 to 3,0.6 ,10 ,3.0 ,175 ,52.7 ,125 ,37.7 ,0 ,0.0 ,17 ,5.1 ,0 ,0.0 ,"1,969 ",99.6 ,
Seclusion,Washington,493 ,11 ,2.2 ,11 ,2.2 ,56 ,11.4 ,39 ,7.9 ,324 ,65.7 ,1 to 3,0.6 ,49 ,9.9 ,16 ,3.2 ,"2,282 ",99.5 ,
Seclusion,West Virginia,22 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.1 ,19 ,86.4 ,0 ,0.0 ,1 to 3,4.5 ,0 ,0.0 ,730 ,100.0 ,
Seclusion,Wisconsin,"1,151 ",14 ,1.2 ,20 ,1.7 ,66 ,5.7 ,146 ,12.7 ,845 ,73.4 ,1 to 3,0.1 ,59 ,5.1 ,30 ,2.6 ,"2,244 ",98.8 ,
Seclusion,Wyoming,106 ,5 ,4.7 ,0 ,0.0 ,6 ,5.7 ,1 to 3,2.8 ,92 ,86.8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.8 ,360 ,100.0 ,
,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 13,507 public school male students with disabilities served under the Individuals with Disabilities Education Act (IDEA) subjected to seclusion, 131 (1.0%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
