Pottawattamie,971,840,86.50%,"1,078 960",89.10%,2.90%,
Poweshiek,230,216,93.90%,202 192,95.00%,1.20%,
Ringgold,85,81,95.30%,37 35,94.60%,-0.70%,
Sac,200,193,96.50%,60 60,100.00%,3.60%,
Scott,"2,097","1,831",87.30%,"1,823 1,553",85.20%,-2.40%,
Shelby,219,207,94.50%,149 143,96.00%,1.50%,
Sioux,362,345,95.30%,295 271,91.90%,-3.60%,
Story,896,850,94.90%,776 732,94.30%,-0.60%,
Tama,272,238,87.50%,165 154,93.30%,6.70%,
Taylor,98,91,92.90%,71 62,87.30%,-6.00%,
Union,221,173,78.30%,142 131,92.30%,17.80%,
Van Buren,119,113,95.00%,60 52,86.70%,-8.70%,
Wapello,562,428,76.20%,447 393,87.90%,15.40%,
Warren,584,517,88.50%,621 592,95.30%,7.70%,
Washington,238,218,91.60%,252 214,84.90%,-7.30%,
Wayne,76,67,88.20%,68 63,92.60%,5.10%,
Webster,418,341,81.60%,354 309,87.30%,7.00%,
Winnebago,228,209,91.70%,169 161,95.30%,3.90%,
Winneshiek,247,238,96.40%,244 237,97.10%,0.80%,
Woodbury,"1,390","1,140",82.00%,"1,177 1,048",89.00%,8.60%,
Worth,92,80,87.00%,115 110,95.70%,10.00%,
Wright,235,212,5.3% 90.2%,140 133,95.00%,,
State,"37,759","33,504",1.1% 88.7%,"33,338 29,916",89.70%,,
Rural,"7,424","6,862",92.40%,"5,305 4,976",93.80%,1.50%,
Small Urban,"15,396","13,654",88.70%,"13,052 11,824",90.60%,2.10%,
Metropolitan,"14,939","12,988",0.7% 86.9%,"14,981 13,116",87.60%,,
United States,"3,561,847","2,553,844",71.70%,"3,849,196 3,110,150",80.80%,12.70%,
