Physical restraint,Kansas,736 ,11 ,1.5 ,9 ,1.2 ,51 ,6.9 ,76 ,10.3 ,539 ,73.2 ,0 ,0.0 ,50 ,6.8 ,21 ,2.9 ,"1,396 ",99.9 ,,
Physical restraint,Kentucky,"1,616 ",1 to 3,0.1 ,11 ,0.7 ,97 ,6.0 ,311 ,19.2 ,"1,095 ",67.8 ,0 ,0.0 ,101 ,6.3 ,18 ,1.1 ,"1,422 ",100.0 ,,
Physical restraint,Louisiana,50 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,32 ,64.0 ,18 ,36.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,,
Physical restraint,Maine,582 ,1 to 3,0.3 ,4 ,0.7 ,9 ,1.5 ,23 ,4.0 ,533 ,91.6 ,1 to 3,0.2 ,10 ,1.7 ,4 ,0.7 ,573 ,99.0 ,,
Physical restraint,Maryland,854 ,0 ,0.0 ,15 ,1.8 ,61 ,7.1 ,355 ,41.6 ,371 ,43.4 ,0 ,0.0 ,52 ,6.1 ,14 ,1.6 ,"1,435 ",100.0 ,,
Physical restraint,Massachusetts,565 ,0 ,0.0 ,9 ,1.6 ,152 ,26.9 ,102 ,18.1 ,272 ,48.1 ,0 ,0.0 ,30 ,5.3 ,50 ,8.8 ,"1,859 ",100.0 ,,
Physical restraint,Michigan,"1,657 ",13 ,0.8 ,11 ,0.7 ,45 ,2.7 ,261 ,15.8 ,"1,285 ",77.5 ,1 to 3,0.1 ,41 ,2.5 ,6 ,0.4 ,"3,672 ",100.0 ,,
Physical restraint,Minnesota,"1,461 ",28 ,1.9 ,17 ,1.2 ,71 ,4.9 ,484 ,33.1 ,822 ,56.3 ,0 ,0.0 ,39 ,2.7 ,24 ,1.6 ,"2,056 ",100.0 ,,
Physical restraint,Mississippi,101 ,0 ,0.0 ,0 ,0.0 ,5 ,5.0 ,49 ,48.5 ,47 ,46.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,,
Physical restraint,Missouri,"1,084 ",1 to 3,0.1 ,5 ,0.5 ,23 ,2.1 ,195 ,18.0 ,834 ,76.9 ,0 ,0.0 ,26 ,2.4 ,14 ,1.3 ,"2,281 ",100.0 ,,
Physical restraint,Montana,61 ,1 to 3,4.9 ,0 ,0.0 ,1 to 3,4.9 ,4 ,6.6 ,48 ,78.7 ,0 ,0.0 ,1 to 3,4.9 ,0 ,0.0 ,794 ,100.0 ,,
Physical restraint,Nebraska,250 ,1 to 3,0.8 ,1 to 3,1.2 ,27 ,10.8 ,34 ,13.6 ,168 ,67.2 ,1 to 3,0.4 ,15 ,6.0 ,0 ,0.0 ,"1,050 ",100.0 ,,
Physical restraint,Nevada,"1,217 ",22 ,1.8 ,24 ,1 to 3,264 ,21.7 ,321 ,26.4 ,523 ,43.0 ,7 ,0.6 ,56 ,4.6 ,14 ,1.2 ,652 ,100.0 ,,
Physical restraint,New Hampshire,219 ,1 to 3,0.5 ,5 ,2.3 ,8 ,3.7 ,6 ,2.7 ,190 ,86.8 ,0 ,0.0 ,9 ,4.1 ,1 to 3,1.4 ,482 ,100.0 ,,
Physical restraint,New Jersey,915 ,0 ,0.0 ,30 ,3.3 ,127 ,13.9 ,243 ,26.6 ,497 ,54.3 ,1 to 3,0.1 ,17 ,1.9 ,8 ,0.9 ,"2,469 ",100.0 ,,
Physical restraint,New Mexico,84 ,5 ,6.0 ,0 ,0.0 ,39 ,46.4 ,8 ,9.5 ,32 ,38.1 ,0 ,0.0 ,0 ,0.0 ,4 ,4.8 ,872 ,96.7 ,,
Physical restraint,New York,"1,703 ",1 to 3,0.2 ,7 ,0.4 ,152 ,8.9 ,503 ,29.5 ,998 ,58.6 ,0 ,0.0 ,40 ,2.3 ,5 ,0.3 ,"4,894 ",99.9 ,,
Physical restraint,North Carolina,53 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.8 ,13 ,24.5 ,38 ,71.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.8 ,"2,587 ",100.0 ,,
Physical restraint,North Dakota,82 ,17 ,20.7 ,0 ,0.0 ,1 to 3,3.7 ,8 ,9.8 ,53 ,64.6 ,1 to 3,1.2 ,0 ,0.0 ,8 ,9.8 ,451 ,100.0 ,,
Physical restraint,Ohio,"1,222 ",0 ,0.0 ,4 ,0.3 ,34 ,2.8 ,472 ,38.6 ,645 ,52.8 ,0 ,0.0 ,67 ,5.5 ,15 ,1.2 ,"3,609 ",100.0 ,,
Physical restraint,Oklahoma,266 ,17 ,6.4 ,0 ,0.0 ,17 ,6.4 ,60 ,22.6 ,155 ,58.3 ,0 ,0.0 ,17 ,6.4 ,13 ,4.9 ,"1,811 ",100.0 ,,
Physical restraint,Oregon,847 ,24 ,2.8 ,12 ,1.4 ,98 ,11.6 ,45 ,5.3 ,601 ,71.0 ,1 to 3,0.2 ,65 ,7.7 ,43 ,5.1 ,"1,309 ",100.0 ,,
Physical restraint,Pennsylvania,"1,161 ",1 to 3,0.1 ,6 ,0.5 ,77 ,6.6 ,274 ,23.6 ,755 ,65.0 ,0 ,0.0 ,48 ,4.1 ,9 ,0.8 ,"3,056 ",93.0 ,,
Physical restraint,Rhode Island,312 ,1 to 3,0.6 ,1 to 3,1 to 3,58 ,18.6 ,42 ,13.5 ,187 ,59.9 ,0 ,0.0 ,20 ,6.4 ,8 ,2.6 ,293 ,100.0 ,,
Physical restraint,South Carolina,534 ,1 to 3,0.4 ,7 ,1.3 ,11 ,2.1 ,296 ,55.4 ,202 ,37.8 ,0 ,0.0 ,16 ,1 to 3,10 ,1.9 ,"1,226 ",100.0 ,,
Physical restraint,South Dakota,111 ,13 ,11.7 ,0 ,0.0 ,5 ,4.5 ,9 ,8.1 ,77 ,69.4 ,0 ,0.0 ,7 ,6.3 ,1 to 3,2.7 ,687 ,100.0 ,,
Physical restraint,Tennessee,660 ,1 to 3,0.2 ,7 ,1.1 ,19 ,2.9 ,180 ,27.3 ,434 ,65.8 ,0 ,0.0 ,19 ,2.9 ,11 ,1.7 ,"1,798 ",90.6 ,,
Physical restraint,Texas,"3,320 ",16 ,0.5 ,32 ,1 to 3,"1,044 ",31.4 ,755 ,22.7 ,"1,374 ",41.4 ,1 to 3,0.0 ,98 ,1 to 3,186 ,5.6 ,"8,574 ",100.0 ,,
Physical restraint,Utah,261 ,1 to 3,0.8 ,5 ,1.9 ,31 ,11.9 ,9 ,3.4 ,203 ,77.8 ,1 to 3,1.1 ,8 ,3.1 ,15 ,5.7 ,990 ,100.0 ,,
Physical restraint,Vermont,316 ,4 ,1.3 ,0 ,0.0 ,4 ,1.3 ,10 ,3.2 ,290 ,91.8 ,0 ,0.0 ,8 ,2.5 ,1 to 3,0.9 ,307 ,100.0 ,,
Physical restraint,Virginia,556 ,1 to 3,0.4 ,4 ,0.7 ,21 ,3.8 ,253 ,45.5 ,247 ,44.4 ,0 ,0.0 ,29 ,5.2 ,5 ,0.9 ,"1,969 ",99.6 ,,
Physical restraint,Washington,572 ,14 ,2.4 ,15 ,2.6 ,55 ,9.6 ,47 ,8.2 ,383 ,67.0 ,1 to 3,0.5 ,55 ,9.6 ,15 ,2.6 ,"2,282 ",99.5 ,,
Physical restraint,West Virginia,196 ,0 ,0.0 ,1 to 3,1.5 ,4 ,1 to 3,12 ,6.1 ,167 ,85.2 ,0 ,0.0 ,10 ,5.1 ,0 ,0.0 ,730 ,100.0 ,,
Physical restraint,Wisconsin,"1,833 ",48 ,2.6 ,22 ,1.2 ,117 ,6.4 ,311 ,17.0 ,"1,249 ",68.1 ,1 to 3,0.1 ,85 ,4.6 ,57 ,3.1 ,"2,244 ",98.8 ,,
Physical restraint,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 35,597 public school students with disabilities served under the Individuals with Disabilities Education Act (IDEA) subjected to physical restraint, 332 (0.9%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
