Seclusion,Oregon,45 ,0 ,0.0 ,0 ,0.0 ,7 ,15.6 ,1 to 3,4.4 ,34 ,75.6 ,0 ,0.0 ,1 to 3,4.4 ,0 ,0.0 ,1 to 3,4.4 ,"1,309 ",100.0 
Seclusion,Pennsylvania,297 ,0 ,0.0 ,0 ,0.0 ,16 ,5.4 ,18 ,6.1 ,256 ,86.2 ,0 ,0.0 ,7 ,2.4 ,5 ,1.7 ,8 ,2.7 ,"3,056 ",93.0 
Seclusion,Rhode Island,4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 
Seclusion,South Carolina,15 ,0 ,0.0 ,0 ,0.0 ,1 to 3,13.3 ,9 ,60.0 ,4 ,26.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,226 ",100.0 
Seclusion,South Dakota,150 ,58 ,38.7 ,0 ,0.0 ,12 ,8.0 ,4 ,2.7 ,76 ,50.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 
Seclusion,Tennessee,55 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.6 ,11 ,20.0 ,37 ,67.3 ,0 ,0.0 ,5 ,9.1 ,0 ,0.0 ,0 ,0.0 ,"1,798 ",90.6 
Seclusion,Texas,477 ,1 to 3,0.4 ,0 ,0.0 ,114 ,23.9 ,87 ,18.2 ,259 ,54.3 ,1 to 3,0.4 ,13 ,2.7 ,42 ,8.8 ,23 ,4.8 ,"8,574 ",100.0 
Seclusion,Utah,83 ,1 to 3,2.4 ,0 ,0.0 ,18 ,21.7 ,1 to 3,2.4 ,61 ,73.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.6 ,5 ,6.0 ,990 ,100.0 
Seclusion,Vermont,55 ,1 to 3,3.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.6 ,48 ,87.3 ,0 ,0.0 ,1 to 3,5.5 ,13 ,23.6 ,0 ,0.0 ,307 ,100.0 
Seclusion,Virginia,48 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,23 ,47.9 ,20 ,41.7 ,0 ,0.0 ,5 ,10.4 ,1 to 3,6.3 ,0 ,0.0 ,"1,969 ",98.7 
Seclusion,Washington,79 ,1 to 3,3.8 ,1 to 3,2.5 ,17 ,21.5 ,10 ,12.7 ,41 ,51.9 ,1 to 3,2.5 ,4 ,5.1 ,4 ,5.1 ,6 ,7.6 ,"2,282 ",99.5 
Seclusion,West Virginia,19 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,19 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 
Seclusion,Wisconsin,227 ,1 to 3,1.3 ,4 ,1.8 ,23 ,10.1 ,43 ,18.9 ,140 ,61.7 ,0 ,0.0 ,14 ,6.2 ,1 to 3,1.3 ,13 ,5.7 ,"2,244 ",98.8 
Seclusion,Wyoming,33 ,0 ,0.0 ,0 ,0.0 ,5 ,15.2 ,1 to 3,6.1 ,24 ,72.7 ,0 ,0.0 ,1 to 3,6.1 ,0 ,0.0 ,0 ,0.0 ,360 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 8,763 public school male students not served under the Individuals with Disabilities Education Act (IDEA) subjected to seclusion, 160 (1.8%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,
,             Students not served under IDEA are the students without disabilities and those with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
