Wayne,350,120,34.30%,412 111,26.90%,-21.40%,
Webster,"2,361",876,37.10%,"2,157 878",40.70%,9.70%,
Winnebago,608,227,37.30%,536 192,35.80%,-4.10%,
Winneshiek,934,213,22.80%,"1,003 161",16.10%,-29.60%,
Woodbury,"7,732","2,810",36.30%,"7,720 3,136",40.60%,11.80%,
Worth,400,41,10.30%,383 49,12.80%,24.80%,
Wright,764,291,8.3% 38.1%,773 319,41.30%,,
State,"181,365","51,182",-5.9% 28.2%,"196,366 52,148",26.60%,,
Rural,"25,681","7,108",27.70%,"26,805 6,038",22.50%,-18.60%,
Small Urban,"65,063","19,463",29.90%,"70,932 19,388",27.30%,-8.60%,
Metropolitan,"90,621","24,611",-0.2% 27.2%,"98,629 26,722",27.10%,,
United States,"19,778,166","5,773,612",29.20%,"19,999,344 6,814,093",34.10%,16.70%,
