Retained in grade 7,Illinois,386 ,1 to 3,0.5 ,1 to 3,0.5 ,67 ,17.4 ,120 ,31.1 ,174 ,45.1 ,0 ,0.0 ,21 ,5.4 ,52 ,13.5 ,8 ,2.1 ,24 ,6.2 ,218 ,100.0 
Retained in grade 7,Indiana,143 ,0 ,0.0 ,1 to 3,1.4 ,5 ,3.5 ,39 ,27.3 ,90 ,62.9 ,0 ,0.0 ,7 ,4.9 ,27 ,18.9 ,5 ,3.5 ,5 ,3.5 ,87 ,100.0 
Retained in grade 7,Iowa,19 ,0 ,0.0 ,1 to 3,10.5 ,1 to 3,10.5 ,1 to 3,10.5 ,13 ,68.4 ,0 ,0.0 ,0 ,0.0 ,4 ,21.1 ,0 ,0.0 ,1 to 3,10.5 ,20 ,100.0 
Retained in grade 7,Kansas,30 ,0 ,0.0 ,1 to 3,6.7 ,11 ,36.7 ,5 ,16.7 ,9 ,30.0 ,0 ,0.0 ,1 to 3,10.0 ,8 ,26.7 ,0 ,0.0 ,6 ,20.0 ,24 ,100.0 
Retained in grade 7,Kentucky,195 ,0 ,0.0 ,0 ,0.0 ,4 ,2.1 ,35 ,17.9 ,149 ,76.4 ,0 ,0.0 ,7 ,3.6 ,14 ,7.2 ,1 to 3,1.0 ,1 to 3,1.5 ,108 ,100.0 
Retained in grade 7,Louisiana,"1,320 ",8 ,0.6 ,8 ,0.6 ,49 ,3.7 ,667 ,50.5 ,572 ,43.3 ,0 ,0.0 ,16 ,1.2 ,172 ,13.0 ,152 ,11.5 ,25 ,1.9 ,284 ,100.0 
Retained in grade 7,Maine,24 ,1 to 3,8.3 ,0 ,0.0 ,1 to 3,8.3 ,0 ,0.0 ,20 ,83.3 ,0 ,0.0 ,0 ,0.0 ,5 ,20.8 ,1 to 3,8.3 ,1 to 3,8.3 ,19 ,100.0 
Retained in grade 7,Maryland,787 ,1 to 3,0.4 ,6 ,0.8 ,74 ,9.4 ,528 ,67.1 ,159 ,20.2 ,1 to 3,0.3 ,15 ,1.9 ,168 ,21.3 ,69 ,8.8 ,11 ,1.4 ,176 ,100.0 
Retained in grade 7,Massachusetts,378 ,0 ,0.0 ,7 ,1.9 ,129 ,34.1 ,77 ,20.4 ,149 ,39.4 ,1 to 3,0.5 ,14 ,3.7 ,122 ,32.3 ,24 ,6.3 ,64 ,16.9 ,139 ,100.0 
Retained in grade 7,Michigan,470 ,1 to 3,0.2 ,1 to 3,0.4 ,37 ,7.9 ,229 ,48.7 ,189 ,40.2 ,0 ,0.0 ,12 ,2.6 ,80 ,17.0 ,11 ,2.3 ,16 ,3.4 ,212 ,100.0 
Retained in grade 7,Minnesota,202 ,10 ,5.0 ,8 ,4.0 ,16 ,7.9 ,36 ,17.8 ,130 ,64.4 ,0 ,0.0 ,1 to 3,1.0 ,39 ,19.3 ,0 ,0.0 ,15 ,7.4 ,42 ,100.0 
Retained in grade 7,Mississippi,"1,253 ",0 ,0.0 ,1 to 3,0.2 ,35 ,2.8 ,768 ,61.3 ,447 ,35.7 ,0 ,0.0 ,0 ,0.0 ,93 ,7.4 ,5 ,0.4 ,19 ,1.5 ,210 ,100.0 
Retained in grade 7,Missouri,268 ,1 to 3,0.7 ,1 to 3,1.1 ,28 ,10.4 ,100 ,37.3 ,127 ,47.4 ,1 to 3,0.7 ,6 ,2.2 ,27 ,10.1 ,1 to 3,1.1 ,21 ,7.8 ,100 ,100.0 
Retained in grade 7,Montana,12 ,6 ,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,33.3 ,14 ,100.0 
Retained in grade 7,Nebraska,28 ,1 to 3,7.1 ,1 to 3,7.1 ,6 ,21.4 ,0 ,0.0 ,16 ,57.1 ,0 ,0.0 ,1 to 3,7.1 ,1 to 3,10.7 ,1 to 3,7.1 ,1 to 3,10.7 ,21 ,100.0 
Retained in grade 7,Nevada,358 ,9 ,2.5 ,5 ,1.4 ,176 ,49.2 ,72 ,20.1 ,75 ,21.0 ,7 ,2.0 ,14 ,3.9 ,42 ,11.7 ,11 ,3.1 ,84 ,23.5 ,76 ,100.0 
Retained in grade 7,New Hampshire,59 ,1 to 3,3.4 ,0 ,0.0 ,4 ,6.8 ,8 ,13.6 ,43 ,72.9 ,0 ,0.0 ,1 to 3,3.4 ,11 ,18.6 ,4 ,6.8 ,5 ,8.5 ,22 ,100.0 
Retained in grade 7,New Jersey,520 ,0 ,0.0 ,8 ,1.5 ,235 ,45.2 ,177 ,34.0 ,97 ,18.7 ,0 ,0.0 ,1 to 3,0.6 ,73 ,14.0 ,12 ,2.3 ,47 ,9.0 ,217 ,100.0 
Retained in grade 7,New Mexico,59 ,16 ,27.1 ,1 to 3,3.4 ,26 ,44.1 ,0 ,0.0 ,15 ,25.4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.1 ,1 to 3,5.1 ,10 ,16.9 ,33 ,100.0 
Retained in grade 7,New York,"1,315 ",16 ,1.2 ,31 ,2.4 ,396 ,30.1 ,504 ,38.3 ,345 ,26.2 ,1 to 3,0.2 ,20 ,1.5 ,295 ,22.4 ,41 ,3.1 ,123 ,9.4 ,591 ,100.0 
Retained in grade 7,North Carolina,926 ,14 ,1.5 ,6 ,0.6 ,146 ,15.8 ,373 ,40.3 ,350 ,37.8 ,0 ,0.0 ,37 ,4.0 ,171 ,18.5 ,33 ,3.6 ,68 ,7.3 ,317 ,100.0 
Retained in grade 7,North Dakota,27 ,15 ,55.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.7 ,11 ,40.7 ,0 ,0.0 ,0 ,0.0 ,9 ,33.3 ,1 to 3,7.4 ,1 to 3,11.1 ,18 ,100.0 
Retained in grade 7,Ohio,543 ,5 ,0.9 ,0 ,0.0 ,25 ,4.6 ,267 ,49.2 ,223 ,41.1 ,0 ,0.0 ,23 ,4.2 ,130 ,23.9 ,10 ,1.8 ,11 ,2.0 ,228 ,100.0 
Retained in grade 7,Oklahoma,300 ,35 ,11.7 ,1 to 3,1 to 3,73 ,24.3 ,61 ,20.3 ,105 ,35.0 ,0 ,0.0 ,23 ,7.7 ,64 ,21.3 ,4 ,1.3 ,36 ,12.0 ,120 ,100.0 
Retained in grade 7,Oregon,20 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,16 ,80.0 ,1 to 3,10.0 ,1 to 3,10.0 ,7 ,35.0 ,1 to 3,10.0 ,0 ,0.0 ,25 ,100.0 
Retained in grade 7,Pennsylvania,820 ,0 ,0.0 ,5 ,0.6 ,128 ,15.6 ,217 ,26.5 ,445 ,54.3 ,1 to 3,0.4 ,22 ,2.7 ,155 ,18.9 ,24 ,2.9 ,19 ,2.3 ,354 ,100.0 
Retained in grade 7,Rhode Island,37 ,0 ,0.0 ,0 ,0.0 ,8 ,21.6 ,6 ,16.2 ,20 ,54.1 ,0 ,0.0 ,1 to 3,8.1 ,6 ,16.2 ,1 to 3,5.4 ,0 ,0.0 ,17 ,100.0 
Retained in grade 7,South Carolina,432 ,1 to 3,0.7 ,4 ,0.9 ,11 ,2.5 ,213 ,49.3 ,186 ,43.1 ,1 to 3,0.5 ,13 ,3.0 ,56 ,13.0 ,11 ,2.5 ,8 ,1.9 ,162 ,100.0 
Retained in grade 7,South Dakota,12 ,6 ,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,33.3 ,0 ,0.0 ,1 to 3,16.7 ,1 to 3,16.7 ,0 ,0.0 ,0 ,0.0 ,19 ,100.0 
Retained in grade 7,Tennessee,786 ,0 ,0.0 ,7 ,0.9 ,87 ,11.1 ,503 ,64.0 ,186 ,23.7 ,0 ,0.0 ,1 to 3,0.4 ,24 ,3.1 ,1 to 3,0.4 ,9 ,1.1 ,173 ,99.4 
Retained in grade 7,Texas,"2,484 ",16 ,0.6 ,19 ,0.8 ,"1,536 ",61.8 ,458 ,18.4 ,430 ,17.3 ,1 to 3,0.1 ,23 ,0.9 ,266 ,10.7 ,200 ,8.1 ,550 ,22.1 ,"1,099 ",100.0 
Retained in grade 7,Utah,27 ,0 ,0.0 ,0 ,0.0 ,6 ,22.2 ,1 to 3,7.4 ,16 ,59.3 ,0 ,0.0 ,1 to 3,11.1 ,7 ,25.9 ,0 ,0.0 ,5 ,18.5 ,14 ,100.0 
Retained in grade 7,Vermont,17 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,17 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,11.8 ,0 ,0.0 ,0 ,0.0 ,17 ,100.0 
Retained in grade 7,Virginia,661 ,5 ,0.8 ,15 ,2.3 ,79 ,12.0 ,335 ,50.7 ,208 ,31.5 ,1 to 3,0.5 ,16 ,2.4 ,156 ,23.6 ,16 ,2.4 ,32 ,4.8 ,155 ,100.0 
Retained in grade 7,Washington,89 ,5 ,5.6 ,0 ,0.0 ,23 ,25.8 ,4 ,4.5 ,49 ,55.1 ,1 to 3,2.2 ,6 ,6.7 ,12 ,13.5 ,1 to 3,3.4 ,9 ,10.1 ,63 ,100.0 
Retained in grade 7,West Virginia,122 ,1 to 3,1.6 ,0 ,0.0 ,1 to 3,1.6 ,8 ,6.6 ,107 ,87.7 ,0 ,0.0 ,1 to 3,2.5 ,11 ,9.0 ,5 ,4.1 ,1 to 3,2.5 ,59 ,100.0 
Retained in grade 7,Wisconsin,70 ,1 to 3,2.9 ,0 ,0.0 ,11 ,15.7 ,26 ,37.1 ,31 ,44.3 ,0 ,0.0 ,0 ,0.0 ,24 ,34.3 ,0 ,0.0 ,5 ,7.1 ,56 ,100.0 
Retained in grade 7,Wyoming,12 ,1 to 3,16.7 ,0 ,0.0 ,4 ,33.3 ,0 ,0.0 ,4 ,33.3 ,0 ,0.0 ,1 to 3,16.7 ,1 to 3,16.7 ,0 ,0.0 ,1 to 3,16.7 ,12 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 22,279 public school male students retained in grade 7, 258 (1.2%) were American Indian or Alaska Native, 3,622 (16.3%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 1,014 (4.6%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1 to 3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that a midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,            Data reported in this table represent 100.0% of responding schools.,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
