Sioux,"2,111",639,30.30%,"2,601",661,25.40%,-16.00%
Story,"4,117",981,23.80%,"4,695","1,041",22.20%,-6.90%
Tama,"1,127",361,32.00%,"1,033",334,32.30%,0.90%
Taylor,367,144,39.20%,323,100,31.00%,-21.10%
Union,631,361,57.20%,801,322,40.20%,-29.70%
Van Buren,407,94,23.10%,471,46,9.80%,-57.70%
Wapello,"2,135","1,169",54.80%,"2,183","1,380",63.20%,15.50%
Warren,"2,486",496,20.00%,"2,914",525,18.00%,-9.70%
Washington,"1,413",283,20.00%,"1,414",217,15.30%,-23.40%
Wayne,350,120,34.30%,422,107,25.40%,-26.00%
Webster,"2,361",876,37.10%,"2,145",844,39.30%,6.00%
Winnebago,608,227,37.30%,574,220,38.30%,2.70%
Winneshiek,934,213,22.80%,932,134,14.40%,-37.00%
Woodbury,"7,732","2,810",36.30%,"7,679","2,903",37.80%,4.00%
Worth,400,41,10.30%,404,33,8.20%,-20.30%
Wright,764,291,38.10%,761,328,43.10%,13.20%
,,,,,,,
State,"181,365","51,182",28.20%,"196,570","52,032",26.50%,-6.20%
,,,,,,,
Rural,"25,681","7,108",27.70%,"26,471","5,688",21.50%,-22.40%
Small Urban,"65,063","19,463",29.90%,"70,483","18,220",25.90%,-13.60%
Metropolitan,"90,621","24,611",27.20%,"99,616","28,124",28.20%,4.00%
,,,,,,,
United States,"19,778,166","5,773,612",29.20%,"19,907,281","6,100,572",30.60%,5.00%
