Jones,"20,221",619,3.10%,"20,439","1,839",9.00%,193.90%
Keokuk,"11,400",720,6.30%,"10,119","1,191",11.80%,86.40%
,Total,Food,,Total,Food,,2000-2016
County,Population,Assistance,Percentage,Population,Assistance,Percentage,Change
Kossuth,"17,163",512,3.00%,"15,114","1,126",7.50%,149.70%
Lee,"38,052","2,533",6.70%,"34,615","5,858",16.90%,154.20%
Linn,"191,701","6,959",3.60%,"221,661","26,891",12.10%,234.20%
Louisa,"12,183",545,4.50%,"11,142","1,138",10.20%,128.30%
Lucas,"9,422",534,5.70%,"8,647","1,280",14.80%,161.20%
Lyon,"11,763",282,2.40%,"11,754",581,4.90%,106.20%
Madison,"14,019",347,2.50%,"15,848","1,198",7.60%,205.40%
Mahaska,"22,335","1,175",5.30%,"22,181","3,012",13.60%,158.10%
Marion,"32,052",981,3.10%,"33,189","3,024",9.10%,197.70%
Marshall,"39,311","2,230",5.70%,"40,312","5,890",14.60%,157.60%
Mills,"14,547",645,4.40%,"14,972","1,495",10.00%,125.20%
Mitchell,"10,874",212,1.90%,"10,763",608,5.60%,189.80%
Monona,"10,020",467,4.70%,"8,898","1,124",12.60%,171.00%
Monroe,"8,016",519,6.50%,"7,870",863,11.00%,69.40%
Montgomery,"11,771",749,6.40%,"10,225","1,785",17.50%,174.40%
Muscatine,"41,722","2,340",5.60%,"42,940","6,628",15.40%,175.20%
O'Brien,"15,102",326,2.20%,"14,020","1,138",8.10%,276.00%
Osceola,"7,003",130,1.90%,"6,064",461,7.60%,309.50%
Page,"16,976",999,5.90%,"15,391","2,126",13.80%,134.70%
Palo Alto,"10,147",287,2.80%,"9,047",833,9.20%,225.50%
Plymouth,"24,849",543,2.20%,"25,200","1,590",6.30%,188.70%
Pocahontas,"8,662",374,4.30%,"6,886",903,13.10%,203.70%
Polk,"374,601","16,298",4.40%,"474,045","69,733",14.70%,238.10%
Pottawattamie,"87,704","4,963",5.70%,"93,582","16,020",17.10%,202.50%
Poweshiek,"18,815",542,2.90%,"18,533","1,427",7.70%,167.30%
Ringgold,"5,469",334,6.10%,"5,068",578,11.40%,86.70%
Sac,"11,529",410,3.60%,"9,876",878,8.90%,150.00%
Scott,"158,668","10,906",6.90%,"172,474","30,191",17.50%,154.70%
Shelby,"13,173",420,3.20%,"11,800","1,088",9.20%,189.20%
Sioux,"31,589",461,1.50%,"34,898","1,571",4.50%,208.50%
Story,"79,981","1,541",1.90%,"97,090","5,611",5.80%,200.00%
Tama,"18,103",552,3.00%,"17,319","1,907",11.00%,261.10%
Taylor,"6,958",369,5.30%,"6,216",741,11.90%,124.80%
Union,"12,309",670,5.40%,"12,420","1,824",14.70%,169.80%
Van Buren,"7,809",372,4.80%,"7,271",784,10.80%,126.30%
Wapello,"36,051","3,139",8.70%,"34,982","6,541",18.70%,114.70%
Warren,"40,671",757,1.90%,"49,691","3,291",6.60%,255.80%
Washington,"20,670",672,3.30%,"22,281","2,012",9.00%,177.80%
Wayne,"6,730",472,7.00%,"6,452",821,12.70%,81.40%
Webster,"40,235","2,325",5.80%,"36,769","6,133",16.70%,188.70%
Winnebago,"11,723",324,2.80%,"10,631",944,8.90%,221.30%
Winneshiek,"21,310",359,1.70%,"20,561","1,058",5.10%,205.40%
Woodbury,"103,877","5,044",4.90%,"102,779","17,601",17.10%,252.70%
Worth,"7,909",129,1.60%,"7,572",601,7.90%,386.60%
Wright,"14,334",428,3.00%,"12,779","1,580",12.40%,314.10%
,,,,,,,
State,"2,926,324","124,395",4.30%,"3,134,693","378,477",12.10%,184.00%
,,,,,,,
Rural,"482,942","16,962",3.50%,"451,166","43,253",9.60%,173.00%
Small Urban,"1,118,689","47,183",4.20%,"1,145,442","127,578",11.10%,164.10%
Metropolitan,"1,324,693","60,250",4.50%,"1,538,085","207,646",13.50%,196.80%
,,,,,,,
United States,"281,421,906","17,194,000",6.10%,"323,127,515","44,219,363",13.70%,124.00%
