Harrison,"15,666",181,1.20%,"14,149",92,0.70%,-43.70%
Henry,"20,336",219,1.10%,"19,773",176,0.90%,-17.30%
Howard,"9,932",101,1.00%,"9,332",55,0.60%,-42.00%
Humboldt,"10,381",123,1.20%,"9,487",42,0.40%,-62.60%
Ida,"7,837",65,0.80%,"6,985",18,0.30%,-68.90%
Iowa,"15,671",108,0.70%,"16,311",50,0.30%,-55.50%
Jackson,"20,296",274,1.40%,"19,472",153,0.80%,-41.80%
Jasper,"37,213",459,1.20%,"36,708",281,0.80%,-37.90%
Jefferson,"16,181",287,1.80%,"18,090",98,0.50%,-69.50%
Johnson,"111,006","1,057",1.00%,"146,547",946,0.60%,-32.20%
Jones,"20,221",225,1.10%,"20,439",89,0.40%,-60.90%
Keokuk,"11,400",198,1.70%,"10,119",50,0.50%,-71.60%
,Total,Family,,Total,Family,,2000-2016
County,Population,Investment,Percentage,Population,Investment,Percentage,Change
,,,,,,,
Kossuth,"17,163",145,0.80%,"15,114",40,0.30%,-68.70%
Lee,"38,052","1,164",3.10%,"34,615",357,1.00%,-66.30%
Linn,"191,701","3,162",1.60%,"221,661","1,955",0.90%,-46.50%
Louisa,"12,183",277,2.30%,"11,142",86,0.80%,-66.10%
Lucas,"9,422",219,2.30%,"8,647",62,0.70%,-69.20%
Lyon,"11,763",91,0.80%,"11,754",15,0.10%,-83.50%
Madison,"14,019",98,0.70%,"15,848",59,0.40%,-46.70%
Mahaska,"22,335",435,1.90%,"22,181",179,0.80%,-58.60%
Marion,"32,052",332,1.00%,"33,189",175,0.50%,-49.10%
Marshall,"39,311",899,2.30%,"40,312",333,0.80%,-63.90%
Mills,"14,547",270,1.90%,"14,972",72,0.50%,-74.10%
Mitchell,"10,874",52,0.50%,"10,763",36,0.30%,-30.10%
Monona,"10,020",96,1.00%,"8,898",39,0.40%,-54.30%
Monroe,"8,016",141,1.80%,"7,870",68,0.90%,-50.90%
Montgomery,"11,771",238,2.00%,"10,225",120,1.20%,-42.00%
Muscatine,"41,722","1,104",2.60%,"42,940",325,0.80%,-71.40%
O'Brien,"15,102",110,0.70%,"14,020",55,0.40%,-46.10%
Osceola,"7,003",46,0.70%,"6,064",17,0.30%,-57.30%
Page,"16,976",432,2.50%,"15,391",129,0.80%,-67.10%
Palo Alto,"10,147",68,0.70%,"9,047",49,0.50%,-19.20%
Plymouth,"24,849",186,0.70%,"25,200",76,0.30%,-59.70%
Pocahontas,"8,662",127,1.50%,"6,886",42,0.60%,-58.40%
Polk,"374,601","7,873",2.10%,"474,045","4,789",1.00%,-51.90%
Pottawattamie,"87,704","2,225",2.50%,"93,582","1,138",1.20%,-52.10%
Poweshiek,"18,815",192,1.00%,"18,533",59,0.30%,-68.80%
Ringgold,"5,469",71,1.30%,"5,068",26,0.50%,-60.50%
Sac,"11,529",101,0.90%,"9,876",39,0.40%,-54.90%
Scott,"158,668","5,632",3.50%,"172,474","2,079",1.20%,-66.00%
Shelby,"13,173",122,0.90%,"11,800",67,0.60%,-38.70%
Sioux,"31,589",177,0.60%,"34,898",59,0.20%,-69.80%
Story,"79,981",597,0.70%,"97,090",278,0.30%,-61.60%
Tama,"18,103",211,1.20%,"17,319",72,0.40%,-64.30%
Taylor,"6,958",88,1.30%,"6,216",44,0.70%,-44.00%
Union,"12,309",176,1.40%,"12,420",121,1.00%,-31.90%
Van Buren,"7,809",131,1.70%,"7,271",46,0.60%,-62.30%
Wapello,"36,051","1,237",3.40%,"34,982",534,1.50%,-55.50%
Warren,"40,671",357,0.90%,"49,691",171,0.30%,-60.80%
Washington,"20,670",259,1.30%,"22,281",84,0.40%,-69.90%
Wayne,"6,730",164,2.40%,"6,452",44,0.70%,-72.00%
Webster,"40,235","1,053",2.60%,"36,769",422,1.10%,-56.10%
Winnebago,"11,723",88,0.80%,"10,631",60,0.60%,-24.80%
Winneshiek,"21,310",116,0.50%,"20,561",73,0.40%,-34.80%
Woodbury,"103,877","2,318",2.20%,"102,779","1,073",1.00%,-53.20%
Worth,"7,909",28,0.40%,"7,572",32,0.40%,19.40%
Wright,"14,334",144,1.00%,"12,779",113,0.90%,-12.00%
,,,,,,,
State,"2,926,324","51,844",1.80%,"3,134,693","24,893",0.80%,-55.20%
,,,,,,,
Rural,"482,942","5,276",1.10%,"451,166","2,254",0.50%,-54.30%
Small Urban,"1,118,689","18,176",1.60%,"1,145,442","7,593",0.70%,-59.20%
Metropolitan,"1,324,693","28,392",2.10%,"1,538,085","15,046",1.00%,-54.40%
,,,,,,,
United States,"281,421,906","5,778,034",2.10%,"323,127,515","2,763,514",0.90%,-58.30%
