Webster,495,317,64.00%,434,359,82.70%,29.20%
Winnebago,99,46,46.50%,111,58,52.30%,12.50%
Winneshiek,232,128,55.20%,176,140,79.50%,44.20%
Woodbury,"1,622","1,238",76.30%,"1,522","1,245",81.80%,7.20%
Worth,73,26,35.60%,82,46,56.10%,57.50%
Wright,177,113,63.80%,168,121,72.00%,12.80%
,,,,,,,
State,"40,835","29,077",71.20%,"38,916","30,626",78.70%,10.50%
,,,,,,,
Rural,"5,643","3,746",66.40%,"5,166","3,628",70.20%,5.80%
Small Urban,"14,570","10,493",72.00%,"13,619","10,879",79.90%,10.90%
Metropolitan,"20,622","14,838",72.00%,"20,131","16,119",80.10%,11.30%
,,,,,,,
United States,"4,316,233","3,055,645",70.80%,"3,707,196","2,854,065",77.00%,8.70%
