Mechanical restraint,Florida,70 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.9 ,44 ,62.9 ,22 ,31.4 ,0 ,0.0 ,1 to 3,2.9 ,0 ,0.0 ,1 to 3,2.9 ,"3,954 ",100.0 ,,,
Mechanical restraint,Georgia,98 ,0 ,0.0 ,0 ,0.0 ,5 ,5.1 ,84 ,85.7 ,9 ,9.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 ,,,
Mechanical restraint,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,,,
Mechanical restraint,Idaho,24 ,1 to 3,12.5 ,1 to 3,8.3 ,1 to 3,8.3 ,1 to 3,4.2 ,16 ,66.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,16.7 ,715 ,100.0 ,,,
Mechanical restraint,Illinois,25 ,0 ,0.0 ,0 ,0.0 ,1 to 3,8.0 ,18 ,72.0 ,5 ,20.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"4,134 ",100.0 ,,,
Mechanical restraint,Indiana,67 ,0 ,0.0 ,1 to 3,1 to 3,1 to 3,1 to 3,23 ,34.3 ,38 ,56.7 ,0 ,0.0 ,1 to 3,1 to 3,0 ,0.0 ,0 ,0.0 ,"1,864 ",100.0 ,,,
Mechanical restraint,Iowa,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,424 ",100.0 ,,,
Mechanical restraint,Kansas,32 ,0 ,0.0 ,0 ,0.0 ,11 ,34.4 ,4 ,12.5 ,17 ,53.1 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.3 ,0 ,0.0 ,"1,396 ",99.9 ,,,
Mechanical restraint,Kentucky,18 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,22.2 ,14 ,77.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,422 ",100.0 ,,,
Mechanical restraint,Louisiana,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,,,
Mechanical restraint,Maine,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,573 ,100.0 ,,,
Mechanical restraint,Maryland,4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,435 ",100.0 ,,,
Mechanical restraint,Massachusetts,9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,22.2 ,4 ,44.4 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,859 ",100.0 ,,,
Mechanical restraint,Michigan,28 ,0 ,0.0 ,0 ,0.0 ,1 to 3,10.7 ,6 ,21.4 ,17 ,60.7 ,0 ,0.0 ,1 to 3,7.1 ,1 to 3,7.1 ,0 ,0.0 ,"3,672 ",100.0 ,,,
Mechanical restraint,Minnesota,111 ,0 ,0.0 ,1 to 3,1.8 ,1 to 3,2.7 ,38 ,34.2 ,63 ,56.8 ,0 ,0.0 ,5 ,4.5 ,1 to 3,1.8 ,0 ,0.0 ,"2,056 ",100.0 ,,,
Mechanical restraint,Mississippi,72 ,1 to 3,2.8 ,0 ,0.0 ,1 to 3,2.8 ,33 ,45.8 ,35 ,48.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.8 ,967 ,100.0 ,,,
Mechanical restraint,Missouri,62 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,53 ,85.5 ,9 ,14.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,281 ",100.0 ,,,
Mechanical restraint,Montana,1 to 3,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,794 ,100.0 ,,,
Mechanical restraint,Nebraska,14 ,0 ,0.0 ,0 ,0.0 ,6 ,42.9 ,4 ,28.6 ,4 ,28.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,050 ",100.0 ,,,
Mechanical restraint,Nevada,7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,28.6 ,1 to 3,42.9 ,1 to 3,28.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 ,,,
Mechanical restraint,New Hampshire,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,482 ,100.0 ,,,
Mechanical restraint,New Jersey,7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,57.1 ,1 to 3,42.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,469 ",100.0 ,,,
Mechanical restraint,New Mexico,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,872 ,96.8 ,,,
Mechanical restraint,New York,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"4,894 ",100.0 ,,,
Mechanical restraint,North Carolina,7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,7 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,,,
Mechanical restraint,North Dakota,10 ,1 to 3,10.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,20.0 ,7 ,70.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,30.0 ,1 to 3,20.0 ,451 ,100.0 ,,,
Mechanical restraint,Ohio,9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,22.2 ,1 to 3,11.1 ,4 ,44.4 ,0 ,0.0 ,1 to 3,22.2 ,0 ,0.0 ,0 ,0.0 ,"3,609 ",100.0 ,,,
Mechanical restraint,Oklahoma,8 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,37.5 ,1 to 3,37.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,811 ",100.0 ,,,
Mechanical restraint,Oregon,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,309 ",100.0 ,,,
Mechanical restraint,Pennsylvania,70 ,0 ,0.0 ,0 ,0.0 ,13 ,18.6 ,18 ,25.7 ,37 ,52.9 ,0 ,0.0 ,1 to 3,2.9 ,4 ,5.7 ,4 ,5.7 ,"3,056 ",93.0 ,,,
Mechanical restraint,Rhode Island,31 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,31 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 ,,,
Mechanical restraint,South Carolina,110 ,0 ,0.0 ,0 ,0.0 ,1 to 3,0.9 ,78 ,70.9 ,31 ,28.2 ,0 ,0.0 ,0 ,0.0 ,5 ,4.5 ,13 ,11.8 ,"1,226 ",100.0 ,,,
Mechanical restraint,South Dakota,15 ,9 ,60.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,40.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 ,,,
Mechanical restraint,Tennessee,30 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9 ,30.0 ,19 ,63.3 ,0 ,0.0 ,1 to 3,6.7 ,0 ,0.0 ,0 ,0.0 ,"1,798 ",90.9 ,,,
Mechanical restraint,Texas,"1,235 ",6 ,0.5 ,5 ,0.4 ,681 ,55.1 ,192 ,15.5 ,326 ,26.4 ,1 to 3,0.2 ,23 ,1.9 ,68 ,5.5 ,75 ,6.1 ,"8,574 ",100.0 ,,,
Mechanical restraint,Utah,18 ,1 to 3,11.1 ,0 ,0.0 ,1 to 3,11.1 ,1 to 3,16.7 ,9 ,50.0 ,1 to 3,11.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,990 ,100.0 ,,,
Mechanical restraint,Vermont,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,307 ,100.0 ,,,
Mechanical restraint,Virginia,37 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.4 ,29 ,78.4 ,1 to 3,8.1 ,0 ,0.0 ,1 to 3,8.1 ,0 ,0.0 ,0 ,0.0 ,"1,969 ",98.7 ,,,
Mechanical restraint,Washington,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,66.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,"2,282 ",100.0 ,,,
Mechanical restraint,West Virginia,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 ,,,
Mechanical restraint,Wisconsin,12 ,0 ,0.0 ,0 ,0.0 ,5 ,41.7 ,0 ,0.0 ,5 ,41.7 ,0 ,0.0 ,1 to 3,16.7 ,0 ,0.0 ,0 ,0.0 ,"2,244 ",98.8 ,,,
Mechanical restraint,Wyoming,4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,360 ,100.0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 2,930 public school male students not served under the Individuals with Disabilities Education Act (IDEA) subjected to mechanical restraint, 40 (1.4%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,,,,
,             Students not served under IDEA are the students without disabilities and those with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
