Seclusion,Virginia,88 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.3 ,41 ,47.1 ,38 ,43.7 ,0 ,0.0 ,6 ,6.9 ,72 ,98.6 ,1 to 3,1.4 ,0 ,0.0 ,"1,969 ",99.7 
Seclusion,Washington,84 ,1 to 3,1.2 ,4 ,4.8 ,7 ,8.3 ,7 ,8.3 ,56 ,66.7 ,0 ,0.0 ,9 ,10.7 ,61 ,100.0 ,0 ,0.0 ,1 to 3,3.6 ,"2,282 ",99.5 
Seclusion,West Virginia,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 
Seclusion,Wisconsin,264 ,6 ,2.3 ,1 to 3,0.4 ,19 ,7.2 ,52 ,19.7 ,165 ,62.5 ,0 ,0.0 ,21 ,8.0 ,201 ,100.0 ,0 ,0.0 ,4 ,1.5 ,"2,244 ",98.8 
Seclusion,Wyoming,56 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.5 ,0 ,0.0 ,51 ,92.7 ,0 ,0.0 ,1 to 3,1.8 ,47 ,97.9 ,1 to 3,2.1 ,1 to 3,1.8 ,360 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 6,435 public school female students subjected to seclusion, 97 (1.5%) were American Indian or Alaska Native, 2,765 (97.2%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 81 (2.8%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
