Year,State,NatIon_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2010,Alaska                                                      ,,2,4,9,Special Education Teachers for Ages 6-21                                         ,898.63,168.54,1067.17,          N/A,          N/A,          N/A
2010,Alaska                                                      ,,2,4,9,Total Special Education Teachers                                                 ,976.63,183.54,1160.17,          N/A,          N/A,          N/A
2010,Alaska                                                      ,,2,4,9,Special Education Paraprofessionals for Ages 3-5                                 ,117.7,3.93,121.63,          N/A,          N/A,          N/A
2010,Alaska                                                      ,,2,4,9,Special Education Paraprofessionals for Ages 6-21                                ,1367.48,29.29,1396.77,          N/A,          N/A,          N/A
2010,Alaska                                                      ,,2,4,9,Total Special Education Paraprofessionals                                        ,1485.18,33.22,1518.4,          N/A,          N/A,          N/A
2010,Alaska                                                      ,,2,4,9,Audiologists                                                                     ,          N/A,          N/A,          N/A,5.75,0,5.75
2010,Alaska                                                      ,,2,4,9,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,149.67,4,153.67
2010,Alaska                                                      ,,2,4,9,Interpreters                                                                     ,          N/A,          N/A,          N/A,26.76,0,26.76
2010,Alaska                                                      ,,2,4,9,Psychologists                                                                    ,          N/A,          N/A,          N/A,87,1,88
2010,Alaska                                                      ,,2,4,9,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,42.2,0,42.2
2010,Alaska                                                      ,,2,4,9,Physical Therapists                                                              ,          N/A,          N/A,          N/A,14.7,0,14.7
2010,Alaska                                                      ,,2,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,13.27,1.58,14.85
2010,Alaska                                                      ,,2,4,9,Social Workers                                                                   ,          N/A,          N/A,          N/A,0,0,0
2010,Alaska                                                      ,,2,4,9,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,15.66,0,15.66
2010,Alaska                                                      ,,2,4,9,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,0,0,0
2010,Alaska                                                      ,,2,4,9,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,11,0.5,11.5
2010,American Samoa                                              ,,60,,,Special Education Teachers for Ages 3-5                                          ,5,13,18,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Special Education Teachers for Ages 6-21                                         ,89,93,182,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Total Special Education Teachers                                                 ,94,106,200,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Special Education Paraprofessionals for Ages 3-5                                 ,0,0,0,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Special Education Paraprofessionals for Ages 6-21                                ,0,5,5,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Total Special Education Paraprofessionals                                        ,0,5,5,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Audiologists                                                                     ,          N/A,          N/A,          N/A,0,0,0
2010,American Samoa                                              ,,60,,,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Interpreters                                                                     ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Psychologists                                                                    ,          N/A,          N/A,          N/A,7,0,7
2010,American Samoa                                              ,,60,,,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,1,0,1
2010,American Samoa                                              ,,60,,,Physical Therapists                                                              ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,0,0,0
2010,American Samoa                                              ,,60,,,Social Workers                                                                   ,          N/A,          N/A,          N/A,1,0,1
2010,American Samoa                                              ,,60,,,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,American Samoa                                              ,,60,,,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Arizona                                                     ,,4,4,8,Special Education Teachers for Ages 3-5                                          ,663.29,53.39,716.68,          N/A,          N/A,          N/A
2010,Arizona                                                     ,,4,4,8,Special Education Teachers for Ages 6-21                                         ,6156.89,419.98,6576.87,          N/A,          N/A,          N/A
2010,Arizona                                                     ,,4,4,8,Total Special Education Teachers                                                 ,6820.18,473.37,7293.55,          N/A,          N/A,          N/A
2010,Arizona                                                     ,,4,4,8,Special Education Paraprofessionals for Ages 3-5                                 ,849.89,200.18,1050.07,          N/A,          N/A,          N/A
2010,Arizona                                                     ,,4,4,8,Special Education Paraprofessionals for Ages 6-21                                ,6512.83,1058.61,7571.44,          N/A,          N/A,          N/A
2010,Arizona                                                     ,,4,4,8,Total Special Education Paraprofessionals                                        ,7362.72,1258.79,8621.51,          N/A,          N/A,          N/A
2010,Arizona                                                     ,,4,4,8,Audiologists                                                                     ,          N/A,          N/A,          N/A,29.77,4.3,34.07
2010,Arizona                                                     ,,4,4,8,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,1299.43,105.76,1405.19
2010,Arizona                                                     ,,4,4,8,Interpreters                                                                     ,          N/A,          N/A,          N/A,180.49,46.1,226.59
2010,Arizona                                                     ,,4,4,8,Psychologists                                                                    ,          N/A,          N/A,          N/A,914.67,34.9,949.57
2010,Arizona                                                     ,,4,4,8,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,371.03,10.34,381.37
2010,Arizona                                                     ,,4,4,8,Physical Therapists                                                              ,          N/A,          N/A,          N/A,157.43,6.4,163.83
2010,Arizona                                                     ,,4,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,349.42,19.55,368.97
2010,Arizona                                                     ,,4,4,8,Social Workers                                                                   ,          N/A,          N/A,          N/A,203.38,7,210.38
2010,Arizona                                                     ,,4,4,8,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,559.19,72.22,631.41
2010,Arizona                                                     ,,4,4,8,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,595.63,11.97,607.6
2010,Arizona                                                     ,,4,4,8,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,28.9,1.5,30.4
2010,Arkansas                                                    ,,5,3,7,Special Education Teachers for Ages 3-5                                          ,520.02,88.1,608.12,          N/A,          N/A,          N/A
2010,Arkansas                                                    ,,5,3,7,Special Education Teachers for Ages 6-21                                         ,3540.63,295.02,3835.65,          N/A,          N/A,          N/A
2010,Arkansas                                                    ,,5,3,7,Total Special Education Teachers                                                 ,4060.65,383.12,4443.77,          N/A,          N/A,          N/A
2010,Arkansas                                                    ,,5,3,7,Special Education Paraprofessionals for Ages 3-5                                 ,623.66,253.44,877.1,          N/A,          N/A,          N/A
2010,Arkansas                                                    ,,5,3,7,Special Education Paraprofessionals for Ages 6-21                                ,1976.4,541.32,2517.72,          N/A,          N/A,          N/A
2010,Arkansas                                                    ,,5,3,7,Total Special Education Paraprofessionals                                        ,2600.06,794.76,3394.82,          N/A,          N/A,          N/A
2010,Arkansas                                                    ,,5,3,7,Audiologists                                                                     ,          N/A,          N/A,          N/A,6.67,0,6.67
2010,Arkansas                                                    ,,5,3,7,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Arkansas                                                    ,,5,3,7,Interpreters                                                                     ,          N/A,          N/A,          N/A,36.8,4.01,40.81
2010,Arkansas                                                    ,,5,3,7,Psychologists                                                                    ,          N/A,          N/A,          N/A,176.17,1,177.17
2010,Arkansas                                                    ,,5,3,7,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,268.06,0.85,268.91
2010,Arkansas                                                    ,,5,3,7,Physical Therapists                                                              ,          N/A,          N/A,          N/A,150.52,0,150.52
2010,Arkansas                                                    ,,5,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,2.42,0.07,2.49
2010,Arkansas                                                    ,,5,3,7,Social Workers                                                                   ,          N/A,          N/A,          N/A,7.13,1,8.13
2010,Arkansas                                                    ,,5,3,7,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,46.52,1.6,48.12
2010,Arkansas                                                    ,,5,3,7,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,25.33,1,26.33
2010,Arkansas                                                    ,,5,3,7,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,10.74,5.2,15.94
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Special Education Teachers for Ages 3-5                                          ,40.84,1.1,41.94,          N/A,          N/A,          N/A
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Special Education Teachers for Ages 6-21                                         ,454.24,14.9,469.14,          N/A,          N/A,          N/A
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Total Special Education Teachers                                                 ,495.08,16,511.08,          N/A,          N/A,          N/A
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Special Education Paraprofessionals for Ages 3-5                                 ,33.72,3,36.72,          N/A,          N/A,          N/A
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Special Education Paraprofessionals for Ages 6-21                                ,674.35,34.5,708.85,          N/A,          N/A,          N/A
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Total Special Education Paraprofessionals                                        ,708.07,37.5,745.57,          N/A,          N/A,          N/A
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Audiologists                                                                     ,          N/A,          N/A,          N/A,15.26,0,15.26
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,121.12,1.6,122.72
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Interpreters                                                                     ,          N/A,          N/A,          N/A,3.2,0,3.2
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Psychologists                                                                    ,          N/A,          N/A,          N/A,93.82,0,93.82
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,64.91,0.7,65.61
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Physical Therapists                                                              ,          N/A,          N/A,          N/A,51.51,0.08,51.59
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,12.43,1,13.43
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Social Workers                                                                   ,          N/A,          N/A,          N/A,31.53,4.72,36.25
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,17.89,1,18.89
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,65.63,6.48,72.11
2010,Bur. of Indian Education                                    ,AI_Territory_National,,,,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,1.25,1,2.25
2010,California                                                  ,,6,4,9,Special Education Teachers for Ages 3-5                                          ,2181.38,38.3,2219.68,          N/A,          N/A,          N/A
2010,California                                                  ,,6,4,9,Special Education Teachers for Ages 6-21                                         ,19802.6,1088.93,20891.53,          N/A,          N/A,          N/A
2010,California                                                  ,,6,4,9,Total Special Education Teachers                                                 ,21983.98,1127.23,23111.21,          N/A,          N/A,          N/A
2010,California                                                  ,,6,4,9,Special Education Paraprofessionals for Ages 3-5                                 ,3763.89,88.92,3852.81,          N/A,          N/A,          N/A
2010,California                                                  ,,6,4,9,Special Education Paraprofessionals for Ages 6-21                                ,46215.92,628.21,46844.13,          N/A,          N/A,          N/A
2010,California                                                  ,,6,4,9,Total Special Education Paraprofessionals                                        ,49979.81,717.13,50696.94,          N/A,          N/A,          N/A
2010,California                                                  ,,6,4,9,Audiologists                                                                     ,          N/A,          N/A,          N/A,128.13,          N/A,128.13
2010,California                                                  ,,6,4,9,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,5615.43,209.01,5824.44
2010,California                                                  ,,6,4,9,Interpreters                                                                     ,          N/A,          N/A,          N/A,604.45,49.85,654.3
2010,California                                                  ,,6,4,9,Psychologists                                                                    ,          N/A,          N/A,          N/A,4404,26.22,4430.22
2010,California                                                  ,,6,4,9,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,961.47,7.59,969.06
2010,California                                                  ,,6,4,9,Physical Therapists                                                              ,          N/A,          N/A,          N/A,138.57,0.22,138.79
2010,California                                                  ,,6,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,1024.95,13.61,1038.56
2010,California                                                  ,,6,4,9,Social Workers                                                                   ,          N/A,          N/A,          N/A,237.74,2,239.74
2010,California                                                  ,,6,4,9,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,1826.72,63.89,1890.61
2010,California                                                  ,,6,4,9,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,693.9,9.01,702.91
2010,California                                                  ,,6,4,9,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,415.19,9,424.19
2010,Colorado                                                    ,,8,4,8,Special Education Teachers for Ages 3-5                                          ,315.2,70.12,385.32,          N/A,          N/A,          N/A
2010,Colorado                                                    ,,8,4,8,Special Education Teachers for Ages 6-21                                         ,4414.52,400.8,4815.32,          N/A,          N/A,          N/A
2010,Colorado                                                    ,,8,4,8,Total Special Education Teachers                                                 ,4729.72,470.92,5200.64,          N/A,          N/A,          N/A
2010,Colorado                                                    ,,8,4,8,Special Education Paraprofessionals for Ages 3-5                                 ,437.69,0,437.69,          N/A,          N/A,          N/A
2010,Colorado                                                    ,,8,4,8,Special Education Paraprofessionals for Ages 6-21                                ,5956.8,4,5960.8,          N/A,          N/A,          N/A
2010,Colorado                                                    ,,8,4,8,Total Special Education Paraprofessionals                                        ,6394.49,4,6398.49,          N/A,          N/A,          N/A
2010,Colorado                                                    ,,8,4,8,Audiologists                                                                     ,          N/A,          N/A,          N/A,55.62,2.6,58.22
2010,Colorado                                                    ,,8,4,8,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,925.02,83.44,1008.46
2010,Colorado                                                    ,,8,4,8,Interpreters                                                                     ,          N/A,          N/A,          N/A,136.38,32.09,168.47
2010,Colorado                                                    ,,8,4,8,Psychologists                                                                    ,          N/A,          N/A,          N/A,567.68,37.41,605.09
2010,Colorado                                                    ,,8,4,8,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,321.85,14.32,336.17
2010,Colorado                                                    ,,8,4,8,Physical Therapists                                                              ,          N/A,          N/A,          N/A,83.35,4.61,87.96
2010,Colorado                                                    ,,8,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,28.6,0.2,28.8
2010,Colorado                                                    ,,8,4,8,Social Workers                                                                   ,          N/A,          N/A,          N/A,276.57,24.64,301.21
2010,Colorado                                                    ,,8,4,8,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,192.97,46.55,239.52
2010,Colorado                                                    ,,8,4,8,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,30.39,15.57,45.96
2010,Colorado                                                    ,,8,4,8,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,8.32,2.49,10.81
2010,Connecticut                                                 ,,9,1,1,Special Education Teachers for Ages 3-5                                          ,485.5,0,485.5,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Special Education Teachers for Ages 6-21                                         ,5357.6,10.2,5367.8,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Total Special Education Teachers                                                 ,5843.1,10.2,5853.3,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Special Education Paraprofessionals for Ages 3-5                                 ,1159.6,0,1159.6,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Special Education Paraprofessionals for Ages 6-21                                ,8422.3,0,8422.3,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Total Special Education Paraprofessionals                                        ,9582,0,9582,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Audiologists                                                                     ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,1020.7,0,1020.7
2010,Connecticut                                                 ,,9,1,1,Interpreters                                                                     ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Psychologists                                                                    ,          N/A,          N/A,          N/A,614.9,0,614.9
2010,Connecticut                                                 ,,9,1,1,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Physical Therapists                                                              ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,1739.6,0,1739.6
2010,Connecticut                                                 ,,9,1,1,Social Workers                                                                   ,          N/A,          N/A,          N/A,441.5,0,441.5
2010,Connecticut                                                 ,,9,1,1,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Connecticut                                                 ,,9,1,1,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,299.3,0,299.3
2010,Connecticut                                                 ,,9,1,1,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,          N/A,          N/A,          N/A
2010,Delaware                                                    ,,10,3,5,Special Education Teachers for Ages 3-5                                          ,134,0,134,          N/A,          N/A,          N/A
2010,Delaware                                                    ,,10,3,5,Special Education Teachers for Ages 6-21                                         ,493,51,544,          N/A,          N/A,          N/A
2010,Delaware                                                    ,,10,3,5,Total Special Education Teachers                                                 ,627,51,678,          N/A,          N/A,          N/A
2010,Delaware                                                    ,,10,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,0,0,0,          N/A,          N/A,          N/A
2010,Delaware                                                    ,,10,3,5,Special Education Paraprofessionals for Ages 6-21                                ,267,766,1033,          N/A,          N/A,          N/A
2010,Delaware                                                    ,,10,3,5,Total Special Education Paraprofessionals                                        ,267,766,1033,          N/A,          N/A,          N/A
2010,Delaware                                                    ,,10,3,5,Audiologists                                                                     ,          N/A,          N/A,          N/A,34,0,34
2010,Delaware                                                    ,,10,3,5,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,259,0,259
2010,Delaware                                                    ,,10,3,5,Interpreters                                                                     ,          N/A,          N/A,          N/A,0,0,0
2010,Delaware                                                    ,,10,3,5,Psychologists                                                                    ,          N/A,          N/A,          N/A,152,0,152
2010,Delaware                                                    ,,10,3,5,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,9,0,9
2010,Delaware                                                    ,,10,3,5,Physical Therapists                                                              ,          N/A,          N/A,          N/A,7,0,7
2010,Delaware                                                    ,,10,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,700,3,703
2010,Delaware                                                    ,,10,3,5,Social Workers                                                                   ,          N/A,          N/A,          N/A,33,0,33
2010,Delaware                                                    ,,10,3,5,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,237,0,237
2010,Delaware                                                    ,,10,3,5,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,644,0,644
2010,Delaware                                                    ,,10,3,5,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,0,0,0
2010,District of Columbia                                        ,,11,3,5,Special Education Teachers for Ages 3-5                                          ,56,15,71,          N/A,          N/A,          N/A
2010,District of Columbia                                        ,,11,3,5,Special Education Teachers for Ages 6-21                                         ,742,189,931,          N/A,          N/A,          N/A
2010,District of Columbia                                        ,,11,3,5,Total Special Education Teachers                                                 ,798,204,1002,          N/A,          N/A,          N/A
2010,District of Columbia                                        ,,11,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,10,1,11,          N/A,          N/A,          N/A
2010,District of Columbia                                        ,,11,3,5,Special Education Paraprofessionals for Ages 6-21                                ,407.5,0,407.5,          N/A,          N/A,          N/A
2010,District of Columbia                                        ,,11,3,5,Total Special Education Paraprofessionals                                        ,417.5,1,418.5,          N/A,          N/A,          N/A
2010,District of Columbia                                        ,,11,3,5,Audiologists                                                                     ,          N/A,          N/A,          N/A,1,0,1
2010,District of Columbia                                        ,,11,3,5,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,64,23,87
2010,District of Columbia                                        ,,11,3,5,Interpreters                                                                     ,          N/A,          N/A,          N/A,0,0,0
2010,District of Columbia                                        ,,11,3,5,Psychologists                                                                    ,          N/A,          N/A,          N/A,69,14,83
2010,District of Columbia                                        ,,11,3,5,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,13,7,20
2010,District of Columbia                                        ,,11,3,5,Physical Therapists                                                              ,          N/A,          N/A,          N/A,4,6,10
2010,District of Columbia                                        ,,11,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,0,2,2
2010,District of Columbia                                        ,,11,3,5,Social Workers                                                                   ,          N/A,          N/A,          N/A,140,41,181
2010,District of Columbia                                        ,,11,3,5,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,0,3,3
2010,District of Columbia                                        ,,11,3,5,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,111,89,200
2010,District of Columbia                                        ,,11,3,5,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,0,0,0
2010,Florida                                                     ,,12,3,5,Special Education Teachers for Ages 3-5                                          ,6230.55,194.48,6425.03,          N/A,          N/A,          N/A
2010,Florida                                                     ,,12,3,5,Special Education Teachers for Ages 6-21                                         ,8439.67,2452.06,10891.73,          N/A,          N/A,          N/A
2010,Florida                                                     ,,12,3,5,Total Special Education Teachers                                                 ,14670.22,2646.54,17316.76,          N/A,          N/A,          N/A
2010,Florida                                                     ,,12,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,1138.7,734.3,1873,          N/A,          N/A,          N/A
2010,Florida                                                     ,,12,3,5,Special Education Paraprofessionals for Ages 6-21                                ,10327.3,2706.3,13033.6,          N/A,          N/A,          N/A
2010,Florida                                                     ,,12,3,5,Total Special Education Paraprofessionals                                        ,11466,3440.6,14906.6,          N/A,          N/A,          N/A
2010,Florida                                                     ,,12,3,5,Audiologists                                                                     ,          N/A,          N/A,          N/A,61.6,0,61.6
2010,Florida                                                     ,,12,3,5,Speech-Language Pathologists                                                     ,          N/A,          N/A,          N/A,2926.4,93.6,3020
2010,Florida                                                     ,,12,3,5,Interpreters                                                                     ,          N/A,          N/A,          N/A,471,38,509
2010,Florida                                                     ,,12,3,5,Psychologists                                                                    ,          N/A,          N/A,          N/A,1208.8,1.2,1210
2010,Florida                                                     ,,12,3,5,Occupational Therapists                                                          ,          N/A,          N/A,          N/A,582.7,20.1,602.8
2010,Florida                                                     ,,12,3,5,Physical Therapists                                                              ,          N/A,          N/A,          N/A,226.2,5.4,231.6
2010,Florida                                                     ,,12,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/A,          N/A,          N/A,190.7,0,190.7
2010,Florida                                                     ,,12,3,5,Social Workers                                                                   ,          N/A,          N/A,          N/A,522.7,0,522.7
2010,Florida                                                     ,,12,3,5,Medical/Nursing Service Staff                                                    ,          N/A,          N/A,          N/A,1148.6,1,1149.6
2010,Florida                                                     ,,12,3,5,Counselors and Rehabilitation Counselors                                         ,          N/A,          N/A,          N/A,604.8,6.3,611.1
2010,Florida                                                     ,,12,3,5,Orientation and Mobility Specialists                                             ,          N/A,          N/A,          N/A,86,0,86
2010,Georgia                                                     ,,13,3,5,Special Education Teachers for Ages 3-5                                          ,783.3,62.7,846,          N/A,          N/A,          N/A
2010,Georgia                                                     ,,13,3,5,Special Education Teachers for Ages 6-21                                         ,15401.3,1282.7,16684,          N/A,          N/A,          N/A
2010,Georgia                                                     ,,13,3,5,Total Special Education Teachers                                                 ,16184.6,1345.4,17530,          N/A,          N/A,          N/A
2010,Georgia                                                     ,,13,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,1436.17,0,1436.17,          N/A,          N/A,          N/A
