,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retention of students,Nevada,2,Female,212 ,42.4 ,1-3 ,0.4 ,4 ,0.8 ,120 ,24.0 ,37 ,7.4 ,42 ,8.4 ,0 ,0.0 ,7 ,1.4 ,16 ,3.2 ,1-3 ,0.4 ,95 ,19.0 ,386 ,100.0 
Retention of students,Nevada,,Total,500 ,100.0 ,4 ,0.8 ,6 ,1.2 ,285 ,57.0 ,76 ,15.2 ,109 ,21.8 ,1-3 ,0.4 ,18 ,3.6 ,61 ,12.2 ,4 ,0.8 ,218 ,43.6 ,386 ,100.0 
Retention of students,Nevada,,Male,161 ,59.6 ,1-3 ,0.7 ,6 ,2.2 ,84 ,31.1 ,29 ,10.7 ,32 ,11.9 ,1-3 ,0.7 ,6 ,2.2 ,16 ,5.9 ,6 ,2.2 ,71 ,26.3 ,387 ,100.0 
Retention of students,Nevada,3,Female,109 ,40.4 ,1-3 ,0.7 ,1-3 ,0.7 ,61 ,22.6 ,18 ,6.7 ,19 ,7.0 ,1-3 ,0.7 ,5 ,1.9 ,7 ,2.6 ,1-3 ,0.7 ,52 ,19.3 ,387 ,100.0 
Retention of students,Nevada,,Total,270 ,100.0 ,4 ,1.5 ,8 ,3.0 ,145 ,53.7 ,47 ,17.4 ,51 ,18.9 ,4 ,1.5 ,11 ,4.1 ,23 ,8.5 ,8 ,3.0 ,123 ,45.6 ,387 ,100.0 
Retention of students,Nevada,,Male,92 ,60.1 ,4 ,2.6 ,5 ,3.3 ,42 ,27.5 ,10 ,6.5 ,23 ,15.0 ,1-3 ,1.3 ,6 ,3.9 ,19 ,12.4 ,1-3 ,1.3 ,37 ,24.2 ,387 ,100.0 
Retention of students,Nevada,4,Female,61 ,39.9 ,1-3 ,1.3 ,1-3 ,1.3 ,30 ,19.6 ,10 ,6.5 ,15 ,9.8 ,0 ,0.0 ,1-3 ,1.3 ,6 ,3.9 ,0 ,0.0 ,23 ,15.0 ,387 ,100.0 
Retention of students,Nevada,,Total,153 ,100.0 ,6 ,3.9 ,7 ,4.6 ,72 ,47.1 ,20 ,13.1 ,38 ,24.8 ,1-3 ,1.3 ,8 ,5.2 ,25 ,16.3 ,1-3 ,1.3 ,60 ,39.2 ,387 ,100.0 
Retention of students,Nevada,,Male,48 ,59.3 ,0 ,0.0 ,0 ,0.0 ,21 ,25.9 ,4 ,4.9 ,21 ,25.9 ,0 ,0.0 ,1-3 ,2.5 ,12 ,14.8 ,1-3 ,2.5 ,12 ,14.8 ,381 ,100.0 
Retention of students,Nevada,5,Female,33 ,40.7 ,1-3 ,2.5 ,0 ,0.0 ,11 ,13.6 ,1-3 ,2.5 ,16 ,19.8 ,0 ,0.0 ,1-3 ,2.5 ,4 ,4.9 ,0 ,0.0 ,5 ,6.2 ,381 ,100.0 
Retention of students,Nevada,,Total,81 ,100.0 ,1-3 ,2.5 ,0 ,0.0 ,32 ,39.5 ,6 ,7.4 ,37 ,45.7 ,0 ,0.0 ,4 ,4.9 ,16 ,19.8 ,1-3 ,2.5 ,17 ,21.0 ,381 ,100.0 
Retention of students,Nevada,,Male,206 ,68.4 ,1-3 ,0.7 ,1-3 ,0.7 ,95 ,31.6 ,47 ,15.6 ,51 ,16.9 ,1-3 ,0.7 ,7 ,2.3 ,21 ,7.0 ,8 ,2.7 ,51 ,16.9 ,217 ,100.0 
Retention of students,Nevada,6,Female,95 ,31.6 ,1-3 ,0.7 ,1-3 ,0.7 ,34 ,11.3 ,27 ,9.0 ,23 ,7.6 ,1-3 ,0.7 ,5 ,1.7 ,7 ,2.3 ,1-3 ,0.7 ,15 ,5.0 ,217 ,100.0 
Retention of students,Nevada,,Total,301 ,100.0 ,4 ,1.3 ,4 ,1.3 ,129 ,42.9 ,74 ,24.6 ,74 ,24.6 ,4 ,1.3 ,12 ,4.0 ,28 ,9.3 ,10 ,3.3 ,66 ,21.9 ,217 ,100.0 
Retention of students,Nevada,,Male,324 ,66.0 ,4 ,0.8 ,1-3 ,0.4 ,159 ,32.4 ,63 ,12.8 ,78 ,15.9 ,4 ,0.8 ,14 ,2.9 ,39 ,7.9 ,9 ,1.8 ,63 ,12.8 ,166 ,100.0 
Retention of students,Nevada,7,Female,167 ,34.0 ,5 ,1.0 ,1-3 ,0.4 ,75 ,15.3 ,38 ,7.7 ,37 ,7.5 ,1-3 ,0.4 ,8 ,1.6 ,10 ,2.0 ,1-3 ,0.4 ,25 ,5.1 ,166 ,100.0 
Retention of students,Nevada,,Total,491 ,100.0 ,9 ,1.8 ,4 ,0.8 ,234 ,47.7 ,101 ,20.6 ,115 ,23.4 ,6 ,1.2 ,22 ,4.5 ,49 ,10.0 ,11 ,2.2 ,88 ,17.9 ,166 ,100.0 
Retention of students,Nevada,,Male,269 ,71.0 ,4 ,1.1 ,1-3 ,0.5 ,137 ,36.1 ,50 ,13.2 ,63 ,16.6 ,5 ,1.3 ,8 ,2.1 ,30 ,7.9 ,8 ,2.1 ,36 ,9.5 ,166 ,100.0 
Retention of students,Nevada,8,Female,110 ,29.0 ,1-3 ,0.5 ,1-3 ,0.5 ,51 ,13.5 ,23 ,6.1 ,28 ,7.4 ,1-3 ,0.5 ,1-3 ,0.5 ,10 ,2.6 ,1-3 ,0.5 ,15 ,4.0 ,166 ,100.0 
Retention of students,Nevada,,Total,379 ,100.0 ,6 ,1.6 ,4 ,1.1 ,188 ,49.6 ,73 ,19.3 ,91 ,24.0 ,7 ,1.8 ,10 ,2.6 ,40 ,10.6 ,10 ,2.6 ,51 ,13.5 ,166 ,100.0 
Retention of students,Nevada,,Male,354 ,85.7 ,9 ,2.2 ,4 ,1.0 ,190 ,46.0 ,35 ,8.5 ,108 ,26.2 ,1-3 ,0.5 ,6 ,1.5 ,15 ,3.6 ,1-3 ,0.5 ,1-3 ,0.5 ,145 ,100.0 
Retention of students,Nevada,9,Female,59 ,14.3 ,1-3 ,0.5 ,1-3 ,0.5 ,19 ,4.6 ,1-3 ,0.5 ,32 ,7.7 ,0 ,0.0 ,1-3 ,0.5 ,12 ,2.9 ,1-3 ,0.5 ,1-3 ,0.5 ,145 ,100.0 
Retention of students,Nevada,,Total,413 ,100.0 ,11 ,2.7 ,6 ,1.5 ,209 ,50.6 ,37 ,9.0 ,140 ,33.9 ,1-3 ,0.5 ,8 ,1.9 ,27 ,6.5 ,4 ,1.0 ,4 ,1.0 ,145 ,100.0 
Retention of students,Nevada,,Male,"2,789 ",60.7 ,21 ,0.5 ,106 ,2.3 ,"1,321 ",28.8 ,496 ,10.8 ,705 ,15.3 ,37 ,0.8 ,103 ,2.2 ,421 ,9.2 ,44 ,1.0 ,437 ,9.5 ,143 ,100.0 
Retention of students,Nevada,10,Female,"1,805 ",39.3 ,12 ,0.3 ,59 ,1.3 ,852 ,18.5 ,326 ,7.1 ,451 ,9.8 ,16 ,0.3 ,89 ,1.9 ,193 ,4.2 ,15 ,0.3 ,270 ,5.9 ,143 ,100.0 
Retention of students,Nevada,,Total,"4,594 ",100.0 ,33 ,0.7 ,165 ,3.6 ,"2,173 ",47.3 ,822 ,17.9 ,"1,156 ",25.2 ,53 ,1.2 ,192 ,4.2 ,614 ,13.4 ,59 ,1.3 ,707 ,15.4 ,143 ,100.0 
Retention of students,Nevada,,Male,"3,725 ",59.4 ,33 ,0.5 ,146 ,2.3 ,"1,816 ",28.9 ,612 ,9.8 ,917 ,14.6 ,49 ,0.8 ,152 ,2.4 ,576 ,9.2 ,46 ,0.7 ,535 ,8.5 ,148 ,100.0 
Retention of students,Nevada,11,Female,"2,550 ",40.6 ,15 ,0.2 ,95 ,1.5 ,"1,305 ",20.8 ,418 ,6.7 ,565 ,9.0 ,38 ,0.6 ,114 ,1.8 ,238 ,3.8 ,25 ,0.4 ,345 ,5.5 ,148 ,100.0 
Retention of students,Nevada,,Total,"6,275 ",100.0 ,48 ,0.8 ,241 ,3.8 ,"3,121 ",49.7 ,"1,030 ",16.4 ,"1,482 ",23.6 ,87 ,1.4 ,266 ,4.2 ,814 ,13.0 ,71 ,1.1 ,880 ,14.0 ,148 ,100.0 
Retention of students,Nevada,,Male,"3,348 ",63.1 ,30 ,0.6 ,120 ,2.3 ,"1,588 ",29.9 ,581 ,10.9 ,874 ,16.5 ,32 ,0.6 ,123 ,2.3 ,649 ,12.2 ,37 ,0.7 ,465 ,8.8 ,144 ,100.0 
Retention of students,Nevada,12,Female,"1,960 ",36.9 ,10 ,0.2 ,56 ,1.1 ,959 ,18.1 ,340 ,6.4 ,471 ,8.9 ,32 ,0.6 ,92 ,1.7 ,226 ,4.3 ,28 ,0.5 ,225 ,4.2 ,144 ,100.0 
Retention of students,Nevada,,Total,"5,308 ",100.0 ,40 ,0.8 ,176 ,3.3 ,"2,547 ",48.0 ,921 ,17.4 ,"1,345 ",25.3 ,64 ,1.2 ,215 ,4.1 ,875 ,16.5 ,65 ,1.2 ,690 ,13.0 ,144 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads:  Of all 480 public school students retained in kindergarten, 7 (1.5%) were American Indian or Alaska Native, 70 (14.6%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 4 (0.8%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2011-12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx",,,,,,,,,,,,,,,,,,,,,,,,,,
