Year,State,NatIon_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2007,Arizona                                      ,,4,4,8,Special Education Paraprofessionals for Ages 6-21                                ,"5,845.00","1,829.00","7,674.00",          N/V,          N/V,          N/V
2007,Arizona                                      ,,4,4,8,Total Special Education Paraprofessionals                                        ,"6,639.00","2,115.00","8,754.00",          N/V,          N/V,          N/V
2007,Arizona                                      ,,4,4,8,Audiologists                                                                     ,          N/V,          N/V,          N/V,44,2,47
2007,Arizona                                      ,,4,4,8,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,243.00",57,"1,300.00"
2007,Arizona                                      ,,4,4,8,Interpreters                                                                     ,          N/V,          N/V,          N/V,157,96,253
2007,Arizona                                      ,,4,4,8,Psychologists                                                                    ,          N/V,          N/V,          N/V,859,24,883
2007,Arizona                                      ,,4,4,8,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,349,6,355
2007,Arizona                                      ,,4,4,8,Physical Therapists                                                              ,          N/V,          N/V,          N/V,162,5,167
2007,Arizona                                      ,,4,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,195,14,208
2007,Arizona                                      ,,4,4,8,Social Workers                                                                   ,          N/V,          N/V,          N/V,208,6,215
2007,Arizona                                      ,,4,4,8,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,545,128,673
2007,Arizona                                      ,,4,4,8,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,557,26,583
2007,Arizona                                      ,,4,4,8,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,43,0,43
2007,Arkansas                                     ,,5,3,7,Special Education Teachers for Ages 3-5                                          ,495,82,577,          N/V,          N/V,          N/V
2007,Arkansas                                     ,,5,3,7,Special Education Teachers for Ages 6-21                                         ,"3,510.00",298,"3,809.00",          N/V,          N/V,          N/V
2007,Arkansas                                     ,,5,3,7,Total Special Education Teachers                                                 ,"4,005.00",381,"4,386.00",          N/V,          N/V,          N/V
2007,Arkansas                                     ,,5,3,7,Special Education Paraprofessionals for Ages 3-5                                 ,542,280,822,          N/V,          N/V,          N/V
2007,Arkansas                                     ,,5,3,7,Special Education Paraprofessionals for Ages 6-21                                ,"2,094.00",310,"2,404.00",          N/V,          N/V,          N/V
2007,Arkansas                                     ,,5,3,7,Total Special Education Paraprofessionals                                        ,"2,636.00",590,"3,227.00",          N/V,          N/V,          N/V
2007,Arkansas                                     ,,5,3,7,Audiologists                                                                     ,          N/V,          N/V,          N/V,5,0,5
2007,Arkansas                                     ,,5,3,7,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Arkansas                                     ,,5,3,7,Interpreters                                                                     ,          N/V,          N/V,          N/V,39,9,47
2007,Arkansas                                     ,,5,3,7,Psychologists                                                                    ,          N/V,          N/V,          N/V,172,1,173
2007,Arkansas                                     ,,5,3,7,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,211,8,219
2007,Arkansas                                     ,,5,3,7,Physical Therapists                                                              ,          N/V,          N/V,          N/V,134,6,139
2007,Arkansas                                     ,,5,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,1,0,1
2007,Arkansas                                     ,,5,3,7,Social Workers                                                                   ,          N/V,          N/V,          N/V,14,6,20
2007,Arkansas                                     ,,5,3,7,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,63,6,69
2007,Arkansas                                     ,,5,3,7,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,25,3,27
2007,Arkansas                                     ,,5,3,7,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,31,15,46
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Teachers for Ages 3-5                                          ,30,5,35,          N/V,          N/V,          N/V
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Teachers for Ages 6-21                                         ,441,38,479,          N/V,          N/V,          N/V
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Total Special Education Teachers                                                 ,471,43,514,          N/V,          N/V,          N/V
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Paraprofessionals for Ages 3-5                                 ,29,9,38,          N/V,          N/V,          N/V
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Paraprofessionals for Ages 6-21                                ,518,20,538,          N/V,          N/V,          N/V
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Total Special Education Paraprofessionals                                        ,547,29,576,          N/V,          N/V,          N/V
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Audiologists                                                                     ,          N/V,          N/V,          N/V,12,0,12
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,120,5,125
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Interpreters                                                                     ,          N/V,          N/V,          N/V,4,0,4
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Psychologists                                                                    ,          N/V,          N/V,          N/V,104,3,107
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,60,0,60
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Physical Therapists                                                              ,          N/V,          N/V,          N/V,36,1,37
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,22,4,26
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Social Workers                                                                   ,          N/V,          N/V,          N/V,25,1,26
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,20,0,20
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,79,2,81
2007,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,0,0,0
2007,California                                   ,,6,4,9,Special Education Teachers for Ages 3-5                                          ,"1,874.00",160,"2,034.00",          N/V,          N/V,          N/V
2007,California                                   ,,6,4,9,Special Education Teachers for Ages 6-21                                         ,"18,090.00","2,137.00","20,227.00",          N/V,          N/V,          N/V
2007,California                                   ,,6,4,9,Total Special Education Teachers                                                 ,"19,963.00","2,297.00","22,261.00",          N/V,          N/V,          N/V
2007,California                                   ,,6,4,9,Special Education Paraprofessionals for Ages 3-5                                 ,"3,287.00",630,"3,917.00",          N/V,          N/V,          N/V
2007,California                                   ,,6,4,9,Special Education Paraprofessionals for Ages 6-21                                ,"36,684.00","7,576.00","44,260.00",          N/V,          N/V,          N/V
2007,California                                   ,,6,4,9,Total Special Education Paraprofessionals                                        ,"39,971.00","8,206.00","48,177.00",          N/V,          N/V,          N/V
2007,California                                   ,,6,4,9,Audiologists                                                                     ,          N/V,          N/V,          N/V,122,3,124
2007,California                                   ,,6,4,9,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"5,057.00",280,"5,337.00"
2007,California                                   ,,6,4,9,Interpreters                                                                     ,          N/V,          N/V,          N/V,654,111,765
2007,California                                   ,,6,4,9,Psychologists                                                                    ,          N/V,          N/V,          N/V,"4,177.00",81,"4,257.00"
2007,California                                   ,,6,4,9,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,"1,047.00",18,"1,065.00"
2007,California                                   ,,6,4,9,Physical Therapists                                                              ,          N/V,          N/V,          N/V,152,6,158
2007,California                                   ,,6,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,"1,031.00",61,"1,091.00"
2007,California                                   ,,6,4,9,Social Workers                                                                   ,          N/V,          N/V,          N/V,163,1,163
2007,California                                   ,,6,4,9,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,"1,432.00",108,"1,540.00"
2007,California                                   ,,6,4,9,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,653,37,690
2007,California                                   ,,6,4,9,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,254,1,254
2007,Colorado                                     ,,8,4,8,Special Education Teachers for Ages 3-5                                          ,253,57,311,          N/V,          N/V,          N/V
2007,Colorado                                     ,,8,4,8,Special Education Teachers for Ages 6-21                                         ,"4,422.00",504,"4,926.00",          N/V,          N/V,          N/V
2007,Colorado                                     ,,8,4,8,Total Special Education Teachers                                                 ,"4,675.00",561,"5,236.00",          N/V,          N/V,          N/V
2007,Colorado                                     ,,8,4,8,Special Education Paraprofessionals for Ages 3-5                                 ,358,0,358,          N/V,          N/V,          N/V
2007,Colorado                                     ,,8,4,8,Special Education Paraprofessionals for Ages 6-21                                ,"5,997.00",0,"5,997.00",          N/V,          N/V,          N/V
2007,Colorado                                     ,,8,4,8,Total Special Education Paraprofessionals                                        ,"6,354.00",0,"6,354.00",          N/V,          N/V,          N/V
2007,Colorado                                     ,,8,4,8,Audiologists                                                                     ,          N/V,          N/V,          N/V,54,3,58
2007,Colorado                                     ,,8,4,8,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,897,47,943
2007,Colorado                                     ,,8,4,8,Interpreters                                                                     ,          N/V,          N/V,          N/V,126,42,168
2007,Colorado                                     ,,8,4,8,Psychologists                                                                    ,          N/V,          N/V,          N/V,606,24,629
2007,Colorado                                     ,,8,4,8,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,309,6,315
2007,Colorado                                     ,,8,4,8,Physical Therapists                                                              ,          N/V,          N/V,          N/V,87,6,93
2007,Colorado                                     ,,8,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,35,3,39
2007,Colorado                                     ,,8,4,8,Social Workers                                                                   ,          N/V,          N/V,          N/V,312,20,332
2007,Colorado                                     ,,8,4,8,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,197,30,226
2007,Colorado                                     ,,8,4,8,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,33,10,43
2007,Colorado                                     ,,8,4,8,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,6,0,6
2007,Connecticut                                  ,,9,1,1,Special Education Teachers for Ages 3-5                                          ,395,0,395,          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Special Education Teachers for Ages 6-21                                         ,"5,051.00",53,"5,103.00",          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Total Special Education Teachers                                                 ,"5,446.00",53,"5,498.00",          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Special Education Paraprofessionals for Ages 3-5                                 ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Special Education Paraprofessionals for Ages 6-21                                ,"8,828.00",0,"8,828.00",          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Total Special Education Paraprofessionals                                        ,"8,828.00",0,"8,828.00",          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Audiologists                                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,971,0,971
2007,Connecticut                                  ,,9,1,1,Interpreters                                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Psychologists                                                                    ,          N/V,          N/V,          N/V,895,0,895
2007,Connecticut                                  ,,9,1,1,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Physical Therapists                                                              ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,"1,772.00",          N/V,"1,772.00"
2007,Connecticut                                  ,,9,1,1,Social Workers                                                                   ,          N/V,          N/V,          N/V,757,0,757
2007,Connecticut                                  ,,9,1,1,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Connecticut                                  ,,9,1,1,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,"1,386.00",0,"1,386.00"
2007,Connecticut                                  ,,9,1,1,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Delaware                                     ,,10,3,5,Special Education Teachers for Ages 3-5                                          ,117,3,120,          N/V,          N/V,          N/V
2007,Delaware                                     ,,10,3,5,Special Education Teachers for Ages 6-21                                         ,810,699,"1,509.00",          N/V,          N/V,          N/V
2007,Delaware                                     ,,10,3,5,Total Special Education Teachers                                                 ,927,702,"1,629.00",          N/V,          N/V,          N/V
2007,Delaware                                     ,,10,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,0,145,145,          N/V,          N/V,          N/V
2007,Delaware                                     ,,10,3,5,Special Education Paraprofessionals for Ages 6-21                                ,822,37,859,          N/V,          N/V,          N/V
2007,Delaware                                     ,,10,3,5,Total Special Education Paraprofessionals                                        ,822,182,"1,004.00",          N/V,          N/V,          N/V
2007,Delaware                                     ,,10,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,2,15,17
2007,Delaware                                     ,,10,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,4,124,128
2007,Delaware                                     ,,10,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,0,0,0
2007,Delaware                                     ,,10,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,94,26,120
2007,Delaware                                     ,,10,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,0,29,29
2007,Delaware                                     ,,10,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,0,10,10
2007,Delaware                                     ,,10,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,0,0,0
2007,Delaware                                     ,,10,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,0,0,0
2007,Delaware                                     ,,10,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,0,0,0
2007,Delaware                                     ,,10,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,0,0,0
2007,Delaware                                     ,,10,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,0,0,0
2007,District of Columbia                         ,,11,3,5,Special Education Teachers for Ages 3-5                                          ,17,1,18,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Special Education Teachers for Ages 6-21                                         ,431,125,556,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Total Special Education Teachers                                                 ,448,126,574,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,35,17,52,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Special Education Paraprofessionals for Ages 6-21                                ,450,479,929,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Total Special Education Paraprofessionals                                        ,485,496,981,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,0,0,0
2007,District of Columbia                         ,,11,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,19,3,22
2007,District of Columbia                         ,,11,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,13,8,21
2007,District of Columbia                         ,,11,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,38,8,46
2007,District of Columbia                         ,,11,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,District of Columbia                         ,,11,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,152,31,183
2007,District of Columbia                         ,,11,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Florida                                      ,,12,3,5,Special Education Teachers for Ages 3-5                                          ,18,"1,453.00","1,471.00",          N/V,          N/V,          N/V
2007,Florida                                      ,,12,3,5,Special Education Teachers for Ages 6-21                                         ,"10,385.00","6,218.00","16,603.00",          N/V,          N/V,          N/V
2007,Florida                                      ,,12,3,5,Total Special Education Teachers                                                 ,"10,403.00","7,671.00","18,074.00",          N/V,          N/V,          N/V
2007,Florida                                      ,,12,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,690,785,"1,475.00",          N/V,          N/V,          N/V
2007,Florida                                      ,,12,3,5,Special Education Paraprofessionals for Ages 6-21                                ,"5,761.00","7,034.00","12,795.00",          N/V,          N/V,          N/V
2007,Florida                                      ,,12,3,5,Total Special Education Paraprofessionals                                        ,"6,451.00","7,819.00","14,270.00",          N/V,          N/V,          N/V
2007,Florida                                      ,,12,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,60,0,60
2007,Florida                                      ,,12,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"2,749.00",29,"2,778.00"
2007,Florida                                      ,,12,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,457,29,486
2007,Florida                                      ,,12,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,852,3,854
2007,Florida                                      ,,12,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,586,3,589
2007,Florida                                      ,,12,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,223,1,224
2007,Florida                                      ,,12,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,234,1,235
2007,Florida                                      ,,12,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,395,1,396
2007,Florida                                      ,,12,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,"1,053.00",4,"1,057.00"
2007,Florida                                      ,,12,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,426,1,427
2007,Florida                                      ,,12,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,83,0,83
2007,Georgia                                      ,,13,3,5,Special Education Teachers for Ages 3-5                                          ,759,23,782,          N/V,          N/V,          N/V
2007,Georgia                                      ,,13,3,5,Special Education Teachers for Ages 6-21                                         ,"15,392.00",997,"16,388.00",          N/V,          N/V,          N/V
2007,Georgia                                      ,,13,3,5,Total Special Education Teachers                                                 ,"16,150.00","1,020.00","17,170.00",          N/V,          N/V,          N/V
2007,Georgia                                      ,,13,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,781,0,781,          N/V,          N/V,          N/V
2007,Georgia                                      ,,13,3,5,Special Education Paraprofessionals for Ages 6-21                                ,"12,171.00",0,"12,171.00",          N/V,          N/V,          N/V
2007,Georgia                                      ,,13,3,5,Total Special Education Paraprofessionals                                        ,"12,952.00",0,"12,952.00",          N/V,          N/V,          N/V
2007,Georgia                                      ,,13,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,26,0,26
2007,Georgia                                      ,,13,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"2,016.00",0,"2,016.00"
2007,Georgia                                      ,,13,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,64,188,252
2007,Georgia                                      ,,13,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,743,0,743
2007,Georgia                                      ,,13,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,294,0,294
2007,Georgia                                      ,,13,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,110,0,110
2007,Georgia                                      ,,13,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,88,0,88
2007,Georgia                                      ,,13,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,110,0,110
2007,Georgia                                      ,,13,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,55,0,55
2007,Georgia                                      ,,13,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,24,0,24
