,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retention of students,Connecticut,2,Female,216 ,45.5 ,1-3 ,0.4 ,1-3 ,0.4 ,90 ,18.9 ,53 ,11.2 ,67 ,14.1 ,0 ,0.0 ,1-3 ,0.4 ,24 ,5.1 ,1-3 ,0.4 ,36 ,7.6 ,586 ,100.0 
Retention of students,Connecticut,,Total,475 ,100.0 ,4 ,0.8 ,13 ,2.7 ,186 ,39.2 ,121 ,25.5 ,144 ,30.3 ,0 ,0.0 ,7 ,1.5 ,58 ,12.2 ,7 ,1.5 ,72 ,15.2 ,586 ,100.0 
Retention of students,Connecticut,,Male,134 ,51.0 ,0 ,0.0 ,1-3 ,0.8 ,55 ,20.9 ,42 ,16.0 ,30 ,11.4 ,0 ,0.0 ,5 ,1.9 ,13 ,4.9 ,1-3 ,0.8 ,28 ,10.6 ,589 ,100.0 
Retention of students,Connecticut,3,Female,129 ,49.0 ,0 ,0.0 ,1-3 ,0.8 ,56 ,21.3 ,45 ,17.1 ,22 ,8.4 ,0 ,0.0 ,4 ,1.5 ,6 ,2.3 ,1-3 ,0.8 ,27 ,10.3 ,589 ,100.0 
Retention of students,Connecticut,,Total,263 ,100.0 ,0 ,0.0 ,4 ,1.5 ,111 ,42.2 ,87 ,33.1 ,52 ,19.8 ,0 ,0.0 ,9 ,3.4 ,19 ,7.2 ,4 ,1.5 ,55 ,20.9 ,589 ,100.0 
Retention of students,Connecticut,,Male,43 ,48.9 ,0 ,0.0 ,1-3 ,2.3 ,17 ,19.3 ,13 ,14.8 ,11 ,12.5 ,0 ,0.0 ,0 ,0.0 ,7 ,8.0 ,1-3 ,2.3 ,8 ,9.1 ,583 ,100.0 
Retention of students,Connecticut,4,Female,45 ,51.1 ,0 ,0.0 ,0 ,0.0 ,18 ,20.5 ,17 ,19.3 ,10 ,11.4 ,0 ,0.0 ,0 ,0.0 ,7 ,8.0 ,0 ,0.0 ,5 ,5.7 ,583 ,100.0 
Retention of students,Connecticut,,Total,88 ,100.0 ,0 ,0.0 ,1-3 ,2.3 ,35 ,39.8 ,30 ,34.1 ,21 ,23.9 ,0 ,0.0 ,0 ,0.0 ,14 ,15.9 ,1-3 ,2.3 ,13 ,14.8 ,583 ,100.0 
Retention of students,Connecticut,,Male,56 ,65.1 ,0 ,0.0 ,0 ,0.0 ,23 ,26.7 ,19 ,22.1 ,14 ,16.3 ,0 ,0.0 ,0 ,0.0 ,9 ,10.5 ,1-3 ,2.3 ,11 ,12.8 ,539 ,100.0 
Retention of students,Connecticut,5,Female,30 ,34.9 ,0 ,0.0 ,0 ,0.0 ,7 ,8.1 ,15 ,17.4 ,8 ,9.3 ,0 ,0.0 ,0 ,0.0 ,5 ,5.8 ,0 ,0.0 ,1-3 ,2.3 ,539 ,100.0 
Retention of students,Connecticut,,Total,86 ,100.0 ,0 ,0.0 ,0 ,0.0 ,30 ,34.9 ,34 ,39.5 ,22 ,25.6 ,0 ,0.0 ,0 ,0.0 ,14 ,16.3 ,1-3 ,2.3 ,13 ,15.1 ,539 ,100.0 
Retention of students,Connecticut,,Male,83 ,70.9 ,0 ,0.0 ,0 ,0.0 ,26 ,22.2 ,33 ,28.2 ,22 ,18.8 ,0 ,0.0 ,1-3 ,1.7 ,11 ,9.4 ,4 ,3.4 ,7 ,6.0 ,372 ,100.0 
Retention of students,Connecticut,6,Female,34 ,29.1 ,1-3 ,1.7 ,1-3 ,1.7 ,14 ,12.0 ,12 ,10.3 ,4 ,3.4 ,0 ,0.0 ,0 ,0.0 ,4 ,3.4 ,0 ,0.0 ,1-3 ,1.7 ,372 ,100.0 
Retention of students,Connecticut,,Total,117 ,100.0 ,1-3 ,1.7 ,1-3 ,1.7 ,40 ,34.2 ,45 ,38.5 ,26 ,22.2 ,0 ,0.0 ,1-3 ,1.7 ,15 ,12.8 ,4 ,3.4 ,9 ,7.7 ,372 ,100.0 
Retention of students,Connecticut,,Male,134 ,69.1 ,0 ,0.0 ,4 ,2.1 ,40 ,20.6 ,43 ,22.2 ,45 ,23.2 ,0 ,0.0 ,1-3 ,1.0 ,25 ,12.9 ,1-3 ,1.0 ,7 ,3.6 ,321 ,100.0 
Retention of students,Connecticut,7,Female,60 ,30.9 ,0 ,0.0 ,1-3 ,1.0 ,19 ,9.8 ,24 ,12.4 ,15 ,7.7 ,0 ,0.0 ,0 ,0.0 ,10 ,5.2 ,1-3 ,1.0 ,7 ,3.6 ,321 ,100.0 
Retention of students,Connecticut,,Total,194 ,100.0 ,0 ,0.0 ,6 ,3.1 ,59 ,30.4 ,67 ,34.5 ,60 ,30.9 ,0 ,0.0 ,1-3 ,1.0 ,35 ,18.0 ,4 ,2.1 ,14 ,7.2 ,321 ,100.0 
Retention of students,Connecticut,,Male,102 ,65.4 ,0 ,0.0 ,1-3 ,1.3 ,20 ,12.8 ,43 ,27.6 ,37 ,23.7 ,0 ,0.0 ,0 ,0.0 ,23 ,14.7 ,6 ,3.8 ,4 ,2.6 ,317 ,100.0 
Retention of students,Connecticut,8,Female,54 ,34.6 ,0 ,0.0 ,1-3 ,1.3 ,19 ,12.2 ,18 ,11.5 ,13 ,8.3 ,0 ,0.0 ,1-3 ,1.3 ,10 ,6.4 ,1-3 ,1.3 ,1-3 ,1.3 ,317 ,100.0 
Retention of students,Connecticut,,Total,156 ,100.0 ,0 ,0.0 ,4 ,2.6 ,39 ,25.0 ,61 ,39.1 ,50 ,32.1 ,0 ,0.0 ,1-3 ,1.3 ,33 ,21.2 ,8 ,5.1 ,6 ,3.8 ,317 ,100.0 
Retention of students,Connecticut,,Male,"1,849 ",59.1 ,9 ,0.3 ,18 ,0.6 ,665 ,21.2 ,491 ,15.7 ,637 ,20.3 ,0 ,0.0 ,29 ,0.9 ,344 ,11.0 ,56 ,1.8 ,215 ,6.9 ,245 ,100.0 
Retention of students,Connecticut,9,Female,"1,282 ",40.9 ,5 ,0.2 ,12 ,0.4 ,496 ,15.8 ,322 ,10.3 ,425 ,13.6 ,1-3 ,0.1 ,20 ,0.6 ,187 ,6.0 ,27 ,0.9 ,172 ,5.5 ,245 ,100.0 
Retention of students,Connecticut,,Total,"3,131 ",100.0 ,14 ,0.4 ,30 ,1.0 ,"1,161 ",37.1 ,813 ,26.0 ,"1,062 ",33.9 ,1-3 ,0.1 ,49 ,1.6 ,531 ,17.0 ,83 ,2.7 ,387 ,12.4 ,245 ,100.0 
Retention of students,Connecticut,,Male,868 ,60.4 ,4 ,0.3 ,10 ,0.7 ,251 ,17.5 ,210 ,14.6 ,367 ,25.6 ,0 ,0.0 ,26 ,1.8 ,187 ,13.0 ,35 ,2.4 ,71 ,4.9 ,244 ,100.0 
Retention of students,Connecticut,10,Female,568 ,39.6 ,5 ,0.3 ,7 ,0.5 ,197 ,13.7 ,120 ,8.4 ,222 ,15.5 ,1-3 ,0.1 ,15 ,1.0 ,76 ,5.3 ,18 ,1.3 ,55 ,3.8 ,244 ,100.0 
Retention of students,Connecticut,,Total,"1,436 ",100.0 ,9 ,0.6 ,17 ,1.2 ,448 ,31.2 ,330 ,23.0 ,589 ,41.0 ,1-3 ,0.1 ,41 ,2.9 ,263 ,18.3 ,53 ,3.7 ,126 ,8.8 ,244 ,100.0 
Retention of students,Connecticut,,Male,820 ,62.8 ,9 ,0.7 ,14 ,1.1 ,217 ,16.6 ,229 ,17.5 ,335 ,25.7 ,0 ,0.0 ,16 ,1.2 ,150 ,11.5 ,34 ,2.6 ,59 ,4.5 ,243 ,100.0 
Retention of students,Connecticut,11,Female,485 ,37.2 ,1-3 ,0.2 ,1-3 ,0.2 ,160 ,12.3 ,120 ,9.2 ,194 ,14.9 ,0 ,0.0 ,7 ,0.5 ,45 ,3.4 ,13 ,1.0 ,50 ,3.8 ,243 ,100.0 
Retention of students,Connecticut,,Total,"1,305 ",100.0 ,11 ,0.8 ,16 ,1.2 ,377 ,28.9 ,349 ,26.7 ,529 ,40.5 ,0 ,0.0 ,23 ,1.8 ,195 ,14.9 ,47 ,3.6 ,109 ,8.4 ,243 ,100.0 
Retention of students,Connecticut,,Male,659 ,61.5 ,1-3 ,0.2 ,18 ,1.7 ,165 ,15.4 ,117 ,10.9 ,340 ,31.7 ,1-3 ,0.2 ,15 ,1.4 ,272 ,25.4 ,19 ,1.8 ,40 ,3.7 ,246 ,100.0 
Retention of students,Connecticut,12,Female,413 ,38.5 ,1-3 ,0.2 ,13 ,1.2 ,113 ,10.5 ,85 ,7.9 ,191 ,17.8 ,0 ,0.0 ,9 ,0.8 ,166 ,15.5 ,8 ,0.7 ,38 ,3.5 ,246 ,100.0 
Retention of students,Connecticut,,Total,"1,072 ",100.0 ,4 ,0.4 ,31 ,2.9 ,278 ,25.9 ,202 ,18.8 ,531 ,49.5 ,1-3 ,0.2 ,24 ,2.2 ,438 ,40.9 ,27 ,2.5 ,78 ,7.3 ,246 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads:  Of all 1,507 public school students retained in kindergarten, 7 (0.5%) were American Indian or Alaska Native, 204 (13.5%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 7 (0.5%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2011-12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx",,,,,,,,,,,,,,,,,,,,,,,,,,
