Year,State,NatIon_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2008,Alaska                                       ,,2,4,9,Total Special Education Paraprofessionals                                        ,"1,297.00",41,"1,338.00",          N/V,          N/V,          N/V
2008,Alaska                                       ,,2,4,9,Audiologists                                                                     ,          N/V,          N/V,          N/V,3,0,3
2008,Alaska                                       ,,2,4,9,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,152,9,160
2008,Alaska                                       ,,2,4,9,Interpreters                                                                     ,          N/V,          N/V,          N/V,18,0,18
2008,Alaska                                       ,,2,4,9,Psychologists                                                                    ,          N/V,          N/V,          N/V,74,4,79
2008,Alaska                                       ,,2,4,9,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,39,1,40
2008,Alaska                                       ,,2,4,9,Physical Therapists                                                              ,          N/V,          N/V,          N/V,13,0,13
2008,Alaska                                       ,,2,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,11,0,11
2008,Alaska                                       ,,2,4,9,Social Workers                                                                   ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Alaska                                       ,,2,4,9,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,13,0,13
2008,Alaska                                       ,,2,4,9,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,0,1,1
2008,Alaska                                       ,,2,4,9,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,10,3,12
2008,American Samoa                               ,,60,,,Special Education Teachers for Ages 3-5                                          ,6,18,24,          N/V,          N/V,          N/V
2008,American Samoa                               ,,60,,,Special Education Teachers for Ages 6-21                                         ,60,101,161,          N/V,          N/V,          N/V
2008,American Samoa                               ,,60,,,Total Special Education Teachers                                                 ,66,119,185,          N/V,          N/V,          N/V
2008,American Samoa                               ,,60,,,Special Education Paraprofessionals for Ages 3-5                                 ,0,0,0,          N/V,          N/V,          N/V
2008,American Samoa                               ,,60,,,Special Education Paraprofessionals for Ages 6-21                                ,0,5,5,          N/V,          N/V,          N/V
2008,American Samoa                               ,,60,,,Total Special Education Paraprofessionals                                        ,0,5,5,          N/V,          N/V,          N/V
2008,American Samoa                               ,,60,,,Audiologists                                                                     ,          N/V,          N/V,          N/V,0,0,0
2008,American Samoa                               ,,60,,,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,3,2,5
2008,American Samoa                               ,,60,,,Interpreters                                                                     ,          N/V,          N/V,          N/V,0,0,0
2008,American Samoa                               ,,60,,,Psychologists                                                                    ,          N/V,          N/V,          N/V,6,3,9
2008,American Samoa                               ,,60,,,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,1,0,1
2008,American Samoa                               ,,60,,,Physical Therapists                                                              ,          N/V,          N/V,          N/V,1,0,1
2008,American Samoa                               ,,60,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,0,0,0
2008,American Samoa                               ,,60,,,Social Workers                                                                   ,          N/V,          N/V,          N/V,1,0,1
2008,American Samoa                               ,,60,,,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,0,1,1
2008,American Samoa                               ,,60,,,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,1,4,5
2008,American Samoa                               ,,60,,,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,0,3,3
2008,Arizona                                      ,,4,4,8,Special Education Teachers for Ages 3-5                                          ,574,149,722,          N/V,          N/V,          N/V
2008,Arizona                                      ,,4,4,8,Special Education Teachers for Ages 6-21                                         ,"5,454.00",826,"6,280.00",          N/V,          N/V,          N/V
2008,Arizona                                      ,,4,4,8,Total Special Education Teachers                                                 ,"6,027.00",975,"7,002.00",          N/V,          N/V,          N/V
2008,Arizona                                      ,,4,4,8,Special Education Paraprofessionals for Ages 3-5                                 ,772,255,"1,027.00",          N/V,          N/V,          N/V
2008,Arizona                                      ,,4,4,8,Special Education Paraprofessionals for Ages 6-21                                ,"6,413.00","1,555.00","7,969.00",          N/V,          N/V,          N/V
2008,Arizona                                      ,,4,4,8,Total Special Education Paraprofessionals                                        ,"7,185.00","1,810.00","8,995.00",          N/V,          N/V,          N/V
2008,Arizona                                      ,,4,4,8,Audiologists                                                                     ,          N/V,          N/V,          N/V,37,4,41
2008,Arizona                                      ,,4,4,8,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,255.00",51,"1,306.00"
2008,Arizona                                      ,,4,4,8,Interpreters                                                                     ,          N/V,          N/V,          N/V,136,60,196
2008,Arizona                                      ,,4,4,8,Psychologists                                                                    ,          N/V,          N/V,          N/V,816,21,837
2008,Arizona                                      ,,4,4,8,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,318,19,337
2008,Arizona                                      ,,4,4,8,Physical Therapists                                                              ,          N/V,          N/V,          N/V,140,3,143
2008,Arizona                                      ,,4,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,279,27,307
2008,Arizona                                      ,,4,4,8,Social Workers                                                                   ,          N/V,          N/V,          N/V,192,6,198
2008,Arizona                                      ,,4,4,8,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,502,111,613
2008,Arizona                                      ,,4,4,8,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,508,15,523
2008,Arizona                                      ,,4,4,8,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,40,1,41
2008,Arkansas                                     ,,5,3,7,Special Education Teachers for Ages 3-5                                          ,503,106,609,          N/V,          N/V,          N/V
2008,Arkansas                                     ,,5,3,7,Special Education Teachers for Ages 6-21                                         ,"3,542.00",291,"3,833.00",          N/V,          N/V,          N/V
2008,Arkansas                                     ,,5,3,7,Total Special Education Teachers                                                 ,"4,045.00",397,"4,442.00",          N/V,          N/V,          N/V
2008,Arkansas                                     ,,5,3,7,Special Education Paraprofessionals for Ages 3-5                                 ,622,203,825,          N/V,          N/V,          N/V
2008,Arkansas                                     ,,5,3,7,Special Education Paraprofessionals for Ages 6-21                                ,"2,099.00",263,"2,362.00",          N/V,          N/V,          N/V
2008,Arkansas                                     ,,5,3,7,Total Special Education Paraprofessionals                                        ,"2,722.00",466,"3,188.00",          N/V,          N/V,          N/V
2008,Arkansas                                     ,,5,3,7,Audiologists                                                                     ,          N/V,          N/V,          N/V,6,0,6
2008,Arkansas                                     ,,5,3,7,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Arkansas                                     ,,5,3,7,Interpreters                                                                     ,          N/V,          N/V,          N/V,42,2,44
2008,Arkansas                                     ,,5,3,7,Psychologists                                                                    ,          N/V,          N/V,          N/V,168,1,169
2008,Arkansas                                     ,,5,3,7,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,226,3,229
2008,Arkansas                                     ,,5,3,7,Physical Therapists                                                              ,          N/V,          N/V,          N/V,135,3,138
2008,Arkansas                                     ,,5,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,1,0,1
2008,Arkansas                                     ,,5,3,7,Social Workers                                                                   ,          N/V,          N/V,          N/V,14,3,17
2008,Arkansas                                     ,,5,3,7,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,67,1,68
2008,Arkansas                                     ,,5,3,7,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,26,2,28
2008,Arkansas                                     ,,5,3,7,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,27,4,31
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Teachers for Ages 3-5                                          ,23,2,25,          N/V,          N/V,          N/V
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Teachers for Ages 6-21                                         ,467,31,498,          N/V,          N/V,          N/V
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Total Special Education Teachers                                                 ,490,33,523,          N/V,          N/V,          N/V
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Paraprofessionals for Ages 3-5                                 ,34,3,37,          N/V,          N/V,          N/V
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Special Education Paraprofessionals for Ages 6-21                                ,641,32,673,          N/V,          N/V,          N/V
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Total Special Education Paraprofessionals                                        ,676,35,711,          N/V,          N/V,          N/V
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Audiologists                                                                     ,          N/V,          N/V,          N/V,12,0,12
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,120,4,123
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Interpreters                                                                     ,          N/V,          N/V,          N/V,2,0,2
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Psychologists                                                                    ,          N/V,          N/V,          N/V,75,1,76
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,63,0,63
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Physical Therapists                                                              ,          N/V,          N/V,          N/V,33,0,33
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,24,5,29
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Social Workers                                                                   ,          N/V,          N/V,          N/V,32,1,33
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,25,2,27
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,73,2,75
2008,Bur. of Indian Affairs                       ,AI_Territory_National,,,,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,5,0,5
2008,California                                   ,,6,4,9,Special Education Teachers for Ages 3-5                                          ,"1,999.00",218,"2,217.00",          N/V,          N/V,          N/V
2008,California                                   ,,6,4,9,Special Education Teachers for Ages 6-21                                         ,"19,163.00","1,441.00","20,604.00",          N/V,          N/V,          N/V
2008,California                                   ,,6,4,9,Total Special Education Teachers                                                 ,"21,162.00","1,659.00","22,821.00",          N/V,          N/V,          N/V
2008,California                                   ,,6,4,9,Special Education Paraprofessionals for Ages 3-5                                 ,"4,305.00",176,"4,481.00",          N/V,          N/V,          N/V
2008,California                                   ,,6,4,9,Special Education Paraprofessionals for Ages 6-21                                ,"43,597.00","1,975.00","45,572.00",          N/V,          N/V,          N/V
2008,California                                   ,,6,4,9,Total Special Education Paraprofessionals                                        ,"47,902.00","2,151.00","50,053.00",          N/V,          N/V,          N/V
2008,California                                   ,,6,4,9,Audiologists                                                                     ,          N/V,          N/V,          N/V,124,1,125
2008,California                                   ,,6,4,9,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"5,450.00",289,"5,738.00"
2008,California                                   ,,6,4,9,Interpreters                                                                     ,          N/V,          N/V,          N/V,651,99,750
2008,California                                   ,,6,4,9,Psychologists                                                                    ,          N/V,          N/V,          N/V,"4,197.00",52,"4,249.00"
2008,California                                   ,,6,4,9,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,"1,035.00",9,"1,045.00"
2008,California                                   ,,6,4,9,Physical Therapists                                                              ,          N/V,          N/V,          N/V,190,0,190
2008,California                                   ,,6,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,16,0,16
2008,California                                   ,,6,4,9,Social Workers                                                                   ,          N/V,          N/V,          N/V,220,4,224
2008,California                                   ,,6,4,9,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,"1,592.00",92,"1,684.00"
2008,California                                   ,,6,4,9,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,611,30,641
2008,California                                   ,,6,4,9,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,185,0,185
2008,Colorado                                     ,,8,4,8,Special Education Teachers for Ages 3-5                                          ,279,79,357,          N/V,          N/V,          N/V
2008,Colorado                                     ,,8,4,8,Special Education Teachers for Ages 6-21                                         ,"4,113.00",720,"4,833.00",          N/V,          N/V,          N/V
2008,Colorado                                     ,,8,4,8,Total Special Education Teachers                                                 ,"4,392.00",798,"5,190.00",          N/V,          N/V,          N/V
2008,Colorado                                     ,,8,4,8,Special Education Paraprofessionals for Ages 3-5                                 ,309,0,309,          N/V,          N/V,          N/V
2008,Colorado                                     ,,8,4,8,Special Education Paraprofessionals for Ages 6-21                                ,"6,107.00",0,"6,107.00",          N/V,          N/V,          N/V
2008,Colorado                                     ,,8,4,8,Total Special Education Paraprofessionals                                        ,"6,416.00",0,"6,416.00",          N/V,          N/V,          N/V
2008,Colorado                                     ,,8,4,8,Audiologists                                                                     ,          N/V,          N/V,          N/V,57,6,63
2008,Colorado                                     ,,8,4,8,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,787,197,984
2008,Colorado                                     ,,8,4,8,Interpreters                                                                     ,          N/V,          N/V,          N/V,125,54,179
2008,Colorado                                     ,,8,4,8,Psychologists                                                                    ,          N/V,          N/V,          N/V,597,49,646
2008,Colorado                                     ,,8,4,8,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,336,13,349
2008,Colorado                                     ,,8,4,8,Physical Therapists                                                              ,          N/V,          N/V,          N/V,84,3,87
2008,Colorado                                     ,,8,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,26,4,30
2008,Colorado                                     ,,8,4,8,Social Workers                                                                   ,          N/V,          N/V,          N/V,319,19,338
2008,Colorado                                     ,,8,4,8,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,200,43,243
2008,Colorado                                     ,,8,4,8,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,25,20,46
2008,Colorado                                     ,,8,4,8,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,7,3,10
2008,Connecticut                                  ,,9,1,1,Special Education Teachers for Ages 3-5                                          ,478,0,478,          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Special Education Teachers for Ages 6-21                                         ,"5,242.00",34,"5,276.00",          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Total Special Education Teachers                                                 ,"5,720.00",34,"5,754.00",          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Special Education Paraprofessionals for Ages 3-5                                 ,"1,676.00",0,"1,676.00",          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Special Education Paraprofessionals for Ages 6-21                                ,"7,275.00",0,"7,275.00",          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Total Special Education Paraprofessionals                                        ,"8,951.00",0,"8,951.00",          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Audiologists                                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,996,          N/V,996
2008,Connecticut                                  ,,9,1,1,Interpreters                                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Psychologists                                                                    ,          N/V,          N/V,          N/V,589,          N/V,589
2008,Connecticut                                  ,,9,1,1,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Physical Therapists                                                              ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,"1,782.00",          N/V,"1,782.00"
2008,Connecticut                                  ,,9,1,1,Social Workers                                                                   ,          N/V,          N/V,          N/V,436,          N/V,436
2008,Connecticut                                  ,,9,1,1,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Connecticut                                  ,,9,1,1,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,301,          N/V,301
2008,Connecticut                                  ,,9,1,1,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Delaware                                     ,,10,3,5,Special Education Teachers for Ages 3-5                                          ,23,57,80,          N/V,          N/V,          N/V
2008,Delaware                                     ,,10,3,5,Special Education Teachers for Ages 6-21                                         ,843,824,"1,666.00",          N/V,          N/V,          N/V
2008,Delaware                                     ,,10,3,5,Total Special Education Teachers                                                 ,866,880,"1,746.00",          N/V,          N/V,          N/V
2008,Delaware                                     ,,10,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,136,3,139,          N/V,          N/V,          N/V
2008,Delaware                                     ,,10,3,5,Special Education Paraprofessionals for Ages 6-21                                ,889,31,920,          N/V,          N/V,          N/V
2008,Delaware                                     ,,10,3,5,Total Special Education Paraprofessionals                                        ,"1,025.00",34,"1,059.00",          N/V,          N/V,          N/V
2008,Delaware                                     ,,10,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,0,0,0
2008,Delaware                                     ,,10,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,63,3,66
2008,Delaware                                     ,,10,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,0,0,0
2008,Delaware                                     ,,10,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,118,1,119
2008,Delaware                                     ,,10,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,0,0,0
2008,Delaware                                     ,,10,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,4,0,4
2008,Delaware                                     ,,10,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,0,0,0
2008,Delaware                                     ,,10,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,22,1,23
2008,Delaware                                     ,,10,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,223,0,223
2008,Delaware                                     ,,10,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,5,0,5
2008,Delaware                                     ,,10,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,0,0,0
2008,District of Columbia                         ,,11,3,5,Special Education Teachers for Ages 3-5                                          ,7,0,7,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Special Education Teachers for Ages 6-21                                         ,152,32,184,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Total Special Education Teachers                                                 ,159,32,191,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,93,24,116,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Special Education Paraprofessionals for Ages 6-21                                ,153,25,178,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Total Special Education Paraprofessionals                                        ,246,49,294,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,29,0,29
2008,District of Columbia                         ,,11,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,51,0,51
2008,District of Columbia                         ,,11,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,23,0,23
2008,District of Columbia                         ,,11,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,112,0,112
2008,District of Columbia                         ,,11,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,District of Columbia                         ,,11,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,117,0,117
2008,District of Columbia                         ,,11,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2008,Florida                                      ,,12,3,5,Special Education Teachers for Ages 3-5                                          ,15,"1,536.00","1,551.00",          N/V,          N/V,          N/V
2008,Florida                                      ,,12,3,5,Special Education Teachers for Ages 6-21                                         ,"9,544.00","5,569.00","15,112.00",          N/V,          N/V,          N/V
2008,Florida                                      ,,12,3,5,Total Special Education Teachers                                                 ,"9,559.00","7,104.00","16,663.00",          N/V,          N/V,          N/V
2008,Florida                                      ,,12,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,843,815,"1,658.00",          N/V,          N/V,          N/V
2008,Florida                                      ,,12,3,5,Special Education Paraprofessionals for Ages 6-21                                ,"6,383.00","6,512.00","12,895.00",          N/V,          N/V,          N/V
2008,Florida                                      ,,12,3,5,Total Special Education Paraprofessionals                                        ,"7,226.00","7,327.00","14,553.00",          N/V,          N/V,          N/V
2008,Florida                                      ,,12,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,69,0,69
2008,Florida                                      ,,12,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"2,855.00",29,"2,884.00"
2008,Florida                                      ,,12,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,448,28,476
2008,Florida                                      ,,12,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,"1,089.00",1,"1,090.00"
2008,Florida                                      ,,12,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,575,2,577
2008,Florida                                      ,,12,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,237,0,237
2008,Florida                                      ,,12,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,184,1,185
2008,Florida                                      ,,12,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,472,1,473
2008,Florida                                      ,,12,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,"1,229.00",16,"1,245.00"
2008,Florida                                      ,,12,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,680,2,682
2008,Florida                                      ,,12,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,81,0,81
2008,Georgia                                      ,,13,3,5,Special Education Teachers for Ages 3-5                                          ,800,11,811,          N/V,          N/V,          N/V
2008,Georgia                                      ,,13,3,5,Special Education Teachers for Ages 6-21                                         ,"15,274.00","1,502.00","16,775.00",          N/V,          N/V,          N/V
2008,Georgia                                      ,,13,3,5,Total Special Education Teachers                                                 ,"16,074.00","1,512.00","17,586.00",          N/V,          N/V,          N/V
2008,Georgia                                      ,,13,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,"1,389.00",0,"1,389.00",          N/V,          N/V,          N/V
2008,Georgia                                      ,,13,3,5,Special Education Paraprofessionals for Ages 6-21                                ,"11,407.00",0,"11,407.00",          N/V,          N/V,          N/V
2008,Georgia                                      ,,13,3,5,Total Special Education Paraprofessionals                                        ,"12,796.00",0,"12,796.00",          N/V,          N/V,          N/V
2008,Georgia                                      ,,13,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,30,0,30
2008,Georgia                                      ,,13,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,780.00",0,"1,780.00"
2008,Georgia                                      ,,13,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,110,166,276
2008,Georgia                                      ,,13,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,763,0,763
2008,Georgia                                      ,,13,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,417,0,417
2008,Georgia                                      ,,13,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,166,0,166
2008,Georgia                                      ,,13,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,93,7,100
2008,Georgia                                      ,,13,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,92,0,92
2008,Georgia                                      ,,13,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,64,0,64
2008,Georgia                                      ,,13,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,23,8,31
