Mechanical restraint,Oregon,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,309 ",100.0 ,
Mechanical restraint,Pennsylvania,24 ,0 ,0.0 ,0 ,0.0 ,5 ,20.8 ,6 ,25.0 ,13 ,54.2 ,0 ,0.0 ,0 ,0.0 ,8 ,100.0 ,0 ,0.0 ,1 to 3,8.3 ,"3,056 ",93.0 ,
Mechanical restraint,Rhode Island,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 ,
Mechanical restraint,South Carolina,126 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,106 ,84.8 ,18 ,14.4 ,0 ,0.0 ,1 to 3,0.8 ,51 ,98.1 ,1 to 3,1.9 ,4 ,3.2 ,"1,226 ",100.0 ,
Mechanical restraint,South Dakota,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 ,
Mechanical restraint,Tennessee,24 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,14 ,58.3 ,10 ,41.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,798 ",90.7 ,
Mechanical restraint,Texas,656 ,6 ,0.9 ,1 to 3,0.5 ,302 ,47.3 ,138 ,21.6 ,170 ,26.6 ,1 to 3,0.3 ,18 ,2.8 ,84 ,83.2 ,17 ,16.8 ,38 ,5.8 ,"8,574 ",100.0 ,
Mechanical restraint,Utah,14 ,0 ,0.0 ,0 ,0.0 ,4 ,28.6 ,1 to 3,14.3 ,8 ,57.1 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,1 to 3,7.1 ,990 ,100.0 ,
Mechanical restraint,Vermont,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,307 ,100.0 ,
Mechanical restraint,Virginia,36 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.6 ,30 ,83.3 ,1 to 3,5.6 ,0 ,0.0 ,1 to 3,5.6 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,969 ",99.7 ,
Mechanical restraint,Washington,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,45.5 ,1 to 3,27.3 ,1 to 3,18.2 ,1 to 3,9.1 ,6 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,282 ",99.5 ,
Mechanical restraint,West Virginia,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,4 ,50.0 ,0 ,0.0 ,1 to 3,25.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 ,
Mechanical restraint,Wisconsin,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,66.7 ,0 ,0.0 ,1 to 3,33.3 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,244 ",98.8 ,
Mechanical restraint,Wyoming,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,360 ,100.0 ,
,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 1,484 public school female students subjected to mechanical restraint, 17 (1.2%) were American Indian or Alaska Native, 327 (92.9%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 25 (7.1%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
