Seclusion,Colorado,533 ,7 ,1.3 ,1 to 3,0.6 ,180 ,33.8 ,8 ,1.5 ,312 ,58.5 ,0 ,0.0 ,23 ,4.3 ,4 ,0.8 ,27 ,5.1 ,"1,841 ",100.0 
Seclusion,Connecticut,101 ,0 ,0.0 ,1 to 3,1 to 3,18 ,17.8 ,27 ,26.7 ,47 ,46.5 ,0 ,0.0 ,6 ,5.9 ,7 ,6.9 ,6 ,5.9 ,"1,140 ",98.2 
Seclusion,Delaware,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 
Seclusion,District of Columbia,18 ,0 ,0.0 ,0 ,0.0 ,1 to 3,11.1 ,16 ,88.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 
Seclusion,Florida,186 ,0 ,0.0 ,0 ,0.0 ,36 ,19.4 ,47 ,25.3 ,91 ,48.9 ,0 ,0.0 ,12 ,6.5 ,10 ,5.4 ,9 ,4.8 ,"3,954 ",100.0 
Seclusion,Georgia,12 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,50.0 ,6 ,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 
Seclusion,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 
Seclusion,Idaho,377 ,1 to 3,0.8 ,1 to 3,0.8 ,144 ,38.2 ,1 to 3,0.8 ,220 ,58.4 ,0 ,0.0 ,4 ,1.1 ,19 ,5.0 ,116 ,30.8 ,715 ,100.0 
Seclusion,Illinois,"2,439 ",4 ,0.2 ,12 ,0.5 ,31 ,1.3 ,"1,296 ",53.1 ,852 ,34.9 ,0 ,0.0 ,244 ,10.0 ,18 ,0.7 ,7 ,0.3 ,"4,134 ",100.0 
Seclusion,Indiana,279 ,0 ,0.0 ,0 ,0.0 ,9 ,3.2 ,71 ,25.4 ,181 ,64.9 ,0 ,0.0 ,18 ,6.5 ,1 to 3,1.1 ,1 to 3,0.7 ,"1,864 ",100.0 
Seclusion,Iowa,531 ,1 to 3,0.4 ,1 to 3,0.6 ,14 ,2.6 ,97 ,18.3 ,400 ,75.3 ,1 to 3,0.4 ,13 ,2.4 ,7 ,1.3 ,8 ,1.5 ,"1,424 ",100.0 
Seclusion,Kansas,113 ,4 ,3.5 ,1 to 3,1.8 ,5 ,4.4 ,10 ,8.8 ,83 ,73.5 ,0 ,0.0 ,9 ,8.0 ,1 to 3,2.7 ,4 ,3.5 ,"1,396 ",99.9 
Seclusion,Kentucky,296 ,0 ,0.0 ,0 ,0.0 ,10 ,3.4 ,55 ,18.6 ,222 ,75.0 ,0 ,0.0 ,9 ,1 to 3,1 to 3,1 to 3,4 ,1.4 ,"1,422 ",100.0 
Seclusion,Louisiana,20 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.0 ,15 ,75.0 ,4 ,20.0 ,0 ,0.0 ,0 ,0.0 ,4 ,20.0 ,0 ,0.0 ,"1,343 ",100.0 
Seclusion,Maine,33 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,12.1 ,29 ,87.9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.1 ,1 to 3,6.1 ,573 ,99.0 
Seclusion,Maryland,47 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,20 ,42.6 ,22 ,46.8 ,0 ,0.0 ,5 ,10.6 ,8 ,17.0 ,0 ,0.0 ,"1,435 ",100.0 
Seclusion,Massachusetts,28 ,0 ,0.0 ,1 to 3,7.1 ,7 ,25.0 ,7 ,25.0 ,11 ,39.3 ,0 ,0.0 ,1 to 3,3.6 ,1 to 3,10.7 ,1 to 3,10.7 ,"1,859 ",100.0 
Seclusion,Michigan,"1,015 ",13 ,1.3 ,1 to 3,0.3 ,75 ,7.4 ,101 ,10.0 ,796 ,78.4 ,0 ,0.0 ,27 ,2.7 ,13 ,1.3 ,16 ,1.6 ,"3,672 ",100.0 
Seclusion,Minnesota,214 ,6 ,2.8 ,1 to 3,0.9 ,8 ,3.7 ,10 ,4.7 ,183 ,85.5 ,0 ,0.0 ,5 ,2.3 ,9 ,4.2 ,1 to 3,0.9 ,"2,056 ",100.0 
Seclusion,Mississippi,67 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,64 ,95.5 ,1 to 3,4.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 
Seclusion,Missouri,"1,634 ",4 ,0.2 ,10 ,0.6 ,92 ,5.6 ,359 ,22.0 ,"1,092 ",66.8 ,8 ,0.5 ,69 ,4.2 ,85 ,5.2 ,4 ,0.2 ,"2,281 ",100.0 
Seclusion,Montana,111 ,24 ,21.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.8 ,83 ,74.8 ,0 ,0.0 ,1 to 3,1.8 ,1 to 3,1.8 ,7 ,6.3 ,794 ,100.0 
Seclusion,Nebraska,339 ,6 ,1.8 ,0 ,0.0 ,34 ,10.0 ,23 ,6.8 ,271 ,79.9 ,0 ,0.0 ,5 ,1.5 ,1 to 3,0.6 ,4 ,1.2 ,"1,050 ",100.0 
Seclusion,Nevada,14 ,0 ,0.0 ,0 ,0.0 ,7 ,50.0 ,1 to 3,21.4 ,4 ,28.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 
Seclusion,New Hampshire,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,27.3 ,0 ,0.0 ,482 ,100.0 
Seclusion,New Jersey,51 ,0 ,0.0 ,0 ,0.0 ,6 ,11.8 ,36 ,70.6 ,7 ,13.7 ,0 ,0.0 ,1 to 3,3.9 ,0 ,0.0 ,0 ,0.0 ,"2,469 ",100.0 
Seclusion,New Mexico,9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,22.2 ,0 ,0.0 ,5 ,55.6 ,0 ,0.0 ,1 to 3,22.2 ,1 to 3,33.3 ,1 to 3,22.2 ,872 ,96.8 
Seclusion,New York,168 ,1 to 3,1.2 ,1 to 3,1.8 ,34 ,20.2 ,46 ,27.4 ,78 ,46.4 ,0 ,0.0 ,5 ,1 to 3,16 ,9.5 ,1 to 3,1.2 ,"4,894 ",100.0 
Seclusion,North Carolina,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 
Seclusion,North Dakota,76 ,6 ,7.9 ,1 to 3,3.9 ,4 ,5.3 ,7 ,9.2 ,56 ,73.7 ,0 ,0.0 ,0 ,0.0 ,12 ,15.8 ,0 ,0.0 ,451 ,100.0 
Seclusion,Ohio,109 ,0 ,0.0 ,1 to 3,1.8 ,10 ,9.2 ,29 ,26.6 ,59 ,54.1 ,0 ,0.0 ,9 ,8.3 ,1 to 3,1.8 ,1 to 3,1.8 ,"3,609 ",100.0 
Seclusion,Oklahoma,395 ,18 ,4.6 ,1 to 3,0.3 ,72 ,18.2 ,135 ,34.2 ,161 ,40.8 ,0 ,0.0 ,8 ,1 to 3,0 ,0.0 ,45 ,11.4 ,"1,811 ",100.0 
Seclusion,Oregon,51 ,0 ,0.0 ,1 to 3,1 to 3,7 ,13.7 ,4 ,7.8 ,37 ,72.5 ,0 ,0.0 ,1 to 3,3.9 ,0 ,0.0 ,1 to 3,3.9 ,"1,309 ",100.0 
Seclusion,Pennsylvania,385 ,0 ,0.0 ,0 ,0.0 ,20 ,5.2 ,22 ,5.7 ,336 ,87.3 ,0 ,0.0 ,7 ,1.8 ,5 ,1.3 ,8 ,2.1 ,"3,056 ",93.0 
Seclusion,Rhode Island,6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,1 to 3,33.3 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 
Seclusion,South Carolina,20 ,0 ,0.0 ,0 ,0.0 ,1 to 3,10.0 ,13 ,65.0 ,5 ,25.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,226 ",100.0 
Seclusion,South Dakota,199 ,77 ,38.7 ,0 ,0.0 ,13 ,6.5 ,4 ,1 to 3,105 ,52.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 
Seclusion,Tennessee,80 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.5 ,22 ,27.5 ,51 ,63.8 ,0 ,0.0 ,5 ,6.3 ,0 ,0.0 ,0 ,0.0 ,"1,798 ",90.6 
Seclusion,Texas,676 ,4 ,0.6 ,0 ,0.0 ,143 ,21.2 ,136 ,20.1 ,374 ,55.3 ,1 to 3,0.3 ,17 ,2.5 ,60 ,8.9 ,26 ,3.8 ,"8,574 ",100.0 
Seclusion,Utah,108 ,4 ,3.7 ,0 ,0.0 ,30 ,27.8 ,1 to 3,1.9 ,72 ,66.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.8 ,8 ,7.4 ,990 ,100.0 
Seclusion,Vermont,74 ,1 to 3,2.7 ,0 ,0.0 ,0 ,0.0 ,4 ,5.4 ,65 ,87.8 ,0 ,0.0 ,1 to 3,4.1 ,14 ,18.9 ,0 ,0.0 ,307 ,100.0 
Seclusion,Virginia,63 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,31 ,49.2 ,27 ,42.9 ,0 ,0.0 ,5 ,7.9 ,4 ,6.3 ,0 ,0.0 ,"1,969 ",98.7 
Seclusion,Washington,102 ,1 to 3,2.9 ,1 to 3,2.9 ,22 ,21.6 ,12 ,11.8 ,54 ,52.9 ,1 to 3,1 to 3,6 ,5.9 ,4 ,3.9 ,8 ,7.8 ,"2,282 ",99.5 
Seclusion,West Virginia,21 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,21 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 
Seclusion,Wisconsin,290 ,5 ,1.7 ,4 ,1.4 ,30 ,10.3 ,59 ,20.3 ,170 ,58.6 ,0 ,0.0 ,22 ,7.6 ,1 to 3,1 to 3,15 ,5.2 ,"2,244 ",98.8 
Seclusion,Wyoming,41 ,0 ,0.0 ,0 ,0.0 ,6 ,14.6 ,1 to 3,4.9 ,31 ,75.6 ,0 ,0.0 ,1 to 3,4.9 ,1 to 3,2.4 ,0 ,0.0 ,360 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 12,352 public school students not served under the Individuals with Disabilities Education Act (IDEA) subjected to seclusion, 224 (1.8%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,
,             Students not served under IDEA are the students without disabilities and those with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
