Seclusion,Delaware,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,
Seclusion,District of Columbia,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,204 ,100.0 ,
Seclusion,Florida,41 ,0 ,0.0 ,0 ,0.0 ,5 ,12.2 ,15 ,36.6 ,18 ,43.9 ,0 ,0.0 ,1 to 3,7.3 ,1 to 3,2.4 ,"3,954 ",100.0 ,
Seclusion,Georgia,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,62.5 ,1 to 3,25.0 ,0 ,0.0 ,1 to 3,12.5 ,0 ,0.0 ,"2,444 ",99.8 ,
Seclusion,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,
Seclusion,Idaho,15 ,1 to 3,6.7 ,0 ,0.0 ,1 to 3,20.0 ,1 to 3,20.0 ,7 ,46.7 ,0 ,0.0 ,1 to 3,6.7 ,0 ,0.0 ,715 ,100.0 ,
Seclusion,Illinois,304 ,0 ,0.0 ,1 to 3,0.7 ,11 ,3.6 ,133 ,43.8 ,144 ,47.4 ,0 ,0.0 ,14 ,4.6 ,1 to 3,0.3 ,"4,134 ",100.0 ,
Seclusion,Indiana,97 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.1 ,15 ,15.5 ,70 ,72.2 ,0 ,0.0 ,9 ,9.3 ,1 to 3,1.0 ,"1,864 ",100.0 ,
Seclusion,Iowa,144 ,0 ,0.0 ,0 ,0.0 ,4 ,2.8 ,24 ,16.7 ,112 ,77.8 ,0 ,0.0 ,4 ,2.8 ,1 to 3,2.1 ,"1,424 ",100.0 ,
Seclusion,Kansas,90 ,1 to 3,2.2 ,0 ,0.0 ,5 ,5.6 ,8 ,8.9 ,67 ,74.4 ,0 ,0.0 ,8 ,8.9 ,4 ,4.4 ,"1,396 ",99.9 ,
Seclusion,Kentucky,51 ,0 ,0.0 ,1 to 3,2.0 ,1 to 3,3.9 ,8 ,15.7 ,40 ,78.4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.0 ,"1,422 ",100.0 ,
Seclusion,Louisiana,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,
Seclusion,Maine,65 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,9.2 ,59 ,90.8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.5 ,573 ,99.0 ,
Seclusion,Maryland,54 ,0 ,0.0 ,1 to 3,1.9 ,1 to 3,5.6 ,31 ,57.4 ,18 ,33.3 ,0 ,0.0 ,1 to 3,1.9 ,1 to 3,1.9 ,"1,435 ",100.0 ,
Seclusion,Massachusetts,16 ,0 ,0.0 ,0 ,0.0 ,4 ,25.0 ,1 to 3,18.8 ,8 ,50.0 ,0 ,0.0 ,1 to 3,6.3 ,1 to 3,18.8 ,"1,859 ",100.0 ,
Seclusion,Michigan,273 ,1 to 3,1.1 ,1 to 3,1.1 ,11 ,4.0 ,31 ,11.4 ,220 ,80.6 ,0 ,0.0 ,5 ,1.8 ,0 ,0.0 ,"3,672 ",100.0 ,
Seclusion,Minnesota,191 ,4 ,2.1 ,1 to 3,1.0 ,8 ,4.2 ,80 ,41.9 ,86 ,45.0 ,1 to 3,1.0 ,9 ,4.7 ,1 to 3,1.6 ,"2,056 ",100.0 ,
Seclusion,Mississippi,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,4 ,66.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,
Seclusion,Missouri,109 ,1 to 3,0.9 ,0 ,0.0 ,0 ,0.0 ,26 ,23.9 ,80 ,73.4 ,0 ,0.0 ,1 to 3,1.8 ,0 ,0.0 ,"2,281 ",100.0 ,
Seclusion,Montana,7 ,0 ,0.0 ,1 to 3,14.3 ,0 ,0.0 ,0 ,0.0 ,6 ,85.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,794 ,100.0 ,
Seclusion,Nebraska,69 ,0 ,0.0 ,0 ,0.0 ,9 ,13.0 ,9 ,13.0 ,47 ,68.1 ,0 ,0.0 ,4 ,5.8 ,0 ,0.0 ,"1,050 ",100.0 ,
Seclusion,Nevada,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 ,
Seclusion,New Hampshire,12 ,0 ,0.0 ,1 to 3,8.3 ,1 to 3,16.7 ,1 to 3,16.7 ,6 ,50.0 ,0 ,0.0 ,1 to 3,8.3 ,0 ,0.0 ,482 ,100.0 ,
Seclusion,New Jersey,30 ,0 ,0.0 ,1 to 3,3.3 ,5 ,16.7 ,11 ,36.7 ,11 ,36.7 ,0 ,0.0 ,1 to 3,6.7 ,0 ,0.0 ,"2,469 ",100.0 ,
Seclusion,New Mexico,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,872 ,96.7 ,
Seclusion,New York,37 ,0 ,0.0 ,1 to 3,2.7 ,4 ,10.8 ,13 ,35.1 ,18 ,48.6 ,0 ,0.0 ,1 to 3,2.7 ,0 ,0.0 ,"4,894 ",99.9 ,
Seclusion,North Carolina,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,
Seclusion,North Dakota,11 ,1 to 3,9.1 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,8 ,72.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,451 ,100.0 ,
Seclusion,Ohio,103 ,0 ,0.0 ,1 to 3,1.0 ,5 ,4.9 ,39 ,37.9 ,52 ,50.5 ,0 ,0.0 ,6 ,5.8 ,0 ,0.0 ,"3,609 ",100.0 ,
Seclusion,Oklahoma,48 ,6 ,12.5 ,0 ,0.0 ,4 ,8.3 ,12 ,25.0 ,25 ,52.1 ,0 ,0.0 ,1 to 3,2.1 ,1 to 3,2.1 ,"1,811 ",100.0 ,
Seclusion,Oregon,103 ,1 to 3,1.9 ,1 to 3,1.9 ,7 ,6.8 ,5 ,4.9 ,77 ,74.8 ,0 ,0.0 ,10 ,9.7 ,6 ,5.8 ,"1,309 ",100.0 ,
Seclusion,Pennsylvania,55 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.6 ,0 ,0.0 ,52 ,94.5 ,0 ,0.0 ,1 to 3,1.8 ,1 to 3,1.8 ,"3,056 ",93.0 ,
Seclusion,Rhode Island,9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,22.2 ,1 to 3,11.1 ,4 ,44.4 ,0 ,0.0 ,1 to 3,22.2 ,0 ,0.0 ,293 ,100.0 ,
Seclusion,South Carolina,30 ,0 ,0.0 ,1 to 3,3.3 ,0 ,0.0 ,13 ,43.3 ,15 ,50.0 ,0 ,0.0 ,1 to 3,3.3 ,1 to 3,3.3 ,"1,226 ",100.0 ,
Seclusion,South Dakota,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 ,
Seclusion,Tennessee,40 ,1 to 3,5.0 ,0 ,0.0 ,0 ,0.0 ,9 ,22.5 ,27 ,67.5 ,0 ,0.0 ,1 to 3,5.0 ,1 to 3,2.5 ,"1,798 ",90.6 ,
Seclusion,Texas,35 ,0 ,0.0 ,0 ,0.0 ,7 ,20.0 ,12 ,34.3 ,16 ,45.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.7 ,"8,574 ",100.0 ,
Seclusion,Utah,33 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.1 ,1 to 3,9.1 ,25 ,75.8 ,0 ,0.0 ,1 to 3,6.1 ,1 to 3,6.1 ,990 ,100.0 ,
Seclusion,Vermont,25 ,1 to 3,4.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,23 ,92.0 ,0 ,0.0 ,1 to 3,4.0 ,0 ,0.0 ,307 ,100.0 ,
Seclusion,Virginia,72 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.8 ,33 ,45.8 ,31 ,43.1 ,0 ,0.0 ,6 ,8.3 ,0 ,0.0 ,"1,969 ",99.6 ,
Seclusion,Washington,61 ,1 to 3,1.6 ,1 to 3,4.9 ,1 to 3,3.3 ,5 ,8.2 ,43 ,70.5 ,0 ,0.0 ,7 ,11.5 ,1 to 3,1.6 ,"2,282 ",99.5 ,
Seclusion,West Virginia,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 ,
Seclusion,Wisconsin,201 ,4 ,2.0 ,1 to 3,0.5 ,12 ,6.0 ,36 ,17.9 ,135 ,67.2 ,0 ,0.0 ,13 ,6.5 ,1 to 3,1.0 ,"2,244 ",98.8 ,
Seclusion,Wyoming,47 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.3 ,0 ,0.0 ,44 ,93.6 ,0 ,0.0 ,1 to 3,2.1 ,1 to 3,2.1 ,360 ,100.0 ,
,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 2,765 public school female students with disabilities served under the Individuals with Disabilities Education Act (IDEA) subjected to seclusion, 33 (1.2%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
