Physical restraint,Minnesota,145 ,0 ,0.0 ,0 ,0.0 ,9 ,6.2 ,34 ,23.4 ,98 ,67.6 ,0 ,0.0 ,4 ,2.8 ,7 ,4.8 ,6 ,4.1 ,"2,056 ",100.0 ,,
Physical restraint,Mississippi,109 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.8 ,88 ,80.7 ,19 ,17.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,,
Physical restraint,Missouri,699 ,0 ,0.0 ,0 ,0.0 ,6 ,0.9 ,208 ,29.8 ,471 ,67.4 ,0 ,0.0 ,14 ,1 to 3,16 ,2.3 ,1 to 3,0.3 ,"2,281 ",100.0 ,,
Physical restraint,Montana,29 ,8 ,27.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,21 ,72.4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.4 ,1 to 3,10.3 ,794 ,100.0 ,,
Physical restraint,Nebraska,46 ,1 to 3,6.5 ,0 ,0.0 ,5 ,10.9 ,4 ,8.7 ,33 ,71.7 ,0 ,0.0 ,1 to 3,2.2 ,1 to 3,2.2 ,1 to 3,6.5 ,"1,050 ",100.0 ,,
Physical restraint,Nevada,14 ,0 ,0.0 ,0 ,0.0 ,4 ,28.6 ,5 ,35.7 ,5 ,35.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 ,,
Physical restraint,New Hampshire,41 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.9 ,39 ,95.1 ,0 ,0.0 ,0 ,0.0 ,4 ,9.8 ,0 ,0.0 ,482 ,100.0 ,,
Physical restraint,New Jersey,98 ,1 to 3,1 to 3,1 to 3,1 to 3,4 ,4.1 ,59 ,60.2 ,30 ,30.6 ,0 ,0.0 ,1 to 3,1 to 3,4 ,4.1 ,1 to 3,1 to 3,"2,469 ",100.0 ,,
Physical restraint,New Mexico,24 ,0 ,0.0 ,0 ,0.0 ,8 ,33.3 ,1 to 3,12.5 ,12 ,50.0 ,0 ,0.0 ,1 to 3,4.2 ,1 to 3,8.3 ,1 to 3,8.3 ,872 ,96.8 ,,
Physical restraint,New York,261 ,1 to 3,0.8 ,0 ,0.0 ,21 ,8.0 ,83 ,31.8 ,147 ,56.3 ,0 ,0.0 ,8 ,3.1 ,17 ,6.5 ,1 to 3,0.8 ,"4,894 ",99.9 ,,
Physical restraint,North Carolina,17 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.9 ,16 ,94.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,,
Physical restraint,North Dakota,40 ,14 ,35.0 ,0 ,0.0 ,0 ,0.0 ,5 ,12.5 ,21 ,52.5 ,0 ,0.0 ,0 ,0.0 ,8 ,20.0 ,1 to 3,5.0 ,451 ,100.0 ,,
Physical restraint,Ohio,166 ,0 ,0.0 ,0 ,0.0 ,4 ,2.4 ,67 ,40.4 ,81 ,48.8 ,0 ,0.0 ,14 ,8.4 ,1 to 3,1.2 ,1 to 3,1.2 ,"3,609 ",100.0 ,,
Physical restraint,Oklahoma,137 ,17 ,12.4 ,0 ,0.0 ,14 ,10.2 ,43 ,31.4 ,51 ,37.2 ,0 ,0.0 ,12 ,8.8 ,1 to 3,0.7 ,6 ,4.4 ,"1,811 ",100.0 ,,
Physical restraint,Oregon,72 ,5 ,6.9 ,0 ,0.0 ,12 ,16.7 ,5 ,6.9 ,47 ,65.3 ,0 ,0.0 ,1 to 3,4.2 ,1 to 3,4.2 ,6 ,8.3 ,"1,309 ",100.0 ,,
Physical restraint,Pennsylvania,133 ,0 ,0.0 ,1 to 3,0.8 ,15 ,11.3 ,60 ,45.1 ,51 ,38.3 ,0 ,0.0 ,6 ,4.5 ,1 to 3,1.5 ,5 ,3.8 ,"3,056 ",93.0 ,,
Physical restraint,Rhode Island,132 ,1 to 3,1.5 ,0 ,0.0 ,11 ,8.3 ,14 ,10.6 ,103 ,78.0 ,0 ,0.0 ,1 to 3,1.5 ,4 ,1 to 3,6 ,4.5 ,293 ,100.0 ,,
Physical restraint,South Carolina,165 ,0 ,0.0 ,1 to 3,0.6 ,1 to 3,1.2 ,114 ,69.1 ,45 ,27.3 ,0 ,0.0 ,1 to 3,1.8 ,7 ,4.2 ,15 ,9.1 ,"1,226 ",100.0 ,,
Physical restraint,South Dakota,123 ,45 ,36.6 ,0 ,0.0 ,11 ,8.9 ,10 ,8.1 ,56 ,45.5 ,0 ,0.0 ,1 to 3,0.8 ,5 ,4.1 ,6 ,4.9 ,687 ,100.0 ,,
Physical restraint,Tennessee,127 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.4 ,60 ,47.2 ,62 ,48.8 ,0 ,0.0 ,1 to 3,1.6 ,1 to 3,0.8 ,0 ,0.0 ,"1,798 ",90.7 ,,
Physical restraint,Texas,"1,175 ",4 ,0.3 ,9 ,0.8 ,525 ,44.7 ,175 ,14.9 ,427 ,36.3 ,1 to 3,0.1 ,34 ,2.9 ,71 ,6.0 ,59 ,5.0 ,"8,574 ",100.0 ,,
Physical restraint,Utah,44 ,1 to 3,4.5 ,0 ,0.0 ,4 ,9.1 ,1 to 3,4.5 ,33 ,75.0 ,1 to 3,2.3 ,1 to 3,4.5 ,1 to 3,2.3 ,1 to 3,6.8 ,990 ,100.0 ,,
Physical restraint,Vermont,110 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,3.6 ,105 ,95.5 ,0 ,0.0 ,1 to 3,0.9 ,16 ,14.5 ,0 ,0.0 ,307 ,100.0 ,,
Physical restraint,Virginia,112 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.8 ,71 ,63.4 ,35 ,31.3 ,0 ,0.0 ,4 ,3.6 ,11 ,9.8 ,1 to 3,1.8 ,"1,969 ",98.6 ,,
Physical restraint,Washington,49 ,1 to 3,6.1 ,0 ,0.0 ,10 ,20.4 ,13 ,26.5 ,18 ,36.7 ,1 to 3,4.1 ,1 to 3,6.1 ,1 to 3,1 to 3,4 ,8.2 ,"2,282 ",99.5 ,,
Physical restraint,West Virginia,76 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.6 ,5 ,6.6 ,66 ,86.8 ,0 ,0.0 ,1 to 3,3.9 ,1 to 3,1.3 ,0 ,0.0 ,730 ,100.0 ,,
Physical restraint,Wisconsin,332 ,11 ,3.3 ,5 ,1.5 ,28 ,8.4 ,86 ,25.9 ,179 ,53.9 ,0 ,0.0 ,23 ,6.9 ,1 to 3,0.9 ,19 ,5.7 ,"2,244 ",98.8 ,,
Physical restraint,Wyoming,18 ,0 ,0.0 ,0 ,0.0 ,5 ,27.8 ,0 ,0.0 ,13 ,72.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,11.1 ,360 ,100.0 ,,
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 8,495 public school male students not served under the Individuals with Disabilities Education Act (IDEA) subjected to physical restraint, 166 (1 to 3%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,,,
,             Students not served under IDEA are the students without disabilities and those with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
