Delaware,"3,597",824,22.90%,"2,653",962,36.30%,58.30%
Des Moines,"7,178","2,142",29.80%,"6,266","3,300",52.70%,76.50%
Dickinson,"2,851",577,20.20%,"2,542",740,29.10%,43.80%
Dubuque,"12,462","3,347",26.90%,"13,597","4,837",35.60%,32.50%
Emmet,"1,959",602,30.70%,"1,681",759,45.20%,46.90%
Fayette,"4,428","1,413",31.90%,"3,189","1,559",48.90%,53.20%
Floyd,"2,980",934,31.30%,"1,965",951,48.40%,54.40%
Franklin,"1,916",500,26.10%,"1,405",803,57.20%,119.00%
Fremont,"1,631",539,33.00%,"1,156",487,42.10%,27.50%
Greene,"2,095",658,31.40%,"1,454",716,49.20%,56.80%
Grundy,"2,527",555,22.00%,"2,641",806,30.50%,39.00%
Guthrie,"2,228",638,28.60%,"2,288",868,37.90%,32.50%
Hamilton,"2,987",679,22.70%,"2,523","1,103",43.70%,92.30%
Hancock,"2,078",479,23.10%,"1,608",541,33.60%,46.00%
Hardin,"3,406",935,27.50%,"2,841","1,191",41.90%,52.70%
Harrison,"3,413","1,021",29.90%,"2,638",909,34.50%,15.20%
Henry,"3,818",933,24.40%,"3,373","1,462",43.30%,77.40%
Howard,"2,039",525,25.70%,"1,422",562,39.50%,53.50%
Humboldt,"1,890",410,21.70%,"1,462",581,39.70%,83.20%
Ida,"1,437",449,31.20%,997,385,38.60%,23.60%
Iowa,"2,870",527,18.40%,"2,439",690,28.30%,54.10%
Jackson,"3,589","1,040",29.00%,"2,588","1,152",44.50%,53.60%
Jasper,"6,431","1,189",18.50%,"5,446","2,248",41.30%,123.30%
Jefferson,"2,137",462,21.60%,"1,675",693,41.40%,91.40%
Johnson,"13,443","2,210",16.40%,"17,183","5,489",31.90%,94.30%
Jones,"3,428",896,26.10%,"2,851","1,128",39.60%,51.40%
Keokuk,"2,402",644,26.80%,"1,739",519,29.80%,11.30%
,,Free/Red.,,,Free/Red.,,2000-2016
County,Enrollment,Eligible,Percentage,Enrollment,Eligible,Percentage,Change
Kossuth,"2,539",730,28.80%,"1,754",685,39.10%,35.80%
Lee,"6,144","2,080",33.90%,"4,836","2,309",47.70%,41.00%
Linn,"32,737","6,880",21.00%,"35,908","12,795",35.60%,69.60%
Louisa,"3,001","1,049",35.00%,"2,279","1,157",50.80%,45.20%
Lucas,"1,546",473,30.60%,"1,275",670,52.50%,71.80%
Lyon,"2,058",462,22.40%,"2,070",559,27.00%,20.30%
Madison,"2,920",524,17.90%,"3,113",894,28.70%,60.00%
Mahaska,"3,341",940,28.10%,"2,792","1,254",44.90%,59.60%
Marion,"5,938","1,111",18.70%,"5,272","1,635",31.00%,65.80%
Marshall,"6,685","2,517",37.70%,"6,595","3,956",60.00%,59.30%
Mills,"2,773",826,29.80%,"2,442",853,34.90%,17.30%
Mitchell,"1,847",417,22.60%,"1,556",494,31.70%,40.60%
Monona,"1,631",490,30.00%,"1,456",751,51.60%,71.70%
Monroe,"1,283",449,35.00%,"1,169",459,39.30%,12.20%
Montgomery,"2,107",642,30.50%,"1,604",850,53.00%,73.90%
Muscatine,"7,537","2,210",29.30%,"7,043","3,475",49.30%,68.30%
O'Brien,"2,758",709,25.70%,"2,288",904,39.50%,53.70%
Osceola,"1,004",214,21.30%,767,303,39.50%,85.30%
Page,"2,921",686,23.50%,"2,559","1,103",43.10%,83.50%
Palo Alto,"1,889",576,30.50%,"1,624",638,39.30%,28.80%
Plymouth,"4,495",803,17.90%,"4,178","1,214",29.10%,62.70%
Pocahontas,"1,342",402,30.00%,932,515,55.30%,84.50%
Polk,"60,934","16,121",26.50%,"73,130","33,217",45.40%,71.70%
Pottawattamie,"17,275","5,277",30.50%,"15,165","7,533",49.70%,62.60%
Poweshiek,"3,099",673,21.70%,"2,640",880,33.30%,53.50%
Ringgold,916,362,39.50%,735,337,45.90%,16.00%
Sac,"2,246",698,31.10%,"1,618",716,44.30%,42.40%
Scott,"27,854","8,044",28.90%,"27,294","12,575",46.10%,59.50%
Shelby,"2,618",713,27.20%,"1,863",597,32.00%,17.70%
Sioux,"4,271",973,22.80%,"4,805","1,864",38.80%,70.30%
Story,"11,093","1,654",14.90%,"10,782","2,824",26.20%,75.70%
Tama,"3,491",987,28.30%,"2,419","1,229",50.80%,79.70%
Taylor,"1,316",491,37.30%,942,474,50.30%,34.90%
Union,"2,092",774,37.00%,"1,904","1,054",55.40%,49.60%
Van Buren,"1,358",466,34.30%,829,426,51.40%,49.80%
Wapello,"6,560","2,377",36.20%,"5,918","2,850",48.20%,32.90%
Warren,"7,703","1,031",13.40%,"9,287","2,430",26.20%,95.50%
Washington,"3,550",792,22.30%,"3,513","1,253",35.70%,59.90%
Wayne,"1,137",489,43.00%,"1,043",576,55.20%,28.40%
Webster,"5,819","1,935",33.30%,"4,715","2,673",56.70%,70.50%
Winnebago,"2,866",641,22.40%,"2,270",849,37.40%,67.20%
Winneshiek,"2,795",543,19.40%,"2,621",751,28.70%,47.50%
Woodbury,"18,604","5,834",31.40%,"17,878","10,637",59.50%,89.70%
Worth,"1,150",291,25.30%,"1,258",440,35.00%,38.20%
Wright,"2,966",830,28.00%,"2,464","1,330",54.00%,92.90%
,,,,,,,
State,"494,962","130,931",26.50%,"479,922","200,660",41.80%,58.10%
,,,,,,,
Rural,"89,915","24,937",27.70%,"70,068","28,540",40.70%,46.90%
Small Urban,"193,031","50,337",26.10%,"180,889","73,158",40.40%,55.10%
Metropolitan,"212,016","55,657",26.30%,"228,965","98,962",43.20%,64.60%
,,,,,,,
United States,"46,857,149","15,900,376",33.90%,"49,864,608","25,826,297",51.80%,52.60%
