Physical restraint,North Dakota,15 ,1 to 3,20.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,13.3 ,10 ,66.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,451 ,100.0 ,,
Physical restraint,Ohio,231 ,0 ,0.0 ,0 ,0.0 ,9 ,3.9 ,93 ,40.3 ,117 ,50.6 ,0 ,0.0 ,12 ,5.2 ,1 to 3,0.4 ,"3,609 ",100.0 ,,
Physical restraint,Oklahoma,44 ,1 to 3,6.8 ,0 ,0.0 ,4 ,9.1 ,9 ,20.5 ,24 ,54.5 ,0 ,0.0 ,4 ,9.1 ,5 ,11.4 ,"1,811 ",100.0 ,,
Physical restraint,Oregon,134 ,7 ,5.2 ,1 to 3,1.5 ,12 ,9.0 ,8 ,6.0 ,95 ,70.9 ,0 ,0.0 ,10 ,7.5 ,5 ,3.7 ,"1,309 ",100.0 ,,
Physical restraint,Pennsylvania,211 ,0 ,0.0 ,0 ,0.0 ,16 ,7.6 ,43 ,20.4 ,148 ,70.1 ,0 ,0.0 ,4 ,1.9 ,1 to 3,0.9 ,"3,056 ",93.0 ,,
Physical restraint,Rhode Island,62 ,0 ,0.0 ,0 ,0.0 ,6 ,9.7 ,6 ,9.7 ,45 ,72.6 ,0 ,0.0 ,5 ,8.1 ,1 to 3,3.2 ,293 ,100.0 ,,
Physical restraint,South Carolina,92 ,0 ,0.0 ,1 to 3,1.1 ,1 to 3,2.2 ,59 ,64.1 ,26 ,28.3 ,0 ,0.0 ,4 ,4.3 ,1 to 3,3.3 ,"1,226 ",100.0 ,,
Physical restraint,South Dakota,22 ,4 ,18.2 ,0 ,0.0 ,0 ,0.0 ,4 ,18.2 ,14 ,63.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.5 ,687 ,100.0 ,,
Physical restraint,Tennessee,123 ,0 ,0.0 ,1 to 3,0.8 ,1 to 3,1.6 ,37 ,30.1 ,77 ,62.6 ,0 ,0.0 ,6 ,4.9 ,1 to 3,2.4 ,"1,798 ",90.6 ,,
Physical restraint,Texas,543 ,1 to 3,0.4 ,5 ,0.9 ,191 ,35.2 ,135 ,24.9 ,195 ,35.9 ,0 ,0.0 ,15 ,2.8 ,36 ,6.6 ,"8,574 ",100.0 ,,
Physical restraint,Utah,34 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.9 ,4 ,11.8 ,25 ,73.5 ,0 ,0.0 ,1 to 3,8.8 ,4 ,11.8 ,990 ,100.0 ,,
Physical restraint,Vermont,50 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.0 ,48 ,96.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,307 ,100.0 ,,
Physical restraint,Virginia,88 ,0 ,0.0 ,1 to 3,1.1 ,1 to 3,1.1 ,48 ,54.5 ,30 ,34.1 ,0 ,0.0 ,8 ,9.1 ,1 to 3,2.3 ,"1,969 ",99.6 ,,
Physical restraint,Washington,80 ,0 ,0.0 ,1 to 3,3.8 ,4 ,5.0 ,6 ,7.5 ,56 ,70.0 ,0 ,0.0 ,11 ,13.8 ,1 to 3,1.3 ,"2,282 ",99.5 ,,
Physical restraint,West Virginia,29 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.9 ,25 ,86.2 ,0 ,0.0 ,1 to 3,6.9 ,0 ,0.0 ,730 ,100.0 ,,
Physical restraint,Wisconsin,281 ,7 ,2.5 ,4 ,1.4 ,11 ,3.9 ,58 ,20.6 ,185 ,65.8 ,0 ,0.0 ,16 ,5.7 ,6 ,2.1 ,"2,244 ",98.8 ,,
Physical restraint,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 6,050 public school female students with disabilities served under the Individuals with Disabilities Education Act (IDEA) subjected to physical restraint, 52 (0.9%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
