Seclusion,North Dakota,17 ,1 to 3,17.6 ,1 to 3,5.9 ,0 ,0.0 ,1 to 3,5.9 ,12 ,70.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,11.8 ,0 ,0.0 ,451 ,100.0 
Seclusion,Ohio,46 ,0 ,0.0 ,0 ,0.0 ,7 ,15.2 ,8 ,17.4 ,27 ,58.7 ,0 ,0.0 ,4 ,8.7 ,0 ,0.0 ,0 ,0.0 ,"3,609 ",100.0 
Seclusion,Oklahoma,107 ,5 ,4.7 ,1 to 3,0.9 ,18 ,16.8 ,41 ,38.3 ,40 ,37.4 ,0 ,0.0 ,1 to 3,1.9 ,0 ,0.0 ,8 ,7.5 ,"1,811 ",100.0 
Seclusion,Oregon,6 ,0 ,0.0 ,1 to 3,16.7 ,0 ,0.0 ,1 to 3,33.3 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,309 ",100.0 
Seclusion,Pennsylvania,88 ,0 ,0.0 ,0 ,0.0 ,4 ,4.5 ,4 ,4.5 ,80 ,90.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"3,056 ",93.0 
Seclusion,Rhode Island,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 
Seclusion,South Carolina,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,80.0 ,1 to 3,20.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,226 ",100.0 
Seclusion,South Dakota,49 ,19 ,38.8 ,0 ,0.0 ,1 to 3,1 to 3,0 ,0.0 ,29 ,59.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 
Seclusion,Tennessee,25 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11 ,44.0 ,14 ,56.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,798 ",90.6 
Seclusion,Texas,199 ,1 to 3,1 to 3,0 ,0.0 ,29 ,14.6 ,49 ,24.6 ,115 ,57.8 ,0 ,0.0 ,4 ,1 to 3,18 ,9.0 ,1 to 3,1.5 ,"8,574 ",100.0 
Seclusion,Utah,25 ,1 to 3,8.0 ,0 ,0.0 ,12 ,48.0 ,0 ,0.0 ,11 ,44.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.0 ,990 ,100.0 
Seclusion,Vermont,19 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,10.5 ,17 ,89.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.3 ,0 ,0.0 ,307 ,100.0 
Seclusion,Virginia,15 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8 ,53.3 ,7 ,46.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.7 ,0 ,0.0 ,"1,969 ",98.7 
Seclusion,Washington,23 ,0 ,0.0 ,1 to 3,4.3 ,5 ,21.7 ,1 to 3,8.7 ,13 ,56.5 ,0 ,0.0 ,1 to 3,8.7 ,0 ,0.0 ,1 to 3,8.7 ,"2,282 ",99.5 
Seclusion,West Virginia,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 
Seclusion,Wisconsin,63 ,1 to 3,3.2 ,0 ,0.0 ,7 ,11.1 ,16 ,25.4 ,30 ,47.6 ,0 ,0.0 ,8 ,12.7 ,0 ,0.0 ,1 to 3,3.2 ,"2,244 ",98.8 
Seclusion,Wyoming,8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,0 ,0.0 ,7 ,87.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,0 ,0.0 ,360 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 3,589 public school female students no served under the Individuals with Disabilities Education Act (IDEA) subjected to seclusion, 64 (1.8%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,
,             Students not served under IDEA are the students without disabilities and those with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov: http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
