Mechanical restraint,Georgia,35 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,35 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 ,,,
Mechanical restraint,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,,,
Mechanical restraint,Idaho,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,715 ,100.0 ,,,
Mechanical restraint,Illinois,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,7 ,87.5 ,1 to 3,12.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"4,134 ",100.0 ,,,
Mechanical restraint,Indiana,26 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,14 ,53.8 ,11 ,42.3 ,0 ,0.0 ,1 to 3,3.8 ,0 ,0.0 ,0 ,0.0 ,"1,864 ",100.0 ,,,
Mechanical restraint,Iowa,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,424 ",100.0 ,,,
Mechanical restraint,Kansas,14 ,1 to 3,14.3 ,0 ,0.0 ,1 to 3,14.3 ,1 to 3,21.4 ,7 ,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,14.3 ,"1,396 ",99.9 ,,,
Mechanical restraint,Kentucky,7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,28.6 ,5 ,71.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,422 ",100.0 ,,,
Mechanical restraint,Louisiana,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,,,
Mechanical restraint,Maine,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,573 ,100.0 ,,,
Mechanical restraint,Maryland,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,435 ",100.0 ,,,
Mechanical restraint,Massachusetts,8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,4 ,50.0 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,0 ,0.0 ,"1,859 ",100.0 ,,,
Mechanical restraint,Michigan,11 ,1 to 3,18.2 ,0 ,0.0 ,0 ,0.0 ,5 ,45.5 ,4 ,36.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"3,672 ",100.0 ,,,
Mechanical restraint,Minnesota,41 ,1 to 3,2.4 ,0 ,0.0 ,1 to 3,4.9 ,24 ,58.5 ,12 ,29.3 ,0 ,0.0 ,1 to 3,4.9 ,0 ,0.0 ,0 ,0.0 ,"2,056 ",100.0 ,,,
Mechanical restraint,Mississippi,33 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,17 ,51.5 ,16 ,48.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,,,
Mechanical restraint,Missouri,32 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,29 ,90.6 ,1 to 3,6.3 ,1 to 3,3.1 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.1 ,"2,281 ",100.0 ,,,
Mechanical restraint,Montana,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,794 ,100.0 ,,,
Mechanical restraint,Nebraska,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,40.0 ,1 to 3,60.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,050 ",100.0 ,,,
Mechanical restraint,Nevada,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 ,,,
Mechanical restraint,New Hampshire,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,482 ,100.0 ,,,
Mechanical restraint,New Jersey,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,66.7 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,0 ,0.0 ,"2,469 ",100.0 ,,,
Mechanical restraint,New Mexico,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,872 ,96.8 ,,,
Mechanical restraint,New York,1 to 3,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"4,894 ",100.0 ,,,
Mechanical restraint,North Carolina,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,8 ,72.7 ,0 ,0.0 ,1 to 3,9.1 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,,,
Mechanical restraint,North Dakota,8 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,37.5 ,1 to 3,37.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,0 ,0.0 ,451 ,100.0 ,,,
Mechanical restraint,Ohio,15 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,14 ,93.3 ,1 to 3,6.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"3,609 ",100.0 ,,,
Mechanical restraint,Oklahoma,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,811 ",100.0 ,,,
Mechanical restraint,Oregon,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,309 ",100.0 ,,,
Mechanical restraint,Pennsylvania,16 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.8 ,1 to 3,18.8 ,10 ,62.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.3 ,"3,056 ",93.0 ,,,
Mechanical restraint,Rhode Island,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 ,,,
Mechanical restraint,South Carolina,74 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,62 ,83.8 ,12 ,16.2 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.4 ,1 to 3,4.1 ,"1,226 ",100.0 ,,,
Mechanical restraint,South Dakota,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 ,,,
Mechanical restraint,Tennessee,22 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,14 ,63.6 ,8 ,36.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,798 ",90.9 ,,,
Mechanical restraint,Texas,555 ,6 ,1.1 ,1 to 3,0.5 ,266 ,47.9 ,109 ,19.6 ,152 ,27.4 ,1 to 3,0.4 ,17 ,3.1 ,17 ,3.1 ,31 ,5.6 ,"8,574 ",100.0 ,,,
Mechanical restraint,Utah,8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,0 ,0.0 ,6 ,75.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,990 ,100.0 ,,,
Mechanical restraint,Vermont,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,307 ,100.0 ,,,
Mechanical restraint,Virginia,32 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.3 ,26 ,81.3 ,1 to 3,6.3 ,0 ,0.0 ,1 to 3,6.3 ,0 ,0.0 ,0 ,0.0 ,"1,969 ",98.7 ,,,
Mechanical restraint,Washington,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,282 ",100.0 ,,,
Mechanical restraint,West Virginia,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,1 to 3,33.3 ,0 ,0.0 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,730 ,100.0 ,,,
Mechanical restraint,Wisconsin,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,244 ",98.8 ,,,
Mechanical restraint,Wyoming,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,360 ,100.0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 1,132 public school female students no served under the Individuals with Disabilities Education Act (IDEA) subjected to mechanical restraint, 13 (1.1%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,,,,
,             Students not served under IDEA are the students without disabilities and those with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
