Retained in grade 7,Hawaii,140 ,0 ,0.0 ,23 ,16.4 ,4 ,2.9 ,1 to 3,0.7 ,11 ,7.9 ,95 ,67.9 ,6 ,4.3 ,4 ,2.9 ,1 to 3,1.4 ,34 ,24.3 ,50 ,100.0 
Retained in grade 7,Idaho,29 ,0 ,0.0 ,0 ,0.0 ,7 ,24.1 ,0 ,0.0 ,22 ,75.9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.4 ,0 ,0.0 ,1 to 3,10.3 ,45 ,100.0 
Retained in grade 7,Illinois,199 ,0 ,0.0 ,1 to 3,0.5 ,26 ,13.1 ,88 ,44.2 ,77 ,38.7 ,0 ,0.0 ,7 ,3.5 ,26 ,13.1 ,5 ,2.5 ,5 ,2.5 ,218 ,100.0 
Retained in grade 7,Indiana,55 ,0 ,0.0 ,0 ,0.0 ,4 ,7.3 ,11 ,20.0 ,32 ,58.2 ,0 ,0.0 ,8 ,14.5 ,14 ,25.5 ,0 ,0.0 ,4 ,7.3 ,87 ,100.0 
Retained in grade 7,Iowa,5 ,1 to 3,40.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,60.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,20.0 ,0 ,0.0 ,0 ,0.0 ,20 ,100.0 
Retained in grade 7,Kansas,14 ,0 ,0.0 ,0 ,0.0 ,5 ,35.7 ,1 to 3,21.4 ,4 ,28.6 ,0 ,0.0 ,1 to 3,14.3 ,1 to 3,21.4 ,0 ,0.0 ,1 to 3,14.3 ,24 ,100.0 
Retained in grade 7,Kentucky,60 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.0 ,11 ,18.3 ,46 ,76.7 ,0 ,0.0 ,0 ,0.0 ,5 ,8.3 ,0 ,0.0 ,1 to 3,3.3 ,108 ,100.0 
Retained in grade 7,Louisiana,661 ,1 to 3,0.3 ,0 ,0.0 ,21 ,3.2 ,373 ,56.4 ,258 ,39.0 ,0 ,0.0 ,7 ,1.1 ,51 ,7.7 ,64 ,9.7 ,8 ,1.2 ,284 ,100.0 
Retained in grade 7,Maine,22 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.1 ,18 ,81.8 ,0 ,0.0 ,1 to 3,9.1 ,4 ,18.2 ,1 to 3,4.5 ,0 ,0.0 ,19 ,100.0 
Retained in grade 7,Maryland,377 ,1 to 3,0.3 ,1 to 3,0.5 ,19 ,5.0 ,295 ,78.2 ,52 ,13.8 ,0 ,0.0 ,8 ,2.1 ,43 ,11.4 ,21 ,5.6 ,4 ,1.1 ,176 ,100.0 
Retained in grade 7,Massachusetts,175 ,0 ,0.0 ,0 ,0.0 ,55 ,31.4 ,34 ,19.4 ,80 ,45.7 ,0 ,0.0 ,6 ,3.4 ,42 ,24.0 ,5 ,2.9 ,19 ,10.9 ,139 ,100.0 
Retained in grade 7,Michigan,266 ,1 to 3,0.8 ,0 ,0.0 ,16 ,6.0 ,140 ,52.6 ,100 ,37.6 ,0 ,0.0 ,8 ,3.0 ,33 ,12.4 ,1 to 3,0.4 ,10 ,3.8 ,212 ,100.0 
Retained in grade 7,Minnesota,210 ,7 ,3.3 ,14 ,6.7 ,20 ,9.5 ,33 ,15.7 ,131 ,62.4 ,1 to 3,0.5 ,4 ,1.9 ,16 ,7.6 ,1 to 3,1.4 ,12 ,5.7 ,42 ,100.0 
Retained in grade 7,Mississippi,500 ,1 to 3,0.4 ,0 ,0.0 ,15 ,1 to 3,308 ,61.6 ,175 ,35.0 ,0 ,0.0 ,0 ,0.0 ,24 ,4.8 ,0 ,0.0 ,1 to 3,0.4 ,210 ,100.0 
Retained in grade 7,Missouri,111 ,0 ,0.0 ,0 ,0.0 ,15 ,13.5 ,54 ,48.6 ,37 ,33.3 ,0 ,0.0 ,5 ,4.5 ,11 ,9.9 ,0 ,0.0 ,10 ,9.0 ,100 ,100.0 
Retained in grade 7,Montana,7 ,4 ,57.1 ,1 to 3,14.3 ,0 ,0.0 ,0 ,0.0 ,1 to 3,28.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,28.6 ,14 ,100.0 
Retained in grade 7,Nebraska,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,21 ,100.0 
Retained in grade 7,Nevada,164 ,1 to 3,1.2 ,1 to 3,1.8 ,81 ,49.4 ,35 ,21.3 ,35 ,21.3 ,1 to 3,0.6 ,7 ,4.3 ,19 ,11.6 ,10 ,6.1 ,35 ,21.3 ,76 ,100.0 
Retained in grade 7,New Hampshire,39 ,0 ,0.0 ,0 ,0.0 ,6 ,15.4 ,1 to 3,5.1 ,29 ,74.4 ,0 ,0.0 ,1 to 3,5.1 ,8 ,20.5 ,0 ,0.0 ,1 to 3,7.7 ,22 ,100.0 
Retained in grade 7,New Jersey,299 ,0 ,0.0 ,1 to 3,0.3 ,151 ,50.5 ,101 ,33.8 ,42 ,14.0 ,1 to 3,0.3 ,1 to 3,1.0 ,24 ,8.0 ,5 ,1.7 ,30 ,10.0 ,217 ,100.0 
Retained in grade 7,New Mexico,28 ,9 ,32.1 ,0 ,0.0 ,10 ,35.7 ,0 ,0.0 ,7 ,25.0 ,0 ,0.0 ,1 to 3,7.1 ,1 to 3,10.7 ,0 ,0.0 ,4 ,14.3 ,33 ,100.0 
Retained in grade 7,New York,768 ,5 ,0.7 ,9 ,1.2 ,210 ,27.3 ,340 ,44.3 ,194 ,25.3 ,0 ,0.0 ,10 ,1.3 ,117 ,15.2 ,16 ,2.1 ,52 ,6.8 ,591 ,100.0 
Retained in grade 7,North Carolina,395 ,7 ,1.8 ,1 to 3,0.3 ,57 ,14.4 ,173 ,43.8 ,139 ,35.2 ,1 to 3,0.8 ,15 ,3.8 ,61 ,15.4 ,13 ,3.3 ,19 ,4.8 ,317 ,100.0 
Retained in grade 7,North Dakota,8 ,1 to 3,25.0 ,1 to 3,12.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,37.5 ,0 ,0.0 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,18 ,100.0 
Retained in grade 7,Ohio,319 ,0 ,0.0 ,0 ,0.0 ,15 ,4.7 ,177 ,55.5 ,112 ,35.1 ,0 ,0.0 ,15 ,4.7 ,42 ,13.2 ,1 to 3,0.3 ,4 ,1.3 ,228 ,100.0 
Retained in grade 7,Oklahoma,139 ,23 ,16.5 ,1 to 3,0.7 ,27 ,19.4 ,33 ,23.7 ,40 ,28.8 ,0 ,0.0 ,15 ,10.8 ,14 ,10.1 ,0 ,0.0 ,8 ,5.8 ,120 ,100.0 
Retained in grade 7,Oregon,17 ,1 to 3,5.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,13 ,76.5 ,0 ,0.0 ,1 to 3,17.6 ,1 to 3,17.6 ,0 ,0.0 ,0 ,0.0 ,25 ,100.0 
Retained in grade 7,Pennsylvania,478 ,1 to 3,0.6 ,1 to 3,0.4 ,65 ,13.6 ,158 ,33.1 ,237 ,49.6 ,0 ,0.0 ,13 ,2.7 ,62 ,13.0 ,10 ,2.1 ,8 ,1.7 ,354 ,100.0 
Retained in grade 7,Rhode Island,16 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,5 ,31.3 ,9 ,56.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,17 ,100.0 
Retained in grade 7,South Carolina,196 ,1 to 3,0.5 ,0 ,0.0 ,4 ,2.0 ,110 ,56.1 ,73 ,37.2 ,0 ,0.0 ,8 ,4.1 ,20 ,10.2 ,1 to 3,0.5 ,1 to 3,1.5 ,162 ,100.0 
Retained in grade 7,South Dakota,5 ,1 to 3,60.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,40.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,19 ,100.0 
Retained in grade 7,Tennessee,398 ,0 ,0.0 ,1 to 3,0.3 ,43 ,10.8 ,265 ,66.6 ,85 ,21.4 ,0 ,0.0 ,4 ,1.0 ,14 ,3.5 ,1 to 3,0.3 ,7 ,1.8 ,173 ,99.4 
Retained in grade 7,Texas,"1,183 ",1 to 3,0.1 ,6 ,0.5 ,768 ,64.9 ,212 ,17.9 ,176 ,14.9 ,0 ,0.0 ,20 ,1.7 ,69 ,5.8 ,77 ,6.5 ,274 ,23.2 ,"1,099 ",100.0 
Retained in grade 7,Utah,15 ,0 ,0.0 ,1 to 3,6.7 ,5 ,33.3 ,0 ,0.0 ,7 ,46.7 ,0 ,0.0 ,1 to 3,13.3 ,5 ,33.3 ,0 ,0.0 ,1 to 3,13.3 ,14 ,100.0 
Retained in grade 7,Vermont,18 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,11.1 ,16 ,88.9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,16.7 ,1 to 3,5.6 ,0 ,0.0 ,17 ,100.0 
Retained in grade 7,Virginia,313 ,4 ,1.3 ,6 ,1.9 ,27 ,8.6 ,181 ,57.8 ,84 ,26.8 ,1 to 3,0.3 ,10 ,3.2 ,36 ,11.5 ,7 ,2.2 ,8 ,2.6 ,155 ,100.0 
Retained in grade 7,Washington,39 ,1 to 3,7.7 ,1 to 3,5.1 ,1 to 3,7.7 ,7 ,17.9 ,19 ,48.7 ,1 to 3,7.7 ,1 to 3,5.1 ,6 ,15.4 ,1 to 3,5.1 ,6 ,15.4 ,63 ,100.0 
Retained in grade 7,West Virginia,43 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.7 ,39 ,90.7 ,0 ,0.0 ,1 to 3,4.7 ,4 ,9.3 ,1 to 3,4.7 ,0 ,0.0 ,59 ,100.0 
Retained in grade 7,Wisconsin,25 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.0 ,15 ,60.0 ,7 ,28.0 ,0 ,0.0 ,0 ,0.0 ,5 ,20.0 ,0 ,0.0 ,1 to 3,12.0 ,56 ,100.0 
Retained in grade 7,Wyoming,6 ,1 to 3,33.3 ,0 ,0.0 ,1 to 3,33.3 ,0 ,0.0 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,12 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 11,117 public school female students retained in grade 7, 113 (1.0%) were American Indian or Alaska Native, 1,214 (10.9%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 356 (3.2%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1 to 3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that a midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,            Data reported in this table represent 100.0% of responding schools.,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
