Wayne,"2,773",405,14.60%,"2,730",470,17.20%,17.90%
Webster,"17,488","2,117",12.10%,"16,590","2,890",17.40%,43.90%
Winnebago,"5,856",556,9.50%,"5,160",760,14.70%,55.10%
Winneshiek,"8,750",733,8.40%,"9,530","1,080",11.30%,35.30%
Woodbury,"46,223","6,442",13.90%,"47,290","9,790",20.70%,48.50%
Worth,"3,496",371,10.60%,"3,630",530,14.60%,37.60%
Wright,"6,385",695,10.90%,"5,980",920,15.40%,41.30%
,,,,,,,
State,"1,328,413","139,306",10.50%,"1,454,540","214,770",14.80%,40.80%
,,,,,,,
Rural,"216,339","23,433",10.80%,"211,850","30,500",14.40%,32.90%
Small Urban,"498,402","54,019",10.80%,"529,480","77,950",14.70%,35.80%
Metropolitan,"613,672","61,854",10.10%,"713,210","106,320",14.90%,47.90%
,,,,,,,
United States,"125,302,193","18,750,417",15.00%,"150,493,260","29,025,860",19.30%,28.90%
