Physical restraint,North Dakota,67 ,14 ,20.9 ,0 ,0.0 ,1 to 3,4.5 ,6 ,9.0 ,43 ,64.2 ,1 to 3,1.5 ,0 ,0.0 ,8 ,11.9 ,451 ,100.0 ,,
Physical restraint,Ohio,991 ,0 ,0.0 ,4 ,0.4 ,25 ,2.5 ,379 ,38.2 ,528 ,53.3 ,0 ,0.0 ,55 ,5.5 ,14 ,1.4 ,"3,609 ",100.0 ,,
Physical restraint,Oklahoma,222 ,14 ,6.3 ,0 ,0.0 ,13 ,5.9 ,51 ,23.0 ,131 ,59.0 ,0 ,0.0 ,13 ,5.9 ,8 ,3.6 ,"1,811 ",100.0 ,,
Physical restraint,Oregon,713 ,17 ,2.4 ,10 ,1.4 ,86 ,12.1 ,37 ,5.2 ,506 ,71.0 ,1 to 3,0.3 ,55 ,7.7 ,38 ,5.3 ,"1,309 ",100.0 ,,
Physical restraint,Pennsylvania,950 ,1 to 3,0.1 ,6 ,0.6 ,61 ,6.4 ,231 ,24.3 ,607 ,63.9 ,0 ,0.0 ,44 ,4.6 ,7 ,0.7 ,"3,056 ",93.0 ,,
Physical restraint,Rhode Island,250 ,1 to 3,0.8 ,1 to 3,1.2 ,52 ,20.8 ,36 ,14.4 ,142 ,56.8 ,0 ,0.0 ,15 ,6.0 ,6 ,2.4 ,293 ,100.0 ,,
Physical restraint,South Carolina,442 ,1 to 3,0.5 ,6 ,1.4 ,9 ,1 to 3,237 ,53.6 ,176 ,39.8 ,0 ,0.0 ,12 ,2.7 ,7 ,1.6 ,"1,226 ",100.0 ,,
Physical restraint,South Dakota,89 ,9 ,10.1 ,0 ,0.0 ,5 ,5.6 ,5 ,5.6 ,63 ,70.8 ,0 ,0.0 ,7 ,7.9 ,1 to 3,2.2 ,687 ,100.0 ,,
Physical restraint,Tennessee,537 ,1 to 3,0.2 ,6 ,1.1 ,17 ,3.2 ,143 ,26.6 ,357 ,66.5 ,0 ,0.0 ,13 ,2.4 ,8 ,1.5 ,"1,798 ",90.6 ,,
Physical restraint,Texas,"2,777 ",14 ,0.5 ,27 ,1 to 3,853 ,30.7 ,620 ,22.3 ,"1,179 ",42.5 ,1 to 3,0.0 ,83 ,1 to 3,150 ,5.4 ,"8,574 ",100.0 ,,
Physical restraint,Utah,227 ,1 to 3,0.9 ,5 ,2.2 ,29 ,12.8 ,5 ,2.2 ,178 ,78.4 ,1 to 3,1.3 ,5 ,2.2 ,11 ,4.8 ,990 ,100.0 ,,
Physical restraint,Vermont,266 ,4 ,1.5 ,0 ,0.0 ,4 ,1.5 ,8 ,1 to 3,242 ,91.0 ,0 ,0.0 ,8 ,1 to 3,1 to 3,1.1 ,307 ,100.0 ,,
Physical restraint,Virginia,468 ,1 to 3,0.4 ,1 to 3,0.6 ,20 ,4.3 ,205 ,43.8 ,217 ,46.4 ,0 ,0.0 ,21 ,4.5 ,1 to 3,0.6 ,"1,969 ",99.6 ,,
Physical restraint,Washington,492 ,14 ,2.8 ,12 ,2.4 ,51 ,10.4 ,41 ,8.3 ,327 ,66.5 ,1 to 3,0.6 ,44 ,8.9 ,14 ,2.8 ,"2,282 ",99.5 ,,
Physical restraint,West Virginia,167 ,0 ,0.0 ,1 to 3,1.8 ,4 ,2.4 ,10 ,6.0 ,142 ,85.0 ,0 ,0.0 ,8 ,4.8 ,0 ,0.0 ,730 ,100.0 ,,
Physical restraint,Wisconsin,"1,552 ",41 ,2.6 ,18 ,1.2 ,106 ,6.8 ,253 ,16.3 ,"1,064 ",68.6 ,1 to 3,0.1 ,69 ,4.4 ,51 ,3.3 ,"2,244 ",98.8 ,,
Physical restraint,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 29,547 public school male students with disabilities served under the Individuals with Disabilities Education Act (IDEA) subjected to physical restraint, 280 (0.9%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at  http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
