Retained in grade 11,Tennessee,"1,712 ",1 to 3,0.1 ,16 ,0.9 ,146 ,8.5 ,989 ,57.8 ,539 ,31.5 ,5 ,0.3 ,15 ,0.9 ,265 ,15.5 ,11 ,0.6 ,43 ,2.5 ,145 ,100.0 
Retained in grade 11,Texas,"12,513 ",56 ,0.4 ,218 ,1.7 ,"7,252 ",58.0 ,"2,207 ",17.6 ,"2,648 ",21.2 ,10 ,0.1 ,122 ,1.0 ,"1,525 ",12.2 ,554 ,4.4 ,"1,326 ",10.6 ,"1,041 ",100.0 
Retained in grade 11,Utah,612 ,11 ,1.8 ,11 ,1.8 ,94 ,15.4 ,16 ,2.6 ,464 ,75.8 ,12 ,2.0 ,4 ,0.7 ,141 ,23.0 ,32 ,5.2 ,13 ,2.1 ,28 ,100.0 
Retained in grade 11,Vermont,103 ,1 to 3,1.9 ,1 to 3,1.9 ,1 to 3,2.9 ,4 ,3.9 ,92 ,89.3 ,0 ,0.0 ,0 ,0.0 ,14 ,13.6 ,11 ,10.7 ,1 to 3,2.9 ,24 ,100.0 
Retained in grade 11,Virginia,"2,410 ",7 ,0.3 ,161 ,6.7 ,714 ,29.6 ,836 ,34.7 ,630 ,26.1 ,1 to 3,0.1 ,59 ,2.4 ,420 ,17.4 ,51 ,2.1 ,738 ,30.6 ,267 ,100.0 
Retained in grade 11,Washington,"2,692 ",55 ,2.0 ,165 ,6.1 ,714 ,26.5 ,283 ,10.5 ,"1,234 ",45.8 ,58 ,2.2 ,183 ,6.8 ,587 ,21.8 ,84 ,3.1 ,251 ,9.3 ,214 ,100.0 
Retained in grade 11,West Virginia,323 ,1 to 3,0.9 ,0 ,0.0 ,4 ,1.2 ,33 ,10.2 ,277 ,85.8 ,0 ,0.0 ,6 ,1.9 ,41 ,12.7 ,7 ,2.2 ,4 ,1.2 ,60 ,100.0 
Retained in grade 11,Wisconsin,"1,394 ",22 ,1.6 ,30 ,2.2 ,191 ,13.7 ,556 ,39.9 ,562 ,40.3 ,1 to 3,0.1 ,31 ,2.2 ,459 ,32.9 ,17 ,1.2 ,83 ,6.0 ,163 ,100.0 
Retained in grade 11,Wyoming,44 ,11 ,25.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,31 ,70.5 ,0 ,0.0 ,1 to 3,4.5 ,9 ,20.5 ,1 to 3,4.5 ,1 to 3,2.3 ,15 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 93,147 public school students retained in grade 11, 1,205 (1.3%) were American Indian or Alaska Native, 15,974 (17.1%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 2,477 (2.7%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1 to 3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that a midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,            Data reported in this table represent 100.0% of responding schools.,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
