,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1 Discipline data by race/ethnicity were collected only for students with disabilities served under the Individuals with Disabilities Education Act (IDEA), but not for students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   Percentages reflect the race/ethnic composition of students with disabilities served under IDEA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2 Percentage denominator is the total number of public school students with disabilities (i.e., students with disabilities served under IDEA and students with disabilities served solely under Section 504).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads:  Of all 15 public school students with disabilities who received corporal punishment, 1-3 (13.3%) were served solely under Section 504 and 13 (86.7%) were served under IDEA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"            Table reads:  Of all 13 public school students with disabilities served under IDEA who received corporal punishment, 0 (0.0%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection,  2011-12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,,1-3,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
