Extraction Date:,6/4/2015,,,,,,,
Updated:,,,,,,,,
Revised:,,,,,,,,
,,,,,,,,
Year,State,Personnel Type,"Teachers Highly Qualified/Paraprofessionals Qualified","Teachers Not Highly Qualified/Paraprofessionals Not Qualified",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total
2013,American Samoa,Total Special Education Teachers,80,104,184,-,-,-
2013,American Samoa,Audiologists,-,-,-,0,0,0
2013,American Samoa,Counselors and Rehabilitation Counselors,-,-,-,-,-,-
2013,American Samoa,Interpreters,-,-,-,-,-,-
2013,American Samoa,Medical / Nursing Service Staff,-,-,-,-,-,-
2013,American Samoa,Occupational Therapists,-,-,-,0,0,0
2013,American Samoa,Orientation and Mobility Specialists,-,-,-,-,-,-
2013,American Samoa,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0
2013,American Samoa,Physical Therapists,-,-,-,-,-,-
2013,American Samoa,Psychologists,-,-,-,7,0,7
2013,American Samoa,Social Workers,-,-,-,1,0,1
2013,American Samoa,Speech-Language Pathologists,-,-,-,-,-,-
2013,Arizona,Special Education Paraprofessionals for Ages 3-5,941.71,142.69,1084.4,-,-,-
2013,Arizona,Special Education Paraprofessionals for Ages 6-21,6869.17,1028.16,7897.33,-,-,-
2013,Arizona,Total Special Education Paraprofessionals ,7810.88,1170.85,8981.73,-,-,-
2013,Arizona,Special Education Teachers for Ages 3-5,674.13,24.22,698.35,-,-,-
2013,Arizona,Special Education Teachers for Ages 6-21,6064.37,172.69,6237.06,-,-,-
2013,Arizona,Total Special Education Teachers,6738.5,196.91,6935.41,-,-,-
2013,Arizona,Audiologists,-,-,-,38.94,4,42.94
2013,Arizona,Counselors and Rehabilitation Counselors,-,-,-,478.58,13.25,491.83
2013,Arizona,Interpreters,-,-,-,181.89,19.33,201.22
2013,Arizona,Medical / Nursing Service Staff,-,-,-,649.15,47.35,696.5
2013,Arizona,Occupational Therapists,-,-,-,365.24,8.35,373.59
2013,Arizona,Orientation and Mobility Specialists,-,-,-,42.18,3,45.18
2013,Arizona,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,355.16,10.13,365.29
2013,Arizona,Physical Therapists,-,-,-,155.89,1.25,157.14
2013,Arizona,Psychologists,-,-,-,923.57,15.85,939.42
2013,Arizona,Social Workers,-,-,-,155.8,3,158.8
2013,Arizona,Speech-Language Pathologists,-,-,-,1244.36,35.61,1279.97
2013,Arkansas,Special Education Paraprofessionals for Ages 3-5,691.92,169.14,861.06,-,-,-
2013,Arkansas,Special Education Paraprofessionals for Ages 6-21,2342.64,189.03,2531.67,-,-,-
2013,Arkansas,Total Special Education Paraprofessionals ,3034.56,358.17,3392.73,-,-,-
2013,Arkansas,Special Education Teachers for Ages 3-5,472.59,54.09,526.68,-,-,-
2013,Arkansas,Special Education Teachers for Ages 6-21,3547.5,355.35,3902.85,-,-,-
2013,Arkansas,Total Special Education Teachers,4020.09,409.44,4429.53,-,-,-
2013,Arkansas,Audiologists,-,-,-,3.96,0,3.96
2013,Arkansas,Counselors and Rehabilitation Counselors,-,-,-,15.85,0,15.85
2013,Arkansas,Interpreters,-,-,-,33.5,6,39.5
2013,Arkansas,Medical / Nursing Service Staff,-,-,-,29.56,0,29.56
2013,Arkansas,Occupational Therapists,-,-,-,249.72,0.15,249.87
2013,Arkansas,Orientation and Mobility Specialists,-,-,-,4.73,0.2,4.93
2013,Arkansas,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,4,1,5
2013,Arkansas,Physical Therapists,-,-,-,120.32,0.4,120.72
2013,Arkansas,Psychologists,-,-,-,184.97,0,184.97
2013,Arkansas,Social Workers,-,-,-,4.19,2,6.19
2013,Arkansas,Speech-Language Pathologists,-,-,-,-,-,-
2013,Bureau Of Indian Education,Special Education Paraprofessionals for Ages 3-5,31.72,2.5,34.22,-,-,-
2013,Bureau Of Indian Education,Special Education Paraprofessionals for Ages 6-21,651.05,33,684.05,-,-,-
2013,Bureau Of Indian Education,Total Special Education Paraprofessionals ,682.77,35.5,718.27,-,-,-
2013,Bureau Of Indian Education,Special Education Teachers for Ages 3-5,41,1,42,-,-,-
2013,Bureau Of Indian Education,Special Education Teachers for Ages 6-21,444.5,10.75,455.25,-,-,-
2013,Bureau Of Indian Education,Total Special Education Teachers,485.5,11.75,497.25,-,-,-
2013,Bureau Of Indian Education,Audiologists,-,-,-,-,-,-
2013,Bureau Of Indian Education,Counselors and Rehabilitation Counselors,-,-,-,-,-,-
2013,Bureau Of Indian Education,Interpreters,-,-,-,-,-,-
2013,Bureau Of Indian Education,Medical / Nursing Service Staff,-,-,-,-,-,-
2013,Bureau Of Indian Education,Occupational Therapists,-,-,-,-,-,-
2013,Bureau Of Indian Education,Orientation and Mobility Specialists,-,-,-,-,-,-
2013,Bureau Of Indian Education,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,-,-,-
2013,Bureau Of Indian Education,Physical Therapists,-,-,-,-,-,-
2013,Bureau Of Indian Education,Psychologists,-,-,-,-,-,-
2013,Bureau Of Indian Education,Social Workers,-,-,-,-,-,-
2013,Bureau Of Indian Education,Speech-Language Pathologists,-,-,-,-,-,-
2013,California,Special Education Paraprofessionals for Ages 3-5,4212.44,83.91,4296.35,-,-,-
2013,California,Special Education Paraprofessionals for Ages 6-21,47622.82,480.95,48103.77,-,-,-
2013,California,Total Special Education Paraprofessionals ,51835.26,564.86,52400.12,-,-,-
2013,California,Special Education Teachers for Ages 3-5,2291.4,59.78,2351.18,-,-,-
2013,California,Special Education Teachers for Ages 6-21,19461.31,883.44,20344.75,-,-,-
2013,California,Total Special Education Teachers,21752.71,943.22,22695.93,-,-,-
2013,California,Audiologists,-,-,-,105.35,0.01,105.36
2013,California,Counselors and Rehabilitation Counselors,-,-,-,917.52,18.55,936.07
2013,California,Interpreters,-,-,-,635.43,13.62,649.05
2013,California,Medical / Nursing Service Staff,-,-,-,2048.73,70.22,2118.95
2013,California,Occupational Therapists,-,-,-,1086.97,12.31,1099.28
2013,California,Orientation and Mobility Specialists,-,-,-,529.21,12,541.21
2013,California,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,1079.16,11.18,1090.34
2013,California,Physical Therapists,-,-,-,185.57,0.01,185.58
2013,California,Psychologists,-,-,-,4958.03,32.62,4990.65
2013,California,Social Workers,-,-,-,217.93,0.6,218.53
2013,California,Speech-Language Pathologists,-,-,-,5962.09,160.26,6122.35
2013,Colorado,Special Education Paraprofessionals for Ages 3-5,372.51,0,372.51,-,-,-
2013,Colorado,Special Education Paraprofessionals for Ages 6-21,6405.56,0,6405.56,-,-,-
2013,Colorado,Total Special Education Paraprofessionals ,6778.07,0,6778.07,-,-,-
2013,Colorado,Special Education Teachers for Ages 3-5,365.27,36.56,401.83,-,-,-
2013,Colorado,Special Education Teachers for Ages 6-21,4873.82,234.86,5108.68,-,-,-
2013,Colorado,Total Special Education Teachers,5239.09,271.42,5510.51,-,-,-
2013,Colorado,Audiologists,-,-,-,70.75,5.09,75.84
2013,Colorado,Counselors and Rehabilitation Counselors,-,-,-,51.68,4.49,56.17
2013,Colorado,Interpreters,-,-,-,149.03,9.56,158.59
2013,Colorado,Medical / Nursing Service Staff,-,-,-,232.85,15.16,248.01
2013,Colorado,Occupational Therapists,-,-,-,349.63,6.94,356.57
2013,Colorado,Orientation and Mobility Specialists,-,-,-,10.44,0.05,10.49
2013,Colorado,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,19.81,0.98,20.79
2013,Colorado,Physical Therapists,-,-,-,88.98,2.5,91.48
2013,Colorado,Psychologists,-,-,-,627.51,12.29,639.8
2013,Colorado,Social Workers,-,-,-,298.29,10.78,309.07
2013,Colorado,Speech-Language Pathologists,-,-,-,1063.61,59.4,1123.01
2013,Connecticut,Special Education Paraprofessionals for Ages 3-5,1167.3,0,1167.3,-,-,-
2013,Connecticut,Special Education Paraprofessionals for Ages 6-21,9164.77,0,9164.77,-,-,-
2013,Connecticut,Total Special Education Paraprofessionals ,10332.07,0,10332.07,-,-,-
2013,Connecticut,Special Education Teachers for Ages 3-5,492.6,0,492.6,-,-,-
2013,Connecticut,Special Education Teachers for Ages 6-21,5264.8,30.2,5295,-,-,-
2013,Connecticut,Total Special Education Teachers,5757.4,30.2,5787.6,-,-,-
2013,Connecticut,Audiologists,-,-,-,-,-,-
2013,Connecticut,Counselors and Rehabilitation Counselors,-,-,-,284.6,1,285.6
2013,Connecticut,Interpreters,-,-,-,-,-,-
2013,Connecticut,Medical / Nursing Service Staff,-,-,-,-,-,-
2013,Connecticut,Occupational Therapists,-,-,-,-,-,-
2013,Connecticut,Orientation and Mobility Specialists,-,-,-,-,-,-
2013,Connecticut,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,1708.8,6.2,1715
2013,Connecticut,Physical Therapists,-,-,-,-,-,-
2013,Connecticut,Psychologists,-,-,-,597.5,0.6,598.1
2013,Connecticut,Social Workers,-,-,-,460.8,2.2,463
2013,Connecticut,Speech-Language Pathologists,-,-,-,1036.6,2,1038.6
2013,Delaware,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-
2013,Delaware,Special Education Paraprofessionals for Ages 6-21,306,889,1195,-,-,-
2013,Delaware,Total Special Education Paraprofessionals ,306,889,1195,-,-,-
2013,Delaware,Special Education Teachers for Ages 3-5,0,0,0,-,-,-
2013,Delaware,Special Education Teachers for Ages 6-21,419,56,475,-,-,-
2013,Delaware,Total Special Education Teachers,419,56,475,-,-,-
2013,Delaware,Audiologists,-,-,-,25,0,25
2013,Delaware,Counselors and Rehabilitation Counselors,-,-,-,828,0,828
2013,Delaware,Interpreters,-,-,-,0,0,0
2013,Delaware,Medical / Nursing Service Staff,-,-,-,264,0,264
2013,Delaware,Occupational Therapists,-,-,-,5,0,5
2013,Delaware,Orientation and Mobility Specialists,-,-,-,0,0,0
2013,Delaware,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,847,1,848
2013,Delaware,Physical Therapists,-,-,-,3,0,3
2013,Delaware,Psychologists,-,-,-,195,0,195
2013,Delaware,Social Workers,-,-,-,32,0,32
2013,Delaware,Speech-Language Pathologists,-,-,-,205,0,205
2013,District Of Columbia,Special Education Paraprofessionals for Ages 3-5,394.16,21.42,415.58,-,-,-
2013,District Of Columbia,Special Education Paraprofessionals for Ages 6-21,64,2,66,-,-,-
2013,District Of Columbia,Total Special Education Paraprofessionals ,458.16,23.42,481.58,-,-,-
2013,District Of Columbia,Special Education Teachers for Ages 3-5,135,2,137,-,-,-
2013,District Of Columbia,Special Education Teachers for Ages 6-21,1414.5,163,1577.5,-,-,-
2013,District Of Columbia,Total Special Education Teachers,1549.5,165,1714.5,-,-,-
2013,District Of Columbia,Audiologists,-,-,-,2,0,2
2013,District Of Columbia,Counselors and Rehabilitation Counselors,-,-,-,6,4.5,10.5
2013,District Of Columbia,Interpreters,-,-,-,0,0,0
2013,District Of Columbia,Medical / Nursing Service Staff,-,-,-,2,1,3
2013,District Of Columbia,Occupational Therapists,-,-,-,17.13,0,17.13
2013,District Of Columbia,Orientation and Mobility Specialists,-,-,-,0,0,0
2013,District Of Columbia,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,2,0,2
2013,District Of Columbia,Physical Therapists,-,-,-,4,0,4
2013,District Of Columbia,Psychologists,-,-,-,87.87,5.75,93.62
2013,District Of Columbia,Social Workers,-,-,-,146.17,2,148.17
2013,District Of Columbia,Speech-Language Pathologists,-,-,-,82.63,4,86.63
2013,Federated States Of Micronesia,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-
2013,Federated States Of Micronesia,Special Education Paraprofessionals for Ages 6-21,1,16,17,-,-,-
2013,Federated States Of Micronesia,Total Special Education Paraprofessionals ,1,16,17,-,-,-
2013,Federated States Of Micronesia,Special Education Teachers for Ages 3-5,10,8,18,-,-,-
2013,Federated States Of Micronesia,Special Education Teachers for Ages 6-21,105,62,167,-,-,-
2013,Federated States Of Micronesia,Total Special Education Teachers,115,70,185,-,-,-
2013,Federated States Of Micronesia,Audiologists,-,-,-,0,0,0
2013,Federated States Of Micronesia,Counselors and Rehabilitation Counselors,-,-,-,2,0,2
2013,Federated States Of Micronesia,Interpreters,-,-,-,0,0,0
2013,Federated States Of Micronesia,Medical / Nursing Service Staff,-,-,-,0,0,0
2013,Federated States Of Micronesia,Occupational Therapists,-,-,-,0,0,0
2013,Federated States Of Micronesia,Orientation and Mobility Specialists,-,-,-,0,0,0
2013,Federated States Of Micronesia,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0
2013,Federated States Of Micronesia,Physical Therapists,-,-,-,1,0,1
2013,Federated States Of Micronesia,Psychologists,-,-,-,0,0,0
2013,Federated States Of Micronesia,Social Workers,-,-,-,0,0,0
2013,Federated States Of Micronesia,Speech-Language Pathologists,-,-,-,1,0,1
2013,Florida,Special Education Paraprofessionals for Ages 3-5,1219.95,230.91,1450.86,-,-,-
2013,Florida,Special Education Paraprofessionals for Ages 6-21,9870.53,1868.25,11738.78,-,-,-
2013,Florida,Total Special Education Paraprofessionals ,11090.48,2099.16,13189.64,-,-,-
2013,Florida,Special Education Teachers for Ages 3-5,6850.82,397.21,7248.03,-,-,-
2013,Florida,Special Education Teachers for Ages 6-21,5143.53,610.6,5754.13,-,-,-
2013,Florida,Total Special Education Teachers,11994.35,1007.81,13002.16,-,-,-
2013,Florida,Audiologists,-,-,-,56.9,5,61.9
2013,Florida,Counselors and Rehabilitation Counselors,-,-,-,723.6,10.8,734.4
2013,Florida,Interpreters,-,-,-,462.6,13,475.6
2013,Florida,Medical / Nursing Service Staff,-,-,-,1260,3,1263
2013,Florida,Occupational Therapists,-,-,-,628.1,8.8,636.9
2013,Florida,Orientation and Mobility Specialists,-,-,-,81.4,0,81.4
2013,Florida,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,277.1,0,277.1
2013,Florida,Physical Therapists,-,-,-,232.3,5.4,237.7
2013,Florida,Psychologists,-,-,-,1178.8,0,1178.8
2013,Florida,Social Workers,-,-,-,609.6,2.3,611.9
2013,Florida,Speech-Language Pathologists,-,-,-,3145.1,32,3177.1
2013,Georgia,Special Education Paraprofessionals for Ages 3-5,664.5,40.1,704.6,-,-,-
2013,Georgia,Special Education Paraprofessionals for Ages 6-21,10561.9,327.8,10889.7,-,-,-
2013,Georgia,Total Special Education Paraprofessionals ,11226.4,367.9,11594.3,-,-,-
2013,Georgia,Special Education Teachers for Ages 3-5,789.4,124.2,913.6,-,-,-
2013,Georgia,Special Education Teachers for Ages 6-21,16517.9,322.1,16840,-,-,-
2013,Georgia,Total Special Education Teachers,17307.3,446.3,17753.6,-,-,-
2013,Georgia,Audiologists,-,-,-,30.9,0,30.9
2013,Georgia,Counselors and Rehabilitation Counselors,-,-,-,18.5,0,18.5
2013,Georgia,Interpreters,-,-,-,192.6,109.5,302.1
2013,Georgia,Medical / Nursing Service Staff,-,-,-,96.2,0,96.2
2013,Georgia,Occupational Therapists,-,-,-,434.3,0,434.3
2013,Georgia,Orientation and Mobility Specialists,-,-,-,19.4,0,19.4
2013,Georgia,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,80.4,0,80.4
2013,Georgia,Physical Therapists,-,-,-,173.3,0,173.3
2013,Georgia,Psychologists,-,-,-,720.6,0,720.6
2013,Georgia,Social Workers,-,-,-,69.1,0,69.1
2013,Georgia,Speech-Language Pathologists,-,-,-,1813.3,0,1813.3
2013,Guam,Special Education Paraprofessionals for Ages 3-5,9,0,9,-,-,-
2013,Guam,Special Education Paraprofessionals for Ages 6-21,294,0,294,-,-,-
2013,Guam,Total Special Education Paraprofessionals ,303,0,303,-,-,-
2013,Guam,Special Education Teachers for Ages 3-5,9,0,9,-,-,-
2013,Guam,Special Education Teachers for Ages 6-21,201,0,201,-,-,-
2013,Guam,Total Special Education Teachers,210,0,210,-,-,-
2013,Guam,Audiologists,-,-,-,1,0,1
2013,Guam,Counselors and Rehabilitation Counselors,-,-,-,0,0,0
2013,Guam,Interpreters,-,-,-,0,10,10
2013,Guam,Medical / Nursing Service Staff,-,-,-,0,0,0
2013,Guam,Occupational Therapists,-,-,-,1,1,2
2013,Guam,Orientation and Mobility Specialists,-,-,-,2,0,2
2013,Guam,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,3,0,3
2013,Guam,Physical Therapists,-,-,-,1,0,1
2013,Guam,Psychologists,-,-,-,1,0,1
2013,Guam,Social Workers,-,-,-,7,0,7
2013,Guam,Speech-Language Pathologists,-,-,-,10,0,10
2013,Hawaii,Special Education Paraprofessionals for Ages 3-5,245,1,246,-,-,-
2013,Hawaii,Special Education Paraprofessionals for Ages 6-21,2053,24,2077,-,-,-
2013,Hawaii,Total Special Education Paraprofessionals ,2298,25,2323,-,-,-
2013,Hawaii,Special Education Teachers for Ages 3-5,229,9,238,-,-,-
2013,Hawaii,Special Education Teachers for Ages 6-21,1728,212,1940,-,-,-
2013,Hawaii,Total Special Education Teachers,1957,221,2178,-,-,-
2013,Hawaii,Audiologists,-,-,-,0,0,0
2013,Hawaii,Counselors and Rehabilitation Counselors,-,-,-,302,2,304
2013,Hawaii,Interpreters,-,-,-,11,0,11
2013,Hawaii,Medical / Nursing Service Staff,-,-,-,12,0,12
2013,Hawaii,Occupational Therapists,-,-,-,32,1,33
2013,Hawaii,Orientation and Mobility Specialists,-,-,-,8,0,8
2013,Hawaii,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,88,4,92
2013,Hawaii,Physical Therapists,-,-,-,29,0,29
2013,Hawaii,Psychologists,-,-,-,128,0,128
2013,Hawaii,Social Workers,-,-,-,59,1,60
2013,Hawaii,Speech-Language Pathologists,-,-,-,221,9,230
2013,Idaho,Special Education Paraprofessionals for Ages 3-5,0,59.37,59.37,-,-,-
2013,Idaho,Special Education Paraprofessionals for Ages 6-21,0,0,0,-,-,-
2013,Idaho,Total Special Education Paraprofessionals ,0,59.37,59.37,-,-,-
2013,Idaho,Special Education Teachers for Ages 3-5,-,108.82,108.82,-,-,-
2013,Idaho,Special Education Teachers for Ages 6-21,531.88,1897.69,2429.57,-,-,-
2013,Idaho,Total Special Education Teachers,531.88,2006.51,2538.39,-,-,-
2013,Idaho,Audiologists,-,-,-,3.65,-,3.65
2013,Idaho,Counselors and Rehabilitation Counselors,-,-,-,0,-,0
2013,Idaho,Interpreters,-,-,-,27.46,-,27.46
2013,Idaho,Medical / Nursing Service Staff,-,-,-,104.14,-,104.14
2013,Idaho,Occupational Therapists,-,-,-,21.33,-,21.33
2013,Idaho,Orientation and Mobility Specialists,-,-,-,3.55,-,3.55
2013,Idaho,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,5.7,-,5.7
2013,Idaho,Physical Therapists,-,-,-,2.7,-,2.7
2013,Idaho,Psychologists,-,-,-,0,-,0
2013,Idaho,Social Workers,-,-,-,32.94,-,32.94
2013,Idaho,Speech-Language Pathologists,-,-,-,174.73,-,174.73
2013,Illinois,Special Education Paraprofessionals for Ages 3-5,3569,0,3569,-,-,-
2013,Illinois,Special Education Paraprofessionals for Ages 6-21,32655.89,0,32655.89,-,-,-
2013,Illinois,Total Special Education Paraprofessionals ,36224.89,0,36224.89,-,-,-
2013,Illinois,Special Education Teachers for Ages 3-5,1526.44,18.88,1545.32,-,-,-
2013,Illinois,Special Education Teachers for Ages 6-21,20810.02,1233,22043.02,-,-,-
2013,Illinois,Total Special Education Teachers,22336.46,1251.88,23588.34,-,-,-
2013,Illinois,Audiologists,-,-,-,34.76,0,34.76
2013,Illinois,Counselors and Rehabilitation Counselors,-,-,-,780.61,0,780.61
2013,Illinois,Interpreters,-,-,-,196.08,0,196.08
2013,Illinois,Medical / Nursing Service Staff,-,-,-,630.64,0,630.64
2013,Illinois,Occupational Therapists,-,-,-,1007.13,0,1007.13
2013,Illinois,Orientation and Mobility Specialists,-,-,-,23.27,0,23.27
2013,Illinois,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,214.15,0,214.15
2013,Illinois,Physical Therapists,-,-,-,372.07,0,372.07
2013,Illinois,Psychologists,-,-,-,2104.14,0,2104.14
2013,Illinois,Social Workers,-,-,-,3251.1,0,3251.1
2013,Illinois,Speech-Language Pathologists,-,-,-,3742.45,0,3742.45
2013,Indiana,Special Education Paraprofessionals for Ages 3-5,712.9,0,712.9,-,-,-
2013,Indiana,Special Education Paraprofessionals for Ages 6-21,9595.1,0,9595.1,-,-,-
2013,Indiana,Total Special Education Paraprofessionals ,10308,0,10308,-,-,-
2013,Indiana,Special Education Teachers for Ages 3-5,0.15,108.17,108.32,-,-,-
2013,Indiana,Special Education Teachers for Ages 6-21,1173.75,57.78,1231.53,-,-,-
2013,Indiana,Total Special Education Teachers,1173.9,165.95,1339.85,-,-,-
2013,Indiana,Audiologists,-,-,-,22.5,0,22.5
2013,Indiana,Counselors and Rehabilitation Counselors,-,-,-,226.5,0,226.5
2013,Indiana,Interpreters,-,-,-,312.1,0,312.1
2013,Indiana,Medical / Nursing Service Staff,-,-,-,202.7,0,202.7
2013,Indiana,Occupational Therapists,-,-,-,317.3,0,317.3
2013,Indiana,Orientation and Mobility Specialists,-,-,-,27.17,0,27.17
2013,Indiana,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,71.1,0,71.1
2013,Indiana,Physical Therapists,-,-,-,137.5,0,137.5
2013,Indiana,Psychologists,-,-,-,487.7,0,487.7
2013,Indiana,Social Workers,-,-,-,273,0,273
2013,Indiana,Speech-Language Pathologists,-,-,-,1028.9,0,1028.9
2013,Iowa,Special Education Paraprofessionals for Ages 3-5,927.05,0,927.05,-,-,-
2013,Iowa,Special Education Paraprofessionals for Ages 6-21,8590.45,0,8590.45,-,-,-
2013,Iowa,Total Special Education Paraprofessionals ,9517.5,0,9517.5,-,-,-
2013,Iowa,Special Education Teachers for Ages 3-5,557.99,0,557.99,-,-,-
2013,Iowa,Special Education Teachers for Ages 6-21,5396.6,0,5396.6,-,-,-
2013,Iowa,Total Special Education Teachers,5954.59,0,5954.59,-,-,-
2013,Iowa,Audiologists,-,-,-,44.85,0,44.85
2013,Iowa,Counselors and Rehabilitation Counselors,-,-,-,6.32,0,6.32
2013,Iowa,Interpreters,-,-,-,144.58,0,144.58
2013,Iowa,Medical / Nursing Service Staff,-,-,-,47.45,0,47.45
2013,Iowa,Occupational Therapists,-,-,-,72.41,0,72.41
2013,Iowa,Orientation and Mobility Specialists,-,-,-,10.68,0,10.68
2013,Iowa,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,11.56,0,11.56
2013,Iowa,Physical Therapists,-,-,-,46.53,0,46.53
2013,Iowa,Psychologists,-,-,-,290.32,0,290.32
2013,Iowa,Social Workers,-,-,-,214.05,0,214.05
2013,Iowa,Speech-Language Pathologists,-,-,-,467.68,0,467.68
2013,Kansas,Special Education Paraprofessionals for Ages 3-5,995.99,0,995.99,-,-,-
2013,Kansas,Special Education Paraprofessionals for Ages 6-21,11490.14,0,11490.14,-,-,-
2013,Kansas,Total Special Education Paraprofessionals ,12486.13,0,12486.13,-,-,-
2013,Kansas,Special Education Teachers for Ages 3-5,509.82,0,509.82,-,-,-
2013,Kansas,Special Education Teachers for Ages 6-21,2962.09,1329.01,4291.1,-,-,-
2013,Kansas,Total Special Education Teachers,3471.91,1329.01,4800.92,-,-,-
2013,Kansas,Audiologists,-,-,-,26.93,0,26.93
2013,Kansas,Counselors and Rehabilitation Counselors,-,-,-,39.93,0,39.93
2013,Kansas,Interpreters,-,-,-,57.49,0,57.49
2013,Kansas,Medical / Nursing Service Staff,-,-,-,100.76,0,100.76
2013,Kansas,Occupational Therapists,-,-,-,216.61,0,216.61
2013,Kansas,Orientation and Mobility Specialists,-,-,-,1.67,0,1.67
2013,Kansas,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,49.04,0,49.04
2013,Kansas,Physical Therapists,-,-,-,84.15,0,84.15
2013,Kansas,Psychologists,-,-,-,529.15,0,529.15
2013,Kansas,Social Workers,-,-,-,292.52,0,292.52
2013,Kansas,Speech-Language Pathologists,-,-,-,852.68,0,852.68
2013,Kentucky,Special Education Paraprofessionals for Ages 3-5,530.9,2,532.9,-,-,-
